"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
76,0,0.1362,0.1342,-0.1276,0.4011,1,0,1,1.0898,0.131,0.8323,1.3448,1,1,1,0.8367,0.1663,0.5104,1.1625,1,1,1.5,1.8349,0.2038,1.4341,2.2361,1,1,0.3,0.1924,0.1189,-0.0284,0.4269,1,0,0.2,0.1308,0.1054,-0.0782,0.336,1,0,-0.15,-0.2018,0.0934,-0.3836,-0.0157,1,1,0,-0.0695,0.0895,-0.2422,0.1054,1,0,1,1.182,0.1178,0.9577,1.4186,1,1,1,1.1623,0.1093,0.9584,1.3877,1,1,1.5,1.5318,0.1296,1.2923,1.8054,1,1,2,1.9442,0.1528,1.668,2.2668,1,1,0.1,0.1367,0.0725,0.0513,0.327,1,1,0.1,0.1051,0.0428,0.0495,0.2153,1,1,0.1,0.1206,0.0555,0.0515,0.2652,1,1,0.1,0.1091,0.0471,0.0496,0.2298,1,1,1,0.8793,0.0911,0.7187,1.0756,1,1,1,0.8676,0.0858,0.7174,1.0527,1,1,0.3,0.2017,0.0612,0.087,0.3277,1,1,0.3,0.2017,0.0612,0.087,0.3277,1,1
77,0,0.136,0.1137,-0.0849,0.3605,1,0,1,0.9928,0.1098,0.7752,1.2081,1,1,1,0.9001,0.1713,0.5639,1.2363,1,1,1.5,1.8317,0.1952,1.4485,2.213,1,1,0.3,0.3457,0.1263,0.0868,0.5703,1,1,0.2,0.1342,0.1089,-0.0725,0.3528,1,0,-0.15,-0.1712,0.0964,-0.3597,0.0179,1,0,0,-0.016,0.084,-0.1741,0.1522,1,0,1,0.8392,0.1336,0.5698,1.0923,1,1,1,0.9135,0.1061,0.7019,1.1215,1,1,1.5,1.541,0.1409,1.2774,1.832,1,1,2,1.8588,0.1478,1.5929,2.1696,1,1,0.1,0.1073,0.0444,0.0504,0.2213,1,1,0.1,0.1007,0.0395,0.0484,0.2007,1,1,0.1,0.1149,0.0536,0.05,0.2574,1,1,0.1,0.1152,0.0522,0.0508,0.2507,1,1,1,1.0024,0.1089,0.8004,1.2249,1,1,1,0.9449,0.0965,0.7748,1.1496,1,1,0.3,0.2795,0.0692,0.1491,0.4203,1,1,0.3,0.2795,0.0692,0.1491,0.4203,1,1
78,0,0.1065,0.1281,-0.1454,0.3579,1,0,1,1.1143,0.1323,0.8539,1.3739,1,1,1,0.835,0.1734,0.4934,1.1737,1,1,1.5,1.5987,0.1967,1.2129,1.9862,1,1,0.3,0.2055,0.1181,-0.0279,0.4339,1,0,0.2,0.3481,0.1081,0.1363,0.5534,1,1,-0.15,-0.2181,0.1122,-0.4367,-3e-04,1,1,0,0.0709,0.0757,-0.0764,0.2185,1,0,1,1.1163,0.1115,0.9037,1.3433,1,1,1,1.0554,0.13,0.796,1.3092,1,1,1.5,1.598,0.1357,1.3471,1.882,1,1,2,1.7931,0.1556,1.5056,2.1112,1,1,0.1,0.1181,0.0546,0.0512,0.2593,1,1,0.1,0.1337,0.0604,0.053,0.2788,1,1,0.1,0.1434,0.0848,0.0519,0.3727,1,1,0.1,0.1536,0.0741,0.0552,0.3258,1,1,1,0.8174,0.0881,0.6631,1.0055,1,1,1,1.1395,0.1181,0.9274,1.389,1,1,0.3,0.2221,0.0718,0.0849,0.3665,1,1,0.3,0.2221,0.0718,0.0849,0.3665,1,1
79,0,-0.1246,0.1291,-0.3745,0.1323,1,0,1,1.0165,0.1143,0.7924,1.2403,1,1,1,1.1809,0.1666,0.8552,1.5077,1,1,1.5,1.4931,0.226,1.0479,1.937,1,1,0.3,0.516,0.0987,0.3099,0.6958,0,1,0.2,0.1211,0.1165,-0.1013,0.3522,1,0,-0.15,-0.1822,0.0943,-0.37,5e-04,1,0,0,-0.1367,0.0791,-0.2929,0.0173,1,0,1,0.9736,0.1288,0.7226,1.2293,1,1,1,0.9469,0.109,0.7329,1.1651,1,1,1.5,1.4133,0.1455,1.1388,1.7108,1,1,2,2.1478,0.1698,1.8392,2.5044,1,1,0.1,0.1222,0.0579,0.0513,0.2711,1,1,0.1,0.2156,0.1066,0.0638,0.4467,1,1,0.1,0.1314,0.0654,0.0511,0.2949,1,1,0.1,0.1064,0.0435,0.0497,0.2169,1,1,1,1.0711,0.0954,0.8951,1.2671,1,1,1,0.9523,0.0938,0.7865,1.1541,1,1,0.3,0.2688,0.0681,0.1385,0.405,1,1,0.3,0.2688,0.0681,0.1385,0.405,1,1
80,0,-0.0479,0.1121,-0.2663,0.1719,1,0,1,0.9173,0.1187,0.6847,1.1507,1,1,1,0.9703,0.1657,0.6473,1.2941,1,1,1.5,1.6981,0.2092,1.2862,2.111,1,1,0.3,0.2292,0.1141,0.0117,0.4475,1,1,0.2,0.2545,0.1039,0.0567,0.4658,1,1,-0.15,-0.2339,0.0936,-0.412,-0.0512,1,1,0,0.0501,0.0793,-0.1024,0.2089,1,0,1,0.8975,0.1101,0.6826,1.1176,1,1,1,0.9464,0.1142,0.7204,1.1712,1,1,1.5,1.5112,0.1337,1.265,1.7867,1,1,2,1.9636,0.1604,1.6701,2.2966,1,1,0.1,0.1579,0.0791,0.0556,0.3452,1,1,0.1,0.1095,0.048,0.0494,0.233,1,1,0.1,0.1238,0.0579,0.0522,0.2722,1,1,0.1,0.111,0.0478,0.0496,0.2315,1,1,1,0.8899,0.0915,0.7264,1.0825,1,1,1,1.0636,0.0991,0.8883,1.2754,1,1,0.3,0.2931,0.0655,0.1706,0.4274,1,1,0.3,0.2931,0.0655,0.1706,0.4274,1,1
81,0,0.1444,0.1255,-0.1036,0.3893,1,0,1,1.1835,0.1195,0.9498,1.4185,1,1,1,1.1363,0.1646,0.8129,1.4629,1,1,1.5,1.567,0.2156,1.148,1.993,1,1,0.3,0.3294,0.1212,0.0873,0.5589,1,1,0.2,0.1417,0.1183,-0.0759,0.3749,1,0,-0.15,-0.1043,0.1012,-0.2938,0.1106,1,0,0,-0.0015,0.0957,-0.1824,0.1857,1,0,1,0.9931,0.1308,0.7278,1.2463,1,1,1,1.0145,0.11,0.8017,1.2338,1,1,1.5,1.4449,0.1373,1.1886,1.7296,1,1,2,2.0542,0.1614,1.7599,2.3958,1,1,0.1,0.1381,0.0685,0.0553,0.3142,1,1,0.1,0.1163,0.0527,0.0499,0.2505,1,1,0.1,0.1228,0.0603,0.051,0.2822,1,1,0.1,0.1089,0.0481,0.048,0.2296,1,1,1,1.0762,0.1087,0.8803,1.303,1,1,1,0.9929,0.0999,0.8159,1.2053,1,1,0.3,0.414,0.0748,0.2746,0.5696,1,1,0.3,0.414,0.0748,0.2746,0.5696,1,1
82,0,-0.1928,0.1366,-0.4587,0.0775,1,0,1,0.8935,0.1262,0.6452,1.1393,1,1,1,1.2789,0.1728,0.9385,1.6174,1,1,1.5,1.5411,0.2056,1.1367,1.9424,1,1,0.3,0.3881,0.1214,0.1404,0.608,1,1,0.2,0.1892,0.1014,-9e-04,0.3875,1,0,-0.15,-0.1708,0.0937,-0.361,0.0085,1,0,0,-0.0119,0.0911,-0.1837,0.1707,1,0,1,1.0883,0.1324,0.8276,1.3502,1,1,1,1.0726,0.1114,0.8601,1.2971,1,1,1.5,1.4991,0.1495,1.2179,1.8034,1,1,2,1.9306,0.155,1.6518,2.2567,1,1,0.1,0.1041,0.0431,0.0486,0.2131,1,1,0.1,0.1243,0.0582,0.0506,0.273,1,1,0.1,0.107,0.0436,0.05,0.2151,1,1,0.1,0.1106,0.0467,0.0508,0.2329,1,1,1,1.2037,0.1193,0.9818,1.4488,1,1,1,1.0202,0.0938,0.8533,1.2215,1,1,0.3,0.436,0.0758,0.2911,0.5892,1,1,0.3,0.436,0.0758,0.2911,0.5892,1,1
83,0,-0.065,0.1011,-0.2615,0.1337,1,0,1,1.1993,0.1204,0.9632,1.4339,1,1,1,1.1839,0.1581,0.8731,1.4913,1,1,1.5,1.2693,0.2233,0.8313,1.7087,1,1,0.3,0.0987,0.1083,-0.1205,0.3049,1,0,0.2,0.3671,0.1335,0.1112,0.625,1,1,-0.15,-0.1123,0.111,-0.3293,0.1041,1,0,0,0.1102,0.0783,-0.0498,0.2529,1,0,1,0.8125,0.0921,0.6341,0.9977,0,1,1,0.8821,0.1343,0.6046,1.1364,1,1,1.5,1.4576,0.1236,1.232,1.7168,1,1,2,2.0879,0.1773,1.7618,2.4601,1,1,0.1,0.1074,0.0455,0.0487,0.2221,1,1,0.1,0.127,0.0628,0.0501,0.2897,1,1,0.1,0.1398,0.077,0.0516,0.3444,1,1,0.1,0.1243,0.0563,0.0504,0.2642,1,1,1,0.8283,0.0805,0.6846,0.9987,0,1,1,1.1625,0.1238,0.9423,1.4246,1,1,0.3,0.3377,0.0676,0.2085,0.4739,1,1,0.3,0.3377,0.0676,0.2085,0.4739,1,1
84,0,-0.0835,0.1122,-0.3042,0.138,1,0,1,0.9906,0.1073,0.782,1.2031,1,1,1,1.0503,0.1438,0.7681,1.3338,1,1,1.5,1.5048,0.2105,1.0938,1.915,1,1,0.3,0.0787,0.1163,-0.1516,0.3018,1,0,0.2,0.3509,0.1008,0.1395,0.5389,1,1,-0.15,-0.0978,0.105,-0.2941,0.121,1,0,0,0.1711,0.0769,0.0191,0.3218,0,1,1,0.9471,0.1006,0.7514,1.1484,1,1,1,0.7203,0.1186,0.4922,0.9534,0,1,1.5,1.3057,0.1145,1.0959,1.5439,1,1,2,1.9465,0.1627,1.6519,2.2913,1,1,0.1,0.1076,0.0447,0.0494,0.2181,1,1,0.1,0.1173,0.0513,0.0502,0.2457,1,1,0.1,0.1356,0.0712,0.0522,0.315,1,1,0.1,0.1206,0.0558,0.05,0.2625,1,1,1,0.7978,0.0825,0.6504,0.9729,0,1,1,1.1608,0.1039,0.968,1.3728,1,1,0.3,0.3507,0.0656,0.2282,0.4859,1,1,0.3,0.3507,0.0656,0.2282,0.4859,1,1
85,0,-0.083,0.1289,-0.334,0.1705,1,0,1,0.8746,0.1245,0.629,1.1178,1,1,1,1.063,0.1657,0.7369,1.386,1,1,1.5,1.3291,0.2009,0.9319,1.7229,1,1,0.3,0.3585,0.1245,0.0959,0.5877,1,1,0.2,9e-04,0.102,-0.1868,0.2126,1,0,-0.15,-0.0254,0.1046,-0.2397,0.1706,1,0,0,0.0011,0.0897,-0.1728,0.1751,1,0,1,1.0447,0.1265,0.7978,1.2943,1,1,1,1.1018,0.1019,0.9112,1.3143,1,1,1.5,1.4702,0.1461,1.1953,1.7674,1,1,2,1.8997,0.148,1.6316,2.2106,1,1,0.1,0.1343,0.0721,0.0503,0.3246,1,1,0.1,0.1476,0.0817,0.0528,0.3572,1,1,0.1,0.1932,0.1181,0.0564,0.4789,1,1,0.1,0.1688,0.0889,0.0546,0.3779,1,1,1,0.9686,0.1121,0.7612,1.2015,1,1,1,0.8999,0.1005,0.7176,1.1122,1,1,0.3,0.335,0.0789,0.1849,0.4935,1,1,0.3,0.335,0.0789,0.1849,0.4935,1,1
86,0,0.0703,0.1173,-0.1589,0.3004,1,0,1,0.9244,0.1128,0.6995,1.1434,1,1,1,1.0663,0.1499,0.7716,1.3609,1,1,1.5,1.2444,0.1693,0.9109,1.576,1,1,0.3,0.253,0.1057,0.0431,0.4506,1,1,0.2,-0.0131,0.1117,-0.2155,0.2313,1,0,-0.15,-0.152,0.099,-0.3424,0.0391,1,0,0,-0.0452,0.0957,-0.2377,0.1404,1,0,1,0.9482,0.1103,0.7349,1.17,1,1,1,0.9985,0.0946,0.8185,1.192,1,1,1.5,1.3337,0.1217,1.1088,1.5855,1,1,2,1.5994,0.1269,1.3674,1.8654,0,1,0.1,0.123,0.0575,0.0514,0.2688,1,1,0.1,0.1292,0.064,0.0511,0.2975,1,1,0.1,0.1473,0.0715,0.055,0.3243,1,1,0.1,0.229,0.1077,0.0635,0.4506,1,1,1,0.9474,0.0982,0.7688,1.1518,1,1,1,0.7891,0.0755,0.6589,0.9538,0,1,0.3,0.3422,0.06,0.2292,0.4643,1,1,0.3,0.3422,0.06,0.2292,0.4643,1,1
87,0,0.0756,0.1282,-0.1767,0.3273,1,0,1,1.0219,0.1171,0.7906,1.2527,1,1,1,0.875,0.1739,0.5339,1.2159,1,1,1.5,1.5602,0.208,1.1544,1.9719,1,1,0.3,0.4548,0.1128,0.216,0.661,1,1,0.2,0.1102,0.1254,-0.1123,0.3651,1,0,-0.15,0.0392,0.0898,-0.14,0.2162,0,0,0,-0.0299,0.0959,-0.2262,0.1434,1,0,1,0.9335,0.137,0.6628,1.2052,1,1,1,0.9809,0.1092,0.7627,1.1951,1,1,1.5,1.5264,0.1537,1.2338,1.8384,1,1,2,1.9831,0.1553,1.7028,2.3096,1,1,0.1,0.1306,0.06,0.0527,0.279,1,1,0.1,0.1317,0.0679,0.0516,0.3063,1,1,0.1,0.1312,0.0634,0.0527,0.2956,1,1,0.1,0.1226,0.0574,0.0506,0.2671,1,1,1,1.0841,0.1086,0.8798,1.3045,1,1,1,0.888,0.0966,0.7181,1.0961,1,1,0.3,0.3277,0.0696,0.1948,0.4669,1,1,0.3,0.3277,0.0696,0.1948,0.4669,1,1
88,0,-0.1622,0.1197,-0.3969,0.0726,1,0,1,1.1097,0.1104,0.894,1.3266,1,1,1,1.0959,0.1874,0.7255,1.4655,1,1,1.5,1.2722,0.2233,0.8323,1.7135,1,1,0.3,0.2547,0.1341,-0.005,0.5042,1,0,0.2,0.2321,0.1161,0.0063,0.4625,1,1,-0.15,-0.1234,0.0997,-0.3284,0.06,1,0,0,0.0058,0.0943,-0.1898,0.1819,1,0,1,0.9658,0.1221,0.7202,1.2037,1,1,1,0.8555,0.119,0.6162,1.0862,1,1,1.5,1.7356,0.149,1.4617,2.0497,1,1,2,2.1012,0.1673,1.797,2.4547,1,1,0.1,0.114,0.0519,0.0502,0.2479,1,1,0.1,0.1101,0.0472,0.05,0.2319,1,1,0.1,0.1519,0.0793,0.0544,0.353,1,1,0.1,0.1303,0.0667,0.0511,0.3051,1,1,1,0.9651,0.1141,0.7606,1.2021,1,1,1,1.0719,0.1157,0.8638,1.3147,1,1,0.3,0.3865,0.0807,0.2338,0.5499,1,1,0.3,0.3865,0.0807,0.2338,0.5499,1,1
89,0,0.0793,0.1446,-0.2053,0.3629,1,0,1,0.893,0.1205,0.6579,1.1296,1,1,1,1.1304,0.1651,0.8065,1.4552,1,1,1.5,1.2774,0.212,0.8612,1.6916,1,1,0.3,0.2902,0.1192,0.0684,0.5232,1,1,0.2,0.3031,0.113,0.073,0.524,1,1,-0.15,-0.1932,0.1059,-0.4132,0.0027,1,0,0,-0.024,0.0819,-0.1827,0.135,1,0,1,1.2666,0.1235,1.0335,1.5201,0,1,1,0.9461,0.1252,0.6956,1.1898,1,1,1.5,1.4976,0.1338,1.248,1.7731,1,1,2,1.9842,0.1645,1.6851,2.3295,1,1,0.1,0.1124,0.0476,0.0504,0.232,1,1,0.1,0.1162,0.0523,0.0506,0.2477,1,1,0.1,0.1175,0.0559,0.0502,0.2668,1,1,0.1,0.1068,0.0436,0.0498,0.2168,1,1,1,0.9108,0.0963,0.7421,1.1156,1,1,1,1.1081,0.1122,0.9057,1.3445,1,1,0.3,0.3022,0.0729,0.164,0.4492,1,1,0.3,0.3022,0.0729,0.164,0.4492,1,1
90,0,0.0486,0.1217,-0.1891,0.2874,1,0,1,0.9348,0.1247,0.6892,1.1805,1,1,1,0.8966,0.1737,0.5514,1.2366,1,1,1.5,1.4587,0.1996,1.0658,1.8532,1,1,0.3,0.2759,0.113,0.049,0.4886,1,1,0.2,0.3757,0.1188,0.1312,0.596,1,1,-0.15,-0.1252,0.1033,-0.3187,0.0859,1,0,0,0.0941,0.0826,-0.0636,0.255,1,0,1,0.9602,0.1189,0.7249,1.1928,1,1,1,0.9337,0.1308,0.676,1.1862,1,1,1.5,1.5734,0.1399,1.3162,1.8641,1,1,2,1.8261,0.1611,1.5251,2.1626,1,1,0.1,0.1371,0.0681,0.0518,0.3098,1,1,0.1,0.1195,0.0546,0.0499,0.2592,1,1,0.1,0.1424,0.0756,0.0528,0.3399,1,1,0.1,0.1217,0.0548,0.0511,0.257,1,1,1,0.986,0.0987,0.8077,1.1941,1,1,1,1.1844,0.1149,0.9731,1.4241,1,1,0.3,0.4014,0.0727,0.2617,0.5479,1,1,0.3,0.4014,0.0727,0.2617,0.5479,1,1
91,0,-0.1525,0.1264,-0.4008,0.0964,1,0,1,0.899,0.1309,0.6433,1.1563,1,1,1,0.9602,0.1748,0.6136,1.305,1,1,1.5,1.1637,0.2404,0.6898,1.6367,1,1,0.3,0.4218,0.1121,0.1967,0.6326,1,1,0.2,0.1313,0.108,-0.08,0.3348,1,0,-0.15,-0.0265,0.0958,-0.2116,0.1689,1,0,0,-0.0038,0.0863,-0.185,0.1573,1,0,1,0.9759,0.1309,0.7172,1.2356,1,1,1,1.1441,0.1102,0.9385,1.3718,1,1,1.5,1.5474,0.1461,1.2738,1.8504,1,1,2,2.2944,0.1773,1.9718,2.6674,1,1,0.1,0.1144,0.0528,0.0508,0.2515,1,1,0.1,0.1152,0.0533,0.0494,0.2544,1,1,0.1,0.1159,0.0536,0.0503,0.2591,1,1,0.1,0.1125,0.0491,0.0505,0.239,1,1,1,1.047,0.106,0.8521,1.2666,1,1,1,0.995,0.0985,0.82,1.2082,1,1,0.3,0.3625,0.0757,0.2194,0.5169,1,1,0.3,0.3625,0.0757,0.2194,0.5169,1,1
92,0,-0.0132,0.1151,-0.2419,0.2114,1,0,1,0.8472,0.1296,0.5897,1.1,1,1,1,1.024,0.1538,0.7213,1.3273,1,1,1.5,1.7834,0.2092,1.3743,2.1936,1,1,0.3,0.4779,0.0873,0.2932,0.6443,1,1,0.2,0.3307,0.1258,0.0784,0.5689,1,1,-0.15,-0.0688,0.0748,-0.2151,0.0771,1,0,0,0.0794,0.0934,-0.1052,0.2589,1,0,1,0.6719,0.1215,0.4483,0.9242,0,1,1,1.0456,0.1281,0.7902,1.2948,1,1,1.5,1.2133,0.1507,0.9171,1.5128,1,1,2,1.9551,0.1636,1.6544,2.296,1,1,0.1,0.1152,0.0472,0.0506,0.2284,1,1,0.1,0.1244,0.0642,0.0509,0.2916,1,1,0.1,0.102,0.0408,0.048,0.2049,1,1,0.1,0.1205,0.057,0.0508,0.2666,1,1,1,1.3107,0.1054,1.1117,1.5254,0,1,1,1.0512,0.1082,0.8573,1.2797,1,1,0.3,0.4101,0.0713,0.2728,0.5532,1,1,0.3,0.4101,0.0713,0.2728,0.5532,1,1
93,0,0.0712,0.1148,-0.1542,0.2973,1,0,1,0.9574,0.1146,0.7333,1.1826,1,1,1,1.2888,0.1691,0.9581,1.62,1,1,1.5,1.5173,0.2083,1.1109,1.9235,1,1,0.3,0.1685,0.1109,-0.0334,0.3966,1,0,0.2,0.0036,0.1036,-0.1865,0.2254,1,0,-0.15,-0.1549,0.0967,-0.3455,0.0339,1,0,0,0.1365,0.0809,-0.0267,0.2955,1,0,1,0.9518,0.1054,0.7464,1.1626,1,1,1,1.0123,0.0968,0.8294,1.2097,1,1,1.5,1.5621,0.1325,1.3185,1.8381,1,1,2,2.0193,0.1547,1.7418,2.3462,1,1,0.1,0.1424,0.0692,0.0533,0.3096,1,1,0.1,0.1135,0.0524,0.05,0.2505,1,1,0.1,0.1332,0.0703,0.0512,0.3195,1,1,0.1,0.1252,0.0622,0.0497,0.2845,1,1,1,0.8794,0.0907,0.72,1.074,1,1,1,0.8389,0.0822,0.6957,1.0201,1,1,0.3,0.1852,0.0613,0.0679,0.3086,1,1,0.3,0.1852,0.0613,0.0679,0.3086,1,1
94,0,-0.0448,0.1167,-0.2732,0.1853,1,0,1,1.0264,0.1262,0.7803,1.2743,1,1,1,0.7354,0.1506,0.4372,1.0318,1,1,1.5,1.6168,0.222,1.1815,2.0574,1,1,0.3,0.2754,0.1149,0.0324,0.4839,1,1,0.2,0.2516,0.1024,0.054,0.4504,1,1,-0.15,-0.1696,0.0872,-0.3378,0.0055,1,0,0,0.0157,0.0861,-0.1586,0.1843,1,0,1,0.8463,0.1305,0.5862,1.101,1,1,1,1.0254,0.1158,0.8019,1.2572,1,1,1.5,1.2738,0.1317,1.0235,1.5439,1,1,2,2.117,0.1698,1.8074,2.4717,1,1,0.1,0.1071,0.0456,0.0493,0.2235,1,1,0.1,0.1107,0.0471,0.0503,0.2295,1,1,0.1,0.1571,0.0835,0.0541,0.3646,1,1,0.1,0.103,0.0422,0.0487,0.2108,1,1,1,1.1961,0.118,0.9758,1.4343,1,1,1,1.0825,0.1065,0.893,1.3089,1,1,0.3,0.3973,0.0756,0.2544,0.552,1,1,0.3,0.3973,0.0756,0.2544,0.552,1,1
95,0,-0.0066,0.1239,-0.2484,0.2387,1,0,1,0.8666,0.1228,0.6248,1.1071,1,1,1,0.9835,0.145,0.7003,1.2674,1,1,1.5,1.7458,0.1821,1.3865,2.103,1,1,0.3,0.3087,0.1,0.1177,0.5042,1,1,0.2,0.196,0.1115,-0.0079,0.4222,1,0,-0.15,-0.1477,0.0848,-0.3185,0.0136,1,0,0,0.1324,0.0894,-0.0447,0.3048,1,0,1,0.9785,0.1197,0.7457,1.2175,1,1,1,1.0485,0.1099,0.8325,1.2659,1,1,1.5,1.2309,0.1281,0.9867,1.4897,0,1,2,1.6976,0.138,1.4477,1.988,0,1,0.1,0.1073,0.0449,0.0498,0.2216,1,1,0.1,0.1136,0.0511,0.0495,0.2456,1,1,0.1,0.1131,0.0516,0.0492,0.2471,1,1,0.1,0.1393,0.0685,0.0529,0.313,1,1,1,1.0472,0.1001,0.8644,1.2556,1,1,1,0.917,0.0934,0.7521,1.1185,1,1,0.3,0.3026,0.0666,0.1759,0.4361,1,1,0.3,0.3026,0.0666,0.1759,0.4361,1,1
96,0,0.0851,0.1077,-0.1282,0.296,1,0,1,1.0858,0.1141,0.8615,1.3098,1,1,1,1.0901,0.1854,0.7243,1.4533,1,1,1.5,1.3076,0.2338,0.8466,1.765,1,1,0.3,0.3722,0.0998,0.1581,0.5538,1,1,0.2,0.367,0.0956,0.1647,0.5461,1,1,-0.15,-0.2859,0.0912,-0.4716,-0.113,1,1,0,2e-04,0.069,-0.1388,0.1335,1,0,1,0.7338,0.1201,0.5061,0.973,0,1,1,0.7277,0.1245,0.4892,0.9759,0,1,1.5,1.6837,0.1481,1.414,1.994,1,1,2,2.1588,0.1816,1.8246,2.5408,1,1,0.1,0.1157,0.0504,0.0512,0.2453,1,1,0.1,0.1333,0.0695,0.0515,0.3139,1,1,0.1,0.118,0.0549,0.0506,0.2591,1,1,0.1,0.1616,0.0747,0.0585,0.3333,1,1,1,1.0588,0.1021,0.8671,1.2665,1,1,1,1.3019,0.1161,1.0868,1.5389,0,1,0.3,0.2352,0.0735,0.0929,0.3831,1,1,0.3,0.2352,0.0735,0.0929,0.3831,1,1
97,0,-0.2219,0.1145,-0.447,0.002,1,0,1,1.0208,0.1339,0.7578,1.2865,1,1,1,1.0623,0.1764,0.7152,1.4098,1,1,1.5,1.8054,0.2108,1.3867,2.2162,1,1,0.3,0.2623,0.1128,0.0277,0.4812,1,1,0.2,0.1412,0.1079,-0.0559,0.364,1,0,-0.15,-0.1584,0.0944,-0.3427,0.0153,1,0,0,-0.0294,0.0822,-0.1922,0.1315,1,0,1,0.9039,0.1177,0.6664,1.1335,1,1,1,1.1732,0.1125,0.9627,1.404,1,1,1.5,1.6215,0.139,1.3642,1.9125,1,1,2,2.0126,0.1582,1.7259,2.3458,1,1,0.1,0.124,0.0589,0.0506,0.2733,1,1,0.1,0.107,0.0444,0.05,0.2184,1,1,0.1,0.1301,0.0667,0.0518,0.3073,1,1,0.1,0.1073,0.0463,0.0493,0.2258,1,1,1,0.9651,0.1024,0.7781,1.1818,1,1,1,0.9576,0.0971,0.7873,1.1656,1,1,0.3,0.2717,0.07,0.14,0.4122,1,1,0.3,0.2717,0.07,0.14,0.4122,1,1
