"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
28,10,10.0034,0.2137,9.5823,10.4232,1,1,3,2.9875,0.0812,2.8283,3.1487,1,1,1,1.0079,0.0268,0.9557,1.0611,1,1,8,7.7776,0.1667,7.4531,8.1066,1,1,2.5,2.4783,0.0645,2.354,2.6066,1,1,0.8,0.7971,0.0207,0.7563,0.8376,1,1,0.3,0.2783,0.0159,0.2466,0.3094,1,1,0.2,0.1901,0.0148,0.1611,0.2191,1,1,-0.15,-0.1537,0.0136,-0.1803,-0.127,1,1,-0.1,-0.0963,0.0142,-0.1242,-0.0683,1,1,2,2.0728,0.1517,1.8031,2.3953,1,1,0.5,0.5497,0.0622,0.4362,0.6787,1,1,0.2,0.2039,0.0199,0.1666,0.2449,1,1,1.5,1.5995,0.1185,1.3861,1.8494,1,1,0.4,0.4394,0.0466,0.3554,0.5384,1,1,0.15,0.1274,0.0189,0.0923,0.1659,1,1,0.1,0.1175,0.0144,0.0907,0.1473,1,1,0.1,0.1012,0.0141,0.0746,0.1301,1,1,0.1,0.0873,0.0139,0.0612,0.1152,1,1,0.1,0.0918,0.0138,0.0659,0.1199,1,1,1,0.9892,0.0143,0.9617,1.0175,1,1,1,0.9824,0.0143,0.9547,1.0106,1,1,0.3,0.2922,0.0104,0.2719,0.3128,1,1,0.3,0.2922,0.0104,0.2719,0.3128,1,1
29,10,9.663,0.2142,9.2409,10.0833,1,1,3,3.1188,0.0882,2.9475,3.2935,1,1,1,1.0363,0.0294,0.98,1.0955,1,1,8,8.1074,0.1585,7.7966,8.4197,1,1,2.5,2.4747,0.0645,2.3508,2.6032,1,1,0.8,0.7587,0.0243,0.7119,0.8068,1,1,0.3,0.2951,0.0168,0.2624,0.3282,1,1,0.2,0.1895,0.0154,0.1588,0.2195,1,1,-0.15,-0.1369,0.0157,-0.168,-0.1061,1,1,-0.1,-0.1241,0.0158,-0.1555,-0.0933,1,1,2,2.0888,0.1565,1.8127,2.4244,1,1,0.5,0.592,0.0713,0.4597,0.7399,1,1,0.2,0.2277,0.025,0.1819,0.2801,1,1,1.5,1.4377,0.1174,1.2275,1.6868,1,1,0.4,0.4533,0.0498,0.3622,0.5568,1,1,0.15,0.1779,0.0205,0.1389,0.2196,1,1,0.1,0.13,0.0146,0.1031,0.1603,0,1,0.1,0.1113,0.0144,0.0844,0.1407,1,1,0.1,0.1165,0.0148,0.0888,0.147,1,1,0.1,0.1189,0.0147,0.0917,0.1494,1,1,1,0.9809,0.0142,0.9534,1.0091,1,1,1,1.0086,0.0146,0.9803,1.0378,1,1,0.3,0.2981,0.0106,0.2774,0.3191,1,1,0.3,0.2981,0.0106,0.2774,0.3191,1,1
30,10,9.4785,0.2184,9.0532,9.9084,0,1,3,2.9218,0.0819,2.7636,3.0837,1,1,1,0.9936,0.0278,0.9396,1.0483,1,1,8,8.1593,0.1765,7.8111,8.5061,1,1,2.5,2.5766,0.0682,2.4455,2.7129,1,1,0.8,0.788,0.0225,0.7442,0.8328,1,1,0.3,0.3278,0.0156,0.2972,0.3584,1,1,0.2,0.2074,0.0145,0.179,0.2358,1,1,-0.15,-0.1679,0.0149,-0.1974,-0.1389,1,1,-0.1,-0.121,0.0136,-0.1478,-0.0943,1,1,2,2.1387,0.1573,1.8557,2.4708,1,1,0.5,0.5275,0.0644,0.4094,0.6621,1,1,0.2,0.2078,0.0224,0.1665,0.2551,1,1,1.5,1.6619,0.1268,1.4352,1.9298,1,1,0.4,0.4664,0.0523,0.37,0.5761,1,1,0.15,0.1505,0.0197,0.1137,0.1911,1,1,0.1,0.1124,0.0141,0.0863,0.1414,1,1,0.1,0.0981,0.0142,0.0713,0.1268,1,1,0.1,0.1042,0.0138,0.0786,0.1328,1,1,0.1,0.0869,0.0135,0.0614,0.1145,1,1,1,0.9947,0.0145,0.9668,1.0237,1,1,1,1.0019,0.0146,0.9739,1.0308,1,1,0.3,0.3042,0.0108,0.2835,0.3257,1,1,0.3,0.3042,0.0108,0.2835,0.3257,1,1
31,10,10.1412,0.2304,9.6878,10.6016,1,1,3,3.1454,0.083,2.9861,3.3124,1,1,1,1.0384,0.0274,0.9856,1.0937,1,1,8,7.8869,0.1511,7.5881,8.179,1,1,2.5,2.5084,0.0697,2.3743,2.6476,1,1,0.8,0.768,0.0215,0.726,0.8102,1,1,0.3,0.299,0.0145,0.2705,0.3276,1,1,0.2,0.1925,0.015,0.1631,0.2219,1,1,-0.15,-0.1421,0.0151,-0.1717,-0.1123,1,1,-0.1,-0.097,0.0141,-0.1247,-0.0695,1,1,2,2.2709,0.166,1.9737,2.6203,1,1,0.5,0.5161,0.0649,0.3998,0.6531,1,1,0.2,0.2111,0.0211,0.1731,0.2557,1,1,1.5,1.3917,0.108,1.1961,1.6208,1,1,0.4,0.4909,0.0496,0.4023,0.5968,0,1,0.15,0.1318,0.0185,0.0981,0.1703,1,1,0.1,0.0992,0.0138,0.073,0.1275,1,1,0.1,0.1025,0.0139,0.0764,0.1309,1,1,0.1,0.1092,0.0138,0.0835,0.1372,1,1,0.1,0.0921,0.0144,0.0651,0.1214,1,1,1,1.016,0.0148,0.9873,1.0457,1,1,1,0.9951,0.0144,0.9673,1.0239,1,1,0.3,0.3103,0.0108,0.2893,0.3316,1,1,0.3,0.3103,0.0108,0.2893,0.3316,1,1
32,10,9.8423,0.2028,9.4424,10.2392,1,1,3,2.9307,0.0793,2.7774,3.0888,1,1,1,0.9688,0.0224,0.9254,1.0132,1,1,8,7.8624,0.1499,7.5715,8.1578,1,1,2.5,2.5243,0.0653,2.3987,2.6554,1,1,0.8,0.7832,0.0213,0.7425,0.8259,1,1,0.3,0.281,0.0132,0.2551,0.3066,1,1,0.2,0.1987,0.0162,0.1668,0.2303,1,1,-0.15,-0.1502,0.0129,-0.1758,-0.1249,1,1,-0.1,-0.0934,0.0148,-0.1221,-0.0641,1,1,2,1.9864,0.1456,1.7247,2.2952,1,1,0.5,0.5667,0.0604,0.4556,0.691,1,1,0.2,0.1581,0.02,0.1206,0.1998,0,1,1.5,1.3895,0.1061,1.1986,1.614,1,1,0.4,0.4368,0.0476,0.3506,0.5369,1,1,0.15,0.1377,0.0177,0.1043,0.1741,1,1,0.1,0.0752,0.0129,0.0518,0.1021,1,1,0.1,0.1211,0.0148,0.0934,0.1514,1,1,0.1,0.074,0.0132,0.0499,0.1009,1,1,0.1,0.102,0.014,0.0761,0.1309,1,1,1,1.0012,0.0145,0.9733,1.0298,1,1,1,0.994,0.0143,0.9661,1.0224,1,1,0.3,0.3021,0.0107,0.2813,0.3231,1,1,0.3,0.3021,0.0107,0.2813,0.3231,1,1
33,10,9.7608,0.2028,9.3646,10.158,1,1,3,3.1379,0.0853,2.9756,3.3068,1,1,1,1.0348,0.0266,0.983,1.0877,1,1,8,7.9572,0.1838,7.5929,8.3178,1,1,2.5,2.4756,0.0687,2.3418,2.6115,1,1,0.8,0.8457,0.0204,0.8059,0.8858,0,1,0.3,0.2996,0.0132,0.2736,0.3256,1,1,0.2,0.2059,0.0161,0.174,0.2372,1,1,-0.15,-0.1671,0.0142,-0.195,-0.1394,1,1,-0.1,-0.1286,0.0157,-0.1593,-0.0975,1,1,2,1.9892,0.1455,1.7289,2.2973,1,1,0.5,0.5464,0.0653,0.4274,0.6835,1,1,0.2,0.1982,0.0198,0.1615,0.2401,1,1,1.5,1.7789,0.1304,1.5475,2.0559,0,1,0.4,0.4907,0.0502,0.4006,0.596,0,1,0.15,0.1202,0.0202,0.082,0.1603,1,1,0.1,0.0766,0.0128,0.0531,0.1033,1,1,0.1,0.1196,0.0141,0.0933,0.1487,1,1,0.1,0.096,0.0134,0.071,0.1233,1,1,0.1,0.1166,0.0143,0.0896,0.1459,1,1,1,0.9934,0.0144,0.9656,1.022,1,1,1,0.9713,0.014,0.9439,0.999,0,1,0.3,0.2804,0.0104,0.2602,0.3009,1,1,0.3,0.2804,0.0104,0.2602,0.3009,1,1
34,10,9.9417,0.1994,9.5502,10.3323,1,1,3,2.9932,0.0797,2.8415,3.1552,1,1,1,0.9614,0.0276,0.9084,1.0164,1,1,8,7.9562,0.1611,7.6372,8.2713,1,1,2.5,2.4318,0.0619,2.3132,2.556,1,1,0.8,0.8007,0.0204,0.7608,0.8411,1,1,0.3,0.3119,0.0147,0.2831,0.341,1,1,0.2,0.1925,0.0147,0.1636,0.221,1,1,-0.15,-0.1598,0.014,-0.1875,-0.1325,1,1,-0.1,-0.1178,0.0142,-0.1455,-0.0898,1,1,2,1.9095,0.1486,1.6448,2.2295,1,1,0.5,0.5248,0.0636,0.4092,0.6582,1,1,0.2,0.2168,0.021,0.1778,0.2605,1,1,1.5,1.5365,0.1157,1.327,1.7822,1,1,0.4,0.425,0.0463,0.3403,0.5222,1,1,0.15,0.1235,0.0191,0.0867,0.1615,1,1,0.1,0.1027,0.0139,0.077,0.131,1,1,0.1,0.1007,0.0137,0.0752,0.1293,1,1,0.1,0.0931,0.0136,0.0675,0.121,1,1,0.1,0.0973,0.0138,0.0716,0.1257,1,1,1,0.9738,0.0141,0.9464,1.002,1,1,1,0.9817,0.0142,0.9541,1.0099,1,1,0.3,0.2933,0.0104,0.2731,0.3139,1,1,0.3,0.2933,0.0104,0.2731,0.3139,1,1
35,10,10.3537,0.2078,9.948,10.761,1,1,3,3.0076,0.0902,2.8341,3.187,1,1,1,1.0413,0.027,0.9897,1.095,1,1,8,7.9972,0.1838,7.6333,8.3554,1,1,2.5,2.4938,0.0663,2.3656,2.6271,1,1,0.8,0.7847,0.0223,0.7424,0.8301,1,1,0.3,0.3261,0.0159,0.2947,0.357,1,1,0.2,0.211,0.0148,0.1818,0.2398,1,1,-0.15,-0.1424,0.0142,-0.1702,-0.1149,1,1,-0.1,-0.0984,0.0131,-0.124,-0.0724,1,1,2,2.0411,0.149,1.7716,2.3551,1,1,0.5,0.6399,0.0721,0.508,0.7896,0,1,0.2,0.2014,0.0219,0.1621,0.2473,1,1,1.5,1.7414,0.1305,1.5052,2.0183,0,1,0.4,0.4365,0.0482,0.3506,0.5383,1,1,0.15,0.1413,0.0189,0.1053,0.1801,1,1,0.1,0.1162,0.0146,0.0889,0.1462,1,1,0.1,0.102,0.0143,0.0751,0.1313,1,1,0.1,0.0947,0.0139,0.0687,0.123,1,1,0.1,0.0792,0.0131,0.055,0.1064,1,1,1,0.9996,0.0146,0.9716,1.0286,1,1,1,1.0258,0.0149,0.997,1.0552,1,1,0.3,0.3001,0.0108,0.2789,0.3214,1,1,0.3,0.3001,0.0108,0.2789,0.3214,1,1
36,10,9.7791,0.2179,9.3519,10.204,1,1,3,2.9794,0.0792,2.8288,3.1385,1,1,1,1.0097,0.0269,0.9573,1.063,1,1,8,7.8073,0.1618,7.4882,8.1254,1,1,2.5,2.4629,0.0634,2.3413,2.5886,1,1,0.8,0.8292,0.0205,0.7898,0.87,1,1,0.3,0.2884,0.0141,0.2603,0.3161,1,1,0.2,0.201,0.0159,0.1696,0.2324,1,1,-0.15,-0.15,0.0125,-0.1745,-0.1253,1,1,-0.1,-0.1166,0.0148,-0.1459,-0.0876,1,1,2,2.1245,0.1559,1.8454,2.4575,1,1,0.5,0.4922,0.063,0.3757,0.6228,1,1,0.2,0.207,0.0209,0.1686,0.2507,1,1,1.5,1.5494,0.1141,1.3449,1.7906,1,1,0.4,0.3904,0.0422,0.3131,0.4788,1,1,0.15,0.1087,0.0173,0.076,0.1444,0,1,0.1,0.0899,0.0136,0.0643,0.1176,1,1,0.1,0.1166,0.0141,0.0904,0.1456,1,1,0.1,0.0678,0.0124,0.0452,0.0936,0,1,0.1,0.1023,0.0141,0.0757,0.131,1,1,1,1.0184,0.0147,0.9899,1.048,1,1,1,1.0297,0.0148,1.0007,1.0589,0,1,0.3,0.3221,0.0109,0.3007,0.3435,0,1,0.3,0.3221,0.0109,0.3007,0.3435,0,1
37,10,9.6806,0.2231,9.2356,10.1192,1,1,3,2.9592,0.0801,2.8031,3.1183,1,1,1,1.0103,0.0293,0.9536,1.0678,1,1,8,8.0234,0.1828,7.6641,8.3799,1,1,2.5,2.4133,0.064,2.2899,2.5415,1,1,0.8,0.7874,0.0213,0.7461,0.8296,1,1,0.3,0.3036,0.015,0.2739,0.333,1,1,0.2,0.1991,0.0148,0.1702,0.2282,1,1,-0.15,-0.1434,0.0164,-0.1755,-0.1113,1,1,-0.1,-0.0993,0.015,-0.1288,-0.0696,1,1,2,2.1805,0.1615,1.89,2.525,1,1,0.5,0.5052,0.0653,0.3843,0.6398,1,1,0.2,0.226,0.0234,0.183,0.2745,1,1,1.5,1.7382,0.1298,1.506,2.0153,0,1,0.4,0.4507,0.048,0.3633,0.5497,1,1,0.15,0.1359,0.0205,0.0972,0.1785,1,1,0.1,0.105,0.0139,0.0787,0.1331,1,1,0.1,0.1005,0.0138,0.0745,0.1285,1,1,0.1,0.1279,0.0146,0.1009,0.1579,0,1,0.1,0.1051,0.0141,0.0789,0.134,1,1,1,1.0036,0.0145,0.9758,1.0326,1,1,1,0.9903,0.0143,0.9625,1.0188,1,1,0.3,0.2904,0.0107,0.2695,0.3118,1,1,0.3,0.2904,0.0107,0.2695,0.3118,1,1
38,10,10.0226,0.2094,9.6146,10.4373,1,1,3,2.9785,0.0857,2.8112,3.1497,1,1,1,0.9969,0.0239,0.9504,1.0445,1,1,8,8.0744,0.1394,7.803,8.347,1,1,2.5,2.4953,0.0684,2.3639,2.6329,1,1,0.8,0.7792,0.0195,0.7414,0.8184,1,1,0.3,0.3069,0.0145,0.2786,0.3354,1,1,0.2,0.199,0.0133,0.1731,0.2252,1,1,-0.15,-0.1549,0.0141,-0.1826,-0.1271,1,1,-0.1,-0.0864,0.0142,-0.1137,-0.0583,1,1,2,2.0592,0.15,1.7899,2.3806,1,1,0.5,0.5926,0.0643,0.4763,0.7271,1,1,0.2,0.1669,0.0188,0.133,0.2066,1,1,1.5,1.3056,0.0988,1.1282,1.5142,1,1,0.4,0.4961,0.0516,0.4019,0.6045,0,1,0.15,0.113,0.0169,0.0813,0.1474,0,1,0.1,0.0959,0.0139,0.0699,0.1243,1,1,0.1,0.0784,0.0134,0.0535,0.1063,1,1,0.1,0.0961,0.0142,0.0689,0.1251,1,1,0.1,0.0942,0.0139,0.0676,0.1226,1,1,1,0.9869,0.0143,0.9593,1.0155,1,1,1,0.9939,0.0143,0.966,1.0225,1,1,0.3,0.2949,0.0106,0.2743,0.3158,1,1,0.3,0.2949,0.0106,0.2743,0.3158,1,1
39,10,9.7972,0.2017,9.4,10.1919,1,1,3,3.0797,0.0818,2.9211,3.2442,1,1,1,1.0129,0.0258,0.9634,1.0648,1,1,8,8.1647,0.1477,7.8751,8.4551,1,1,2.5,2.4842,0.0627,2.3624,2.61,1,1,0.8,0.8187,0.0194,0.7808,0.8575,1,1,0.3,0.2685,0.015,0.2391,0.2976,0,1,0.2,0.1914,0.0143,0.1635,0.2195,1,1,-0.15,-0.1423,0.0149,-0.1714,-0.1131,1,1,-0.1,-0.0961,0.0146,-0.1249,-0.0674,1,1,2,1.9829,0.1438,1.7252,2.2869,1,1,0.5,0.5549,0.064,0.4391,0.6904,1,1,0.2,0.1982,0.0203,0.1609,0.2401,1,1,1.5,1.3831,0.1034,1.1975,1.6011,1,1,0.4,0.4149,0.0446,0.3341,0.5085,1,1,0.15,0.1102,0.0182,0.0758,0.1468,0,1,0.1,0.1007,0.0143,0.0739,0.1301,1,1,0.1,0.0929,0.014,0.0663,0.1215,1,1,0.1,0.1029,0.0142,0.0765,0.1316,1,1,0.1,0.1003,0.014,0.0742,0.1288,1,1,1,1.0083,0.0147,0.9799,1.0375,1,1,1,1.0196,0.0148,0.991,1.049,1,1,0.3,0.3074,0.0108,0.2864,0.3287,1,1,0.3,0.3074,0.0108,0.2864,0.3287,1,1
40,10,9.828,0.1882,9.4575,10.1991,1,1,3,2.9633,0.0786,2.812,3.1204,1,1,1,1.0075,0.0265,0.9564,1.0597,1,1,8,8.1545,0.1562,7.8488,8.4639,1,1,2.5,2.5483,0.0623,2.4265,2.6725,1,1,0.8,0.7933,0.0238,0.7475,0.8403,1,1,0.3,0.2687,0.0152,0.2388,0.2983,0,1,0.2,0.1911,0.0145,0.1626,0.2195,1,1,-0.15,-0.1527,0.0134,-0.179,-0.1264,1,1,-0.1,-0.0929,0.0152,-0.1229,-0.0632,1,1,2,1.8345,0.1352,1.5892,2.1217,1,1,0.5,0.5293,0.0616,0.4139,0.6565,1,1,0.2,0.2052,0.0202,0.1685,0.2476,1,1,1.5,1.4335,0.1143,1.2283,1.6725,1,1,0.4,0.4097,0.0466,0.3253,0.5075,1,1,0.15,0.174,0.019,0.1387,0.2135,1,1,0.1,0.1056,0.0138,0.0796,0.1339,1,1,0.1,0.0958,0.0141,0.0693,0.1245,1,1,0.1,0.0814,0.0134,0.056,0.1086,1,1,0.1,0.1095,0.0143,0.0828,0.1388,1,1,1,1.0003,0.0145,0.972,1.029,1,1,1,1.0119,0.0146,0.9838,1.041,1,1,0.3,0.3082,0.0108,0.2873,0.3295,1,1,0.3,0.3082,0.0108,0.2873,0.3295,1,1
41,10,10.0269,0.2148,9.6094,10.4495,1,1,3,2.961,0.0814,2.8045,3.124,1,1,1,0.9976,0.0264,0.9463,1.0508,1,1,8,7.9934,0.1482,7.7055,8.2843,1,1,2.5,2.5514,0.0696,2.4171,2.6895,1,1,0.8,0.806,0.0219,0.7635,0.8494,1,1,0.3,0.3067,0.0128,0.2813,0.3316,1,1,0.2,0.2178,0.0141,0.1901,0.2457,1,1,-0.15,-0.1651,0.0144,-0.1934,-0.1369,1,1,-0.1,-0.1037,0.0142,-0.1314,-0.0755,1,1,2,2.0827,0.1522,1.8077,2.404,1,1,0.5,0.5548,0.0691,0.4276,0.6989,1,1,0.2,0.2059,0.0221,0.1651,0.2521,1,1,1.5,1.3783,0.1053,1.1896,1.6001,1,1,0.4,0.4748,0.0512,0.3814,0.5826,1,1,0.15,0.1407,0.0183,0.1066,0.1785,1,1,0.1,0.0726,0.0127,0.0495,0.0991,0,1,0.1,0.093,0.0137,0.0673,0.1209,1,1,0.1,0.0985,0.0143,0.0715,0.1275,1,1,0.1,0.0971,0.0137,0.0713,0.1251,1,1,1,0.9719,0.014,0.9444,0.9999,0,1,1,0.9895,0.0144,0.9618,1.0182,1,1,0.3,0.2721,0.0103,0.252,0.2924,0,1,0.3,0.2721,0.0103,0.252,0.2924,0,1
42,10,10.1117,0.1924,9.7346,10.488,1,1,3,3.0838,0.0818,2.9261,3.247,1,1,1,1.024,0.0229,0.9802,1.0694,1,1,8,7.9139,0.155,7.6095,8.222,1,1,2.5,2.4429,0.0705,2.3072,2.5843,1,1,0.8,0.7802,0.0226,0.736,0.8247,1,1,0.3,0.3056,0.0141,0.2779,0.333,1,1,0.2,0.185,0.0161,0.1534,0.2164,1,1,-0.15,-0.1491,0.0156,-0.1794,-0.1187,1,1,-0.1,-0.1034,0.0166,-0.1363,-0.0709,1,1,2,1.8791,0.1378,1.6329,2.1722,1,1,0.5,0.5381,0.0645,0.4182,0.6725,1,1,0.2,0.1579,0.0183,0.124,0.1959,0,1,1.5,1.4285,0.1099,1.2313,1.6613,1,1,0.4,0.5412,0.0541,0.4434,0.6551,0,1,0.15,0.1532,0.0206,0.1149,0.1951,1,1,0.1,0.0913,0.0137,0.0657,0.1192,1,1,0.1,0.1181,0.0145,0.0912,0.1481,1,1,0.1,0.1166,0.014,0.0909,0.1459,1,1,0.1,0.1289,0.0149,0.1011,0.1597,0,1,1,1.018,0.0147,0.9897,1.0474,1,1,1,1.0078,0.0147,0.9794,1.0369,1,1,0.3,0.2969,0.0108,0.2759,0.3182,1,1,0.3,0.2969,0.0108,0.2759,0.3182,1,1
43,10,10.1493,0.1993,9.7588,10.5362,1,1,3,2.9503,0.0739,2.8091,3.0995,1,1,1,0.9931,0.0238,0.9477,1.0415,1,1,8,8.0604,0.1715,7.7256,8.3935,1,1,2.5,2.4965,0.0707,2.3612,2.6383,1,1,0.8,0.8137,0.0199,0.7761,0.8531,1,1,0.3,0.2799,0.0148,0.2508,0.3089,1,1,0.2,0.2238,0.014,0.1964,0.2514,1,1,-0.15,-0.1647,0.0138,-0.1916,-0.1375,1,1,-0.1,-0.0833,0.0156,-0.1138,-0.0526,1,1,2,1.9466,0.1428,1.6919,2.2512,1,1,0.5,0.4678,0.0568,0.3648,0.5853,1,1,0.2,0.1706,0.0196,0.1342,0.2107,1,1,1.5,1.6438,0.1207,1.4288,1.9043,1,1,0.4,0.4857,0.049,0.3966,0.5877,1,1,0.15,0.1015,0.0187,0.0661,0.1396,0,1,0.1,0.1007,0.014,0.0744,0.1296,1,1,0.1,0.0919,0.0138,0.066,0.12,1,1,0.1,0.0882,0.0138,0.0625,0.1163,1,1,0.1,0.1138,0.0141,0.0873,0.1427,1,1,1,0.9751,0.0141,0.9479,1.003,1,1,1,1.0122,0.0147,0.9839,1.0416,1,1,0.3,0.2894,0.0106,0.269,0.3104,1,1,0.3,0.2894,0.0106,0.269,0.3104,1,1
44,10,10.0052,0.188,9.6339,10.375,1,1,3,2.9622,0.0815,2.8039,3.125,1,1,1,0.9515,0.0282,0.8973,1.0073,1,1,8,7.9288,0.145,7.6446,8.2096,1,1,2.5,2.5745,0.0704,2.4393,2.7166,1,1,0.8,0.7858,0.0223,0.7425,0.8303,1,1,0.3,0.2828,0.015,0.2533,0.312,1,1,0.2,0.2176,0.014,0.19,0.2449,1,1,-0.15,-0.1766,0.0138,-0.2035,-0.1497,1,1,-0.1,-0.1022,0.0132,-0.1283,-0.0766,1,1,2,1.7943,0.1389,1.5468,2.0886,1,1,0.5,0.5824,0.0663,0.4594,0.72,1,1,0.2,0.2258,0.0239,0.1818,0.2757,1,1,1.5,1.3333,0.1038,1.1453,1.5528,1,1,0.4,0.484,0.0518,0.3901,0.5934,1,1,0.15,0.1459,0.018,0.1116,0.1828,1,1,0.1,0.1036,0.0136,0.078,0.1314,1,1,0.1,0.0885,0.0136,0.0632,0.1165,1,1,0.1,0.0896,0.0138,0.0632,0.1174,1,1,0.1,0.0791,0.0133,0.0542,0.1061,1,1,1,1.0071,0.0146,0.9791,1.036,1,1,1,1.0056,0.0146,0.9775,1.0343,1,1,0.3,0.3108,0.0108,0.2901,0.3321,1,1,0.3,0.3108,0.0108,0.2901,0.3321,1,1
