"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
11,10,9.7443,0.2044,9.3402,10.1444,1,1,3,3.1438,0.0891,2.9715,3.3216,1,1,1,1.0302,0.0266,0.9791,1.0835,1,1,8,8.0783,0.1681,7.7509,8.4089,1,1,2.5,2.4998,0.0674,2.369,2.634,1,1,0.8,0.8004,0.0211,0.7596,0.8427,1,1,0.3,0.2621,0.014,0.2346,0.2896,0,1,0.2,0.2067,0.0151,0.177,0.236,1,1,-0.15,-0.1616,0.0148,-0.1907,-0.1327,1,1,-0.1,-0.0984,0.0148,-0.1274,-0.0696,1,1,2,1.9914,0.1463,1.7304,2.302,1,1,0.5,0.62,0.0713,0.4905,0.7691,1,1,0.2,0.2049,0.0214,0.1657,0.2493,1,1,1.5,1.5872,0.1178,1.3771,1.8384,1,1,0.4,0.455,0.0472,0.3693,0.5537,1,1,0.15,0.1268,0.018,0.0933,0.1639,1,1,0.1,0.0903,0.0137,0.0645,0.1185,1,1,0.1,0.1064,0.014,0.0801,0.1352,1,1,0.1,0.103,0.0138,0.0771,0.1315,1,1,0.1,0.1014,0.0142,0.0747,0.1304,1,1,1,0.9924,0.0144,0.9647,1.0211,1,1,1,0.9897,0.0143,0.9619,1.0179,1,1,0.3,0.2789,0.0106,0.2585,0.3,1,1,0.3,0.2789,0.0106,0.2585,0.3,1,1
12,10,9.8546,0.2092,9.4455,10.2681,1,1,3,2.9913,0.0778,2.8402,3.1471,1,1,1,1.0099,0.026,0.9597,1.0617,1,1,8,7.9587,0.1452,7.672,8.2459,1,1,2.5,2.452,0.0655,2.3264,2.5831,1,1,0.8,0.8063,0.0201,0.7676,0.8467,1,1,0.3,0.2864,0.0141,0.2589,0.314,1,1,0.2,0.2004,0.0139,0.1729,0.2276,1,1,-0.15,-0.1501,0.0131,-0.1759,-0.1244,1,1,-0.1,-0.1049,0.0151,-0.1344,-0.0754,1,1,2,2.0371,0.1493,1.7702,2.3507,1,1,0.5,0.4849,0.0601,0.3744,0.6107,1,1,0.2,0.1942,0.0204,0.1561,0.2361,1,1,1.5,1.3675,0.1019,1.1843,1.5839,1,1,0.4,0.4502,0.0461,0.3668,0.5471,1,1,0.15,0.116,0.0172,0.0839,0.1517,1,1,0.1,0.0879,0.0136,0.0628,0.1162,1,1,0.1,0.0865,0.0136,0.0611,0.1143,1,1,0.1,0.079,0.0132,0.0546,0.1063,1,1,0.1,0.1058,0.0138,0.0801,0.1342,1,1,1,1.0131,0.0147,0.9848,1.0426,1,1,1,1.0068,0.0145,0.9786,1.0356,1,1,0.3,0.322,0.0109,0.3008,0.3435,0,1,0.3,0.322,0.0109,0.3008,0.3435,0,1
13,10,10.0592,0.2136,9.6416,10.4802,1,1,3,3.1029,0.0853,2.9384,3.2722,1,1,1,0.9945,0.0259,0.9444,1.0461,1,1,8,8.0675,0.1541,7.7653,8.3693,1,1,2.5,2.4447,0.0684,2.3136,2.5816,1,1,0.8,0.8038,0.0216,0.7616,0.8457,1,1,0.3,0.2903,0.0139,0.2627,0.3175,1,1,0.2,0.2039,0.0146,0.1749,0.2324,1,1,-0.15,-0.1527,0.0146,-0.1813,-0.1239,1,1,-0.1,-0.1173,0.0153,-0.1472,-0.0873,1,1,2,2.0825,0.1518,1.8106,2.4035,1,1,0.5,0.5825,0.0681,0.457,0.7243,1,1,0.2,0.1986,0.0225,0.1569,0.2454,1,1,1.5,1.4333,0.1093,1.235,1.665,1,1,0.4,0.4963,0.0502,0.4047,0.6005,0,1,0.15,0.1375,0.0185,0.1028,0.1758,1,1,0.1,0.0894,0.0136,0.0639,0.117,1,1,0.1,0.099,0.014,0.0725,0.1276,1,1,0.1,0.1016,0.014,0.0752,0.1303,1,1,0.1,0.1121,0.014,0.0858,0.1408,1,1,1,0.9997,0.0146,0.9714,1.0288,1,1,1,1.0207,0.0147,0.9921,1.0502,1,1,0.3,0.2997,0.0108,0.2789,0.321,1,1,0.3,0.2997,0.0108,0.2789,0.321,1,1
14,10,10.0314,0.221,9.6039,10.4671,1,1,3,3.035,0.085,2.8711,3.2053,1,1,1,0.9947,0.0255,0.9452,1.0455,1,1,8,7.953,0.1792,7.6038,8.3035,1,1,2.5,2.5559,0.0687,2.4218,2.6907,1,1,0.8,0.7912,0.023,0.7457,0.8363,1,1,0.3,0.2713,0.0143,0.243,0.2992,0,1,0.2,0.1928,0.0148,0.1638,0.2218,1,1,-0.15,-0.1652,0.0139,-0.1924,-0.1379,1,1,-0.1,-0.1258,0.0144,-0.1544,-0.0975,1,1,2,2.1441,0.1582,1.8601,2.4806,1,1,0.5,0.6046,0.0654,0.4849,0.7388,1,1,0.2,0.1948,0.0202,0.1574,0.2366,1,1,1.5,1.6603,0.1262,1.432,1.9259,1,1,0.4,0.4685,0.0516,0.3747,0.5772,1,1,0.15,0.1571,0.0205,0.1184,0.1985,1,1,0.1,0.0949,0.014,0.0685,0.1236,1,1,0.1,0.1006,0.0139,0.0744,0.1291,1,1,0.1,0.0925,0.0138,0.0665,0.1204,1,1,0.1,0.0957,0.0143,0.0689,0.125,1,1,1,1.0256,0.0149,0.9969,1.0554,1,1,1,0.9895,0.0144,0.9616,1.0178,1,1,0.3,0.3057,0.0107,0.2848,0.3268,1,1,0.3,0.3057,0.0107,0.2848,0.3268,1,1
15,10,10.4069,0.2152,9.9843,10.8291,1,1,3,2.9953,0.0864,2.8268,3.1659,1,1,1,0.9799,0.0262,0.9292,1.0316,1,1,8,8.0317,0.1674,7.7045,8.3616,1,1,2.5,2.5521,0.0718,2.4138,2.6949,1,1,0.8,0.8157,0.0236,0.7695,0.8621,1,1,0.3,0.3242,0.0131,0.2984,0.3496,1,1,0.2,0.1887,0.015,0.1592,0.2183,1,1,-0.15,-0.1623,0.016,-0.1937,-0.131,1,1,-0.1,-0.1241,0.0159,-0.1554,-0.093,1,1,2,2.0765,0.1521,1.8047,2.3968,1,1,0.5,0.6189,0.0676,0.4958,0.7597,1,1,0.2,0.1997,0.022,0.159,0.2454,1,1,1.5,1.5858,0.1227,1.365,1.8457,1,1,0.4,0.5096,0.0521,0.4145,0.6193,0,1,0.15,0.1619,0.02,0.124,0.2023,1,1,0.1,0.0761,0.0131,0.0519,0.1031,1,1,0.1,0.1059,0.0143,0.0791,0.1351,1,1,0.1,0.1217,0.0139,0.0959,0.1506,1,1,0.1,0.1184,0.0144,0.0917,0.1483,1,1,1,1.0076,0.0146,0.9795,1.0365,1,1,1,0.9905,0.0144,0.9627,1.0191,1,1,0.3,0.2996,0.0107,0.279,0.3208,1,1,0.3,0.2996,0.0107,0.279,0.3208,1,1
16,10,9.7731,0.1849,9.4121,10.1383,1,1,3,3.2012,0.0803,3.0464,3.3612,0,1,1,1.0109,0.0248,0.9635,1.0608,1,1,8,7.8446,0.1396,7.5725,8.12,1,1,2.5,2.6037,0.0701,2.4664,2.7413,1,1,0.8,0.8328,0.0212,0.7914,0.8745,1,1,0.3,0.3102,0.0151,0.2804,0.3396,1,1,0.2,0.1862,0.0155,0.1558,0.2169,1,1,-0.15,-0.1347,0.0134,-0.1612,-0.1085,1,1,-0.1,-0.0738,0.0149,-0.1035,-0.0443,1,1,2,1.7966,0.1319,1.5603,2.0761,1,1,0.5,0.4837,0.0638,0.3684,0.6169,1,1,0.2,0.1827,0.0183,0.149,0.2209,1,1,1.5,1.3114,0.0984,1.1355,1.5186,1,1,0.4,0.4817,0.0513,0.3875,0.5874,1,1,0.15,0.1288,0.018,0.0948,0.1655,1,1,0.1,0.1059,0.0142,0.0794,0.1352,1,1,0.1,0.1117,0.0142,0.0852,0.1407,1,1,0.1,0.0817,0.0135,0.0568,0.1094,1,1,0.1,0.1055,0.0141,0.079,0.1344,1,1,1,0.9927,0.0144,0.9649,1.0213,1,1,1,1.0071,0.0146,0.979,1.0362,1,1,0.3,0.2905,0.0106,0.2696,0.3115,1,1,0.3,0.2905,0.0106,0.2696,0.3115,1,1
17,10,9.9145,0.2281,9.4651,10.3647,1,1,3,2.9839,0.0767,2.8348,3.1348,1,1,1,1.0192,0.0267,0.9673,1.0722,1,1,8,8.1159,0.1871,7.7473,8.4897,1,1,2.5,2.5011,0.0644,2.3762,2.6314,1,1,0.8,0.824,0.0213,0.7833,0.8669,1,1,0.3,0.3195,0.0153,0.2892,0.3493,1,1,0.2,0.1982,0.0139,0.1708,0.2254,1,1,-0.15,-0.1326,0.0148,-0.162,-0.1037,1,1,-0.1,-0.1063,0.0139,-0.1334,-0.0791,1,1,2,2.2233,0.1653,1.9243,2.5753,1,1,0.5,0.4728,0.0592,0.3653,0.5958,1,1,0.2,0.2005,0.0217,0.1598,0.2449,1,1,1.5,1.8111,0.133,1.5715,2.096,0,1,0.4,0.414,0.0451,0.3332,0.5084,1,1,0.15,0.1318,0.0189,0.0959,0.1707,1,1,0.1,0.1091,0.0139,0.0834,0.1377,1,1,0.1,0.0877,0.0137,0.0617,0.1159,1,1,0.1,0.1036,0.014,0.0776,0.1322,1,1,0.1,0.0904,0.0138,0.0642,0.1185,1,1,1,0.9995,0.0145,0.9717,1.0287,1,1,1,1.009,0.0147,0.9803,1.0382,1,1,0.3,0.3163,0.0107,0.2955,0.3375,1,1,0.3,0.3163,0.0107,0.2955,0.3375,1,1
18,10,9.5618,0.2026,9.1617,9.9571,0,1,3,3.1102,0.0894,2.9387,3.2886,1,1,1,1.0301,0.0285,0.9749,1.0872,1,1,8,7.8191,0.1851,7.4623,8.1805,1,1,2.5,2.5031,0.0695,2.3694,2.6431,1,1,0.8,0.8027,0.023,0.7584,0.8486,1,1,0.3,0.2982,0.0142,0.2702,0.3258,1,1,0.2,0.2112,0.013,0.1857,0.2366,1,1,-0.15,-0.1516,0.0159,-0.1828,-0.1203,1,1,-0.1,-0.0942,0.0141,-0.1217,-0.0666,1,1,2,1.9815,0.1474,1.7147,2.2908,1,1,0.5,0.5772,0.0713,0.4451,0.7248,1,1,0.2,0.2114,0.0224,0.1711,0.2586,1,1,1.5,1.7442,0.1344,1.4996,2.0258,1,1,0.4,0.4674,0.0509,0.3754,0.5742,1,1,0.15,0.1496,0.0207,0.1109,0.1926,1,1,0.1,0.0911,0.0142,0.0646,0.1197,1,1,0.1,0.0756,0.0135,0.0507,0.1035,1,1,0.1,0.12,0.0143,0.0936,0.1496,1,1,0.1,0.0927,0.0139,0.0661,0.1208,1,1,1,0.9918,0.0143,0.9641,1.0202,1,1,1,1.0013,0.0145,0.9733,1.0303,1,1,0.3,0.3103,0.0106,0.2896,0.3313,1,1,0.3,0.3103,0.0106,0.2896,0.3313,1,1
19,10,9.9914,0.2025,9.5895,10.387,1,1,3,3.0581,0.0834,2.8949,3.2239,1,1,1,1.0197,0.0262,0.9692,1.072,1,1,8,7.8604,0.1627,7.5411,8.1813,1,1,2.5,2.6294,0.0718,2.4915,2.7724,1,1,0.8,0.7908,0.0208,0.7499,0.8316,1,1,0.3,0.2868,0.0152,0.2567,0.3162,1,1,0.2,0.2049,0.0145,0.1765,0.2335,1,1,-0.15,-0.1624,0.0159,-0.1934,-0.1313,1,1,-0.1,-0.0903,0.0138,-0.1176,-0.0633,1,1,2,1.9673,0.1464,1.7037,2.2743,1,1,0.5,0.5484,0.064,0.431,0.6819,1,1,0.2,0.1962,0.021,0.1576,0.24,1,1,1.5,1.5307,0.1151,1.3233,1.7752,1,1,0.4,0.4931,0.0525,0.3975,0.6038,1,1,0.15,0.1251,0.0175,0.0917,0.1613,1,1,0.1,0.1063,0.0142,0.0797,0.1353,1,1,0.1,0.0984,0.0141,0.0722,0.1273,1,1,0.1,0.1188,0.0144,0.0921,0.1485,1,1,0.1,0.0864,0.014,0.06,0.115,1,1,1,0.9896,0.0143,0.9618,1.0179,1,1,1,0.9677,0.014,0.9406,0.9957,0,1,0.3,0.2906,0.0104,0.2704,0.3112,1,1,0.3,0.2906,0.0104,0.2704,0.3112,1,1
20,10,10.4289,0.2072,10.0206,10.8426,0,1,3,2.8304,0.0755,2.686,2.9822,0,1,1,0.9887,0.024,0.9429,1.0366,1,1,8,8.0365,0.1762,7.6927,8.3811,1,1,2.5,2.4354,0.068,2.3038,2.5704,1,1,0.8,0.7423,0.0223,0.6986,0.7863,0,1,0.3,0.295,0.0146,0.2662,0.3236,1,1,0.2,0.2047,0.0155,0.1743,0.2352,1,1,-0.15,-0.1552,0.0143,-0.1836,-0.1272,1,1,-0.1,-0.1172,0.0138,-0.1442,-0.0901,1,1,2,2.0292,0.1497,1.7587,2.3424,1,1,0.5,0.5219,0.0576,0.4181,0.6429,1,1,0.2,0.1767,0.0187,0.1423,0.2162,1,1,1.5,1.6151,0.1262,1.3871,1.8818,1,1,0.4,0.4878,0.0492,0.3985,0.5909,1,1,0.15,0.1523,0.0208,0.1136,0.1951,1,1,0.1,0.098,0.0141,0.0715,0.1265,1,1,0.1,0.1121,0.014,0.0855,0.1408,1,1,0.1,0.0958,0.0141,0.0691,0.125,1,1,0.1,0.0901,0.0138,0.0638,0.1184,1,1,1,0.9851,0.0143,0.9578,1.0135,1,1,1,1.0051,0.0146,0.9768,1.0343,1,1,0.3,0.2955,0.0105,0.275,0.3164,1,1,0.3,0.2955,0.0105,0.275,0.3164,1,1
21,10,10.0188,0.1928,9.6395,10.3977,1,1,3,3.0186,0.0904,2.8446,3.2005,1,1,1,1.0155,0.0286,0.9603,1.0726,1,1,8,8.1042,0.1626,7.782,8.4228,1,1,2.5,2.6111,0.0669,2.4825,2.7459,1,1,0.8,0.8352,0.0217,0.7931,0.8787,1,1,0.3,0.3139,0.0142,0.2861,0.3415,1,1,0.2,0.2169,0.0134,0.1906,0.243,1,1,-0.15,-0.1349,0.0129,-0.1603,-0.1095,1,1,-0.1,-0.0645,0.0138,-0.0915,-0.0374,0,1,2,1.873,0.1374,1.6245,2.1659,1,1,0.5,0.6361,0.0737,0.5017,0.7907,0,1,0.2,0.221,0.0228,0.1792,0.2694,1,1,1.5,1.5587,0.1166,1.3473,1.803,1,1,0.4,0.4257,0.0469,0.3404,0.5247,1,1,0.15,0.1379,0.0168,0.1066,0.1727,1,1,0.1,0.0912,0.0138,0.0651,0.1193,1,1,0.1,0.0812,0.0136,0.0559,0.1093,1,1,0.1,0.0767,0.0126,0.0531,0.1026,1,1,0.1,0.0881,0.0138,0.0619,0.1163,1,1,1,1.0239,0.0148,0.9952,1.0531,1,1,1,1.0103,0.0146,0.9822,1.0394,1,1,0.3,0.2952,0.0108,0.2743,0.3165,1,1,0.3,0.2952,0.0108,0.2743,0.3165,1,1
22,10,9.8982,0.2071,9.489,10.3023,1,1,3,2.907,0.0787,2.7541,3.0649,1,1,1,0.921,0.0255,0.8717,0.9724,0,1,8,8.0758,0.1597,7.7626,8.3874,1,1,2.5,2.5397,0.0684,2.407,2.6772,1,1,0.8,0.835,0.0241,0.7882,0.883,1,1,0.3,0.2965,0.0133,0.2702,0.3226,1,1,0.2,0.2058,0.013,0.1802,0.2311,1,1,-0.15,-0.1727,0.0147,-0.2016,-0.1436,1,1,-0.1,-0.0944,0.0164,-0.1266,-0.0623,1,1,2,1.9916,0.1485,1.7231,2.3034,1,1,0.5,0.5535,0.0623,0.4388,0.6844,1,1,0.2,0.1986,0.0202,0.1616,0.2405,1,1,1.5,1.497,0.1128,1.2952,1.7376,1,1,0.4,0.4688,0.0514,0.3763,0.5773,1,1,0.15,0.1692,0.0192,0.1333,0.2089,1,1,0.1,0.0806,0.0135,0.0556,0.1082,1,1,0.1,0.0731,0.0128,0.0495,0.0995,0,1,0.1,0.1032,0.014,0.0769,0.1316,1,1,0.1,0.127,0.0145,0.0999,0.1567,1,1,1,0.9901,0.0143,0.9622,1.0184,1,1,1,1.0141,0.0147,0.9858,1.0432,1,1,0.3,0.2846,0.0106,0.2639,0.3054,1,1,0.3,0.2846,0.0106,0.2639,0.3054,1,1
23,10,9.9717,0.1929,9.5929,10.3518,1,1,3,3.0129,0.0804,2.8581,3.1746,1,1,1,0.9998,0.0257,0.9501,1.0507,1,1,8,7.9953,0.1445,7.71,8.2785,1,1,2.5,2.5643,0.0739,2.4225,2.7112,1,1,0.8,0.8141,0.0258,0.7645,0.8661,1,1,0.3,0.3045,0.0163,0.2726,0.3361,1,1,0.2,0.1967,0.0139,0.1694,0.224,1,1,-0.15,-0.1612,0.0154,-0.1911,-0.1309,1,1,-0.1,-0.0854,0.0153,-0.1153,-0.0551,1,1,2,1.8597,0.1392,1.6065,2.1521,1,1,0.5,0.4997,0.0617,0.3875,0.6284,1,1,0.2,0.1928,0.0192,0.1578,0.2332,1,1,1.5,1.3103,0.1066,1.1177,1.5367,1,1,0.4,0.548,0.0582,0.4438,0.6713,0,1,0.15,0.1918,0.0217,0.152,0.2371,0,1,0.1,0.1235,0.0141,0.0975,0.1527,1,1,0.1,0.0883,0.0141,0.0619,0.1168,1,1,0.1,0.1115,0.014,0.0856,0.1403,1,1,0.1,0.1114,0.0139,0.0854,0.1398,1,1,1,0.9783,0.0142,0.9509,1.0066,1,1,1,1.0095,0.0147,0.9813,1.039,1,1,0.3,0.2914,0.0106,0.2708,0.3123,1,1,0.3,0.2914,0.0106,0.2708,0.3123,1,1
24,10,9.5763,0.2068,9.1751,9.9816,0,1,3,2.9668,0.0814,2.8115,3.1279,1,1,1,0.965,0.0262,0.9148,1.0172,1,1,8,8.0134,0.1662,7.6892,8.3419,1,1,2.5,2.4782,0.0689,2.3464,2.6181,1,1,0.8,0.7777,0.02,0.7397,0.8186,1,1,0.3,0.2875,0.016,0.2561,0.3191,1,1,0.2,0.211,0.0146,0.182,0.2396,1,1,-0.15,-0.1471,0.0146,-0.1756,-0.1185,1,1,-0.1,-0.1008,0.0149,-0.13,-0.0713,1,1,2,1.9863,0.1471,1.7245,2.3002,1,1,0.5,0.5372,0.0636,0.4193,0.6707,1,1,0.2,0.1921,0.0206,0.1541,0.2355,1,1,1.5,1.5671,0.1163,1.3565,1.8102,1,1,0.4,0.4802,0.0484,0.3919,0.5815,1,1,0.15,0.1079,0.0197,0.0706,0.1481,0,1,0.1,0.1193,0.0144,0.0926,0.1486,1,1,0.1,0.098,0.0141,0.0715,0.1267,1,1,0.1,0.0988,0.0139,0.0727,0.1273,1,1,0.1,0.1064,0.0141,0.08,0.1355,1,1,1,0.9918,0.0143,0.9638,1.0202,1,1,1,1.0148,0.0147,0.9864,1.0438,1,1,0.3,0.3061,0.0107,0.2854,0.3274,1,1,0.3,0.3061,0.0107,0.2854,0.3274,1,1
25,10,9.884,0.199,9.4957,10.2726,1,1,3,3.0005,0.0858,2.8348,3.1712,1,1,1,0.9866,0.0271,0.9339,1.0398,1,1,8,7.8641,0.163,7.5419,8.1847,1,1,2.5,2.5797,0.071,2.4449,2.7216,1,1,0.8,0.8251,0.022,0.7833,0.8689,1,1,0.3,0.2798,0.0138,0.2525,0.3069,1,1,0.2,0.1998,0.0148,0.1707,0.2289,1,1,-0.15,-0.1551,0.0139,-0.1823,-0.1281,1,1,-0.1,-0.0832,0.0155,-0.1138,-0.053,1,1,2,1.939,0.1437,1.6831,2.2433,1,1,0.5,0.6172,0.0673,0.4935,0.7585,1,1,0.2,0.2057,0.0217,0.1662,0.2513,1,1,1.5,1.5488,0.1157,1.3403,1.793,1,1,0.4,0.4751,0.0518,0.3809,0.5827,1,1,0.15,0.1383,0.0188,0.1034,0.1771,1,1,0.1,0.0845,0.0137,0.0588,0.1126,1,1,0.1,0.102,0.0141,0.0755,0.1313,1,1,0.1,0.091,0.0135,0.0655,0.1185,1,1,0.1,0.1117,0.0143,0.0854,0.1409,1,1,1,0.9993,0.0145,0.9713,1.0283,1,1,1,1.0013,0.0145,0.9733,1.0298,1,1,0.3,0.3008,0.0107,0.2801,0.3218,1,1,0.3,0.3008,0.0107,0.2801,0.3218,1,1
26,10,10.0011,0.2243,9.5658,10.4436,1,1,3,2.9721,0.0815,2.8155,3.1344,1,1,1,1.0081,0.0264,0.9569,1.0613,1,1,8,8.1255,0.1533,7.8235,8.4271,1,1,2.5,2.6226,0.0652,2.4964,2.7514,1,1,0.8,0.8336,0.0231,0.7879,0.8789,1,1,0.3,0.2978,0.0141,0.2697,0.325,1,1,0.2,0.1732,0.0143,0.145,0.2013,1,1,-0.15,-0.1397,0.0147,-0.1685,-0.111,1,1,-0.1,-0.1029,0.0165,-0.1353,-0.0707,1,1,2,2.2053,0.1621,1.9138,2.5469,1,1,0.5,0.5401,0.0641,0.4226,0.6743,1,1,0.2,0.1987,0.0206,0.1608,0.2418,1,1,1.5,1.4251,0.1146,1.2196,1.6681,1,1,0.4,0.43,0.0473,0.3442,0.5296,1,1,0.15,0.1631,0.0192,0.127,0.2022,1,1,0.1,0.091,0.0138,0.0649,0.1192,1,1,0.1,0.0961,0.014,0.0697,0.1247,1,1,0.1,0.1033,0.0137,0.0775,0.1312,1,1,0.1,0.1254,0.0147,0.0986,0.1559,1,1,1,0.9735,0.0143,0.9459,1.002,1,1,1,0.9775,0.0142,0.9504,1.0061,1,1,0.3,0.2831,0.0104,0.2627,0.304,1,1,0.3,0.2831,0.0104,0.2627,0.304,1,1
27,10,9.7749,0.207,9.3702,10.1816,1,1,3,3.0518,0.0817,2.8929,3.216,1,1,1,1.0265,0.0291,0.97,1.0838,1,1,8,7.8587,0.1507,7.5642,8.1567,1,1,2.5,2.5519,0.0734,2.412,2.7009,1,1,0.8,0.8059,0.0208,0.7666,0.8479,1,1,0.3,0.2962,0.013,0.2704,0.3217,1,1,0.2,0.2186,0.0161,0.1867,0.2501,1,1,-0.15,-0.1697,0.0147,-0.1986,-0.1408,1,1,-0.1,-0.1099,0.0153,-0.1398,-0.0797,1,1,2,2.0255,0.149,1.7598,2.3414,1,1,0.5,0.53,0.066,0.41,0.6688,1,1,0.2,0.2292,0.0226,0.188,0.2761,1,1,1.5,1.4269,0.1069,1.2335,1.6525,1,1,0.4,0.5171,0.0523,0.422,0.6281,0,1,0.15,0.1181,0.0177,0.0852,0.1544,1,1,0.1,0.0763,0.0128,0.0526,0.1027,1,1,0.1,0.1185,0.0143,0.0918,0.1481,1,1,0.1,0.1059,0.014,0.0798,0.1344,1,1,0.1,0.112,0.0143,0.0853,0.1414,1,1,1,1.0059,0.0146,0.9778,1.035,1,1,1,0.9923,0.0144,0.9643,1.0209,1,1,0.3,0.2982,0.0107,0.2775,0.3193,1,1,0.3,0.2982,0.0107,0.2775,0.3193,1,1
