"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
69,10,9.9059,0.0981,9.7136,10.0983,1,1,3,2.8881,0.0538,2.7852,2.9977,0,1,1,0.9608,0.0163,0.93,0.9939,0,1,8,7.9498,0.0799,7.7925,8.1066,1,1,2.5,2.4796,0.0443,2.3946,2.568,1,1,0.8,0.8001,0.0155,0.7701,0.831,1,1,0.3,0.3249,0.0123,0.3009,0.3495,0,1,0.2,0.2059,0.0125,0.1816,0.2306,1,1,-0.15,-0.1449,0.0118,-0.1681,-0.1218,1,1,-0.1,-0.1286,0.0118,-0.1521,-0.1057,0,1,2,2.0253,0.0688,1.8948,2.1643,1,1,0.5,0.5371,0.0427,0.4541,0.6221,1,1,0.2,0.1814,0.0122,0.158,0.2057,1,1,1.5,1.485,0.0547,1.3822,1.5968,1,1,0.4,0.4012,0.0332,0.3376,0.4663,1,1,0.15,0.1472,0.0121,0.1237,0.1712,1,1,0.1,0.0792,0.0162,0.0488,0.112,1,1,0.1,0.0878,0.0178,0.0531,0.1212,1,1,0.1,0.0924,0.0177,0.0587,0.1269,1,1,0.1,0.0755,0.0158,0.0475,0.108,1,1,1,1.0125,0.0139,0.9856,1.04,1,1,1,1.006,0.0139,0.9795,1.0338,1,1,0.3,0.3152,0.0101,0.2955,0.335,1,1,0.3,0.3152,0.0101,0.2955,0.335,1,1
70,10,9.9814,0.0889,9.8068,10.1555,1,1,3,2.9549,0.0531,2.8534,3.0598,1,1,1,0.9879,0.0166,0.9557,1.0207,1,1,8,8.1396,0.0826,7.9777,8.3014,1,1,2.5,2.4387,0.0427,2.3573,2.5234,1,1,0.8,0.7668,0.0146,0.7378,0.7954,0,1,0.3,0.3172,0.0126,0.2923,0.3416,1,1,0.2,0.2059,0.0121,0.1819,0.2294,1,1,-0.15,-0.1467,0.0116,-0.1698,-0.124,1,1,-0.1,-0.0948,0.0114,-0.1174,-0.0723,1,1,2,1.7966,0.0631,1.6768,1.9245,0,1,0.5,0.4673,0.0455,0.3798,0.5568,1,1,0.2,0.2002,0.0121,0.1768,0.224,1,1,1.5,1.5387,0.0558,1.4333,1.6518,1,1,0.4,0.4271,0.0323,0.3649,0.4906,1,1,0.15,0.1239,0.0127,0.0987,0.1476,0,1,0.1,0.1064,0.0176,0.0725,0.1402,1,1,0.1,0.0702,0.0149,0.0436,0.1014,1,1,0.1,0.0852,0.0172,0.053,0.1197,1,1,0.1,0.0861,0.0173,0.0534,0.1203,1,1,1,1.0161,0.014,0.9892,1.0439,1,1,1,1.0207,0.0138,0.9939,1.0481,1,1,0.3,0.2983,0.0101,0.2787,0.3182,1,1,0.3,0.2983,0.0101,0.2787,0.3182,1,1
71,10,9.9818,0.1032,9.7808,10.1842,1,1,3,2.988,0.0544,2.8834,3.0965,1,1,1,0.9869,0.0162,0.9564,1.0193,1,1,8,8.1809,0.0813,8.0231,8.3431,0,1,2.5,2.4516,0.0425,2.3693,2.5362,1,1,0.8,0.7877,0.0154,0.7575,0.8182,1,1,0.3,0.325,0.0125,0.3006,0.3496,0,1,0.2,0.2097,0.0127,0.1848,0.2349,1,1,-0.15,-0.1457,0.0119,-0.1691,-0.1225,1,1,-0.1,-0.1077,0.0117,-0.1305,-0.0845,1,1,2,2.1323,0.0747,1.9894,2.2837,1,1,0.5,0.5031,0.0461,0.414,0.5945,1,1,0.2,0.1846,0.0133,0.159,0.2111,1,1,1.5,1.4801,0.0556,1.3742,1.5922,1,1,0.4,0.385,0.0325,0.3227,0.449,1,1,0.15,0.1508,0.0121,0.127,0.1741,1,1,0.1,0.1039,0.0178,0.0671,0.1379,1,1,0.1,0.1063,0.0173,0.0716,0.1398,1,1,0.1,0.0944,0.0178,0.0603,0.1293,1,1,0.1,0.0921,0.0187,0.0557,0.1282,1,1,1,1.0294,0.0141,1.0022,1.0575,0,1,1,1.0064,0.0139,0.9795,1.0338,1,1,0.3,0.3046,0.0101,0.2849,0.3248,1,1,0.3,0.3046,0.0101,0.2849,0.3248,1,1
72,10,9.9022,0.0946,9.7144,10.0875,1,1,3,2.9716,0.0535,2.8685,3.0782,1,1,1,1.0075,0.0164,0.9755,1.04,1,1,8,7.8986,0.083,7.7342,8.0616,1,1,2.5,2.5151,0.0471,2.4255,2.6119,1,1,0.8,0.8018,0.016,0.771,0.8343,1,1,0.3,0.3023,0.0125,0.2777,0.3266,1,1,0.2,0.2023,0.0125,0.1781,0.2267,1,1,-0.15,-0.1704,0.0124,-0.1948,-0.1461,1,1,-0.1,-0.0875,0.0116,-0.1103,-0.0648,1,1,2,1.9454,0.0664,1.8211,2.08,1,1,0.5,0.4607,0.0452,0.3711,0.5494,1,1,0.2,0.1863,0.012,0.1631,0.21,1,1,1.5,1.5543,0.0567,1.447,1.6686,1,1,0.4,0.4713,0.0347,0.404,0.5405,0,1,0.15,0.154,0.0127,0.1293,0.179,1,1,0.1,0.0997,0.0174,0.0666,0.1337,1,1,0.1,0.108,0.0178,0.0728,0.1429,1,1,0.1,0.1208,0.0169,0.0869,0.153,1,1,0.1,0.0759,0.0156,0.0491,0.1081,1,1,1,0.991,0.0136,0.9645,1.018,1,1,1,0.982,0.0135,0.956,1.0088,1,1,0.3,0.3036,0.0098,0.2843,0.3231,1,1,0.3,0.3036,0.0098,0.2843,0.3231,1,1
73,10,10.1112,0.0972,9.9215,10.3033,1,1,3,2.9144,0.0508,2.8171,3.0158,1,1,1,0.9752,0.0169,0.9424,1.0089,1,1,8,7.9952,0.0803,7.8386,8.1538,1,1,2.5,2.4985,0.0444,2.4118,2.5855,1,1,0.8,0.7849,0.0159,0.7527,0.8153,1,1,0.3,0.2937,0.013,0.268,0.3188,1,1,0.2,0.2101,0.0126,0.1852,0.2344,1,1,-0.15,-0.1436,0.012,-0.1672,-0.1203,1,1,-0.1,-0.109,0.0117,-0.1319,-0.0862,1,1,2,1.9995,0.0688,1.8692,2.1396,1,1,0.5,0.4705,0.0447,0.3842,0.5582,1,1,0.2,0.2119,0.0123,0.1879,0.236,1,1,1.5,1.3902,0.0579,1.2809,1.5073,1,1,0.4,0.4376,0.0364,0.367,0.5103,1,1,0.15,0.1744,0.0124,0.1492,0.1978,1,1,0.1,0.1157,0.0179,0.0802,0.1504,1,1,0.1,0.1149,0.0166,0.0826,0.1475,1,1,0.1,0.0851,0.0175,0.0509,0.12,1,1,0.1,0.097,0.017,0.0644,0.13,1,1,1,1.0095,0.014,0.9824,1.0372,1,1,1,1.0308,0.0142,1.0034,1.0592,0,1,0.3,0.3058,0.0102,0.2857,0.326,1,1,0.3,0.3058,0.0102,0.2857,0.326,1,1
74,10,10.0185,0.0999,9.8213,10.2111,1,1,3,2.9515,0.0534,2.8471,3.0571,1,1,1,0.9884,0.017,0.9554,1.022,1,1,8,7.9716,0.0848,7.8052,8.1382,1,1,2.5,2.5329,0.0473,2.4421,2.6264,1,1,0.8,0.8122,0.0155,0.7826,0.8431,1,1,0.3,0.3004,0.0125,0.2757,0.3249,1,1,0.2,0.2054,0.0124,0.1815,0.2301,1,1,-0.15,-0.1471,0.0117,-0.1702,-0.1245,1,1,-0.1,-0.0913,0.0122,-0.1154,-0.0677,1,1,2,2.064,0.0704,1.9317,2.2081,1,1,0.5,0.4944,0.0455,0.4076,0.5848,1,1,0.2,0.2177,0.0124,0.1934,0.2423,1,1,1.5,1.6144,0.0586,1.5035,1.7321,0,1,0.4,0.4388,0.0331,0.3753,0.5052,1,1,0.15,0.1331,0.0135,0.1064,0.1588,1,1,0.1,0.0932,0.0179,0.0597,0.1286,1,1,0.1,0.0875,0.0168,0.0556,0.1203,1,1,0.1,0.0745,0.0162,0.0461,0.1078,1,1,0.1,0.1064,0.0179,0.0707,0.1409,1,1,1,0.9896,0.0137,0.9628,1.0165,1,1,1,0.9914,0.0135,0.9653,1.018,1,1,0.3,0.2929,0.0098,0.274,0.3124,1,1,0.3,0.2929,0.0098,0.274,0.3124,1,1
75,10,10.0125,0.0972,9.8246,10.204,1,1,3,2.9826,0.0556,2.8727,3.0899,1,1,1,0.978,0.0163,0.9456,1.0094,1,1,8,7.9923,0.0809,7.8353,8.1526,1,1,2.5,2.5354,0.0468,2.4455,2.6301,1,1,0.8,0.7918,0.0151,0.7627,0.8215,1,1,0.3,0.3278,0.0124,0.3033,0.3522,0,1,0.2,0.197,0.0125,0.1726,0.2214,1,1,-0.15,-0.1338,0.0116,-0.1566,-0.1108,1,1,-0.1,-0.0992,0.0119,-0.1226,-0.0758,1,1,2,1.999,0.0688,1.8678,2.1365,1,1,0.5,0.546,0.0435,0.4615,0.6317,1,1,0.2,0.1865,0.012,0.1633,0.2101,1,1,1.5,1.5228,0.0548,1.4198,1.635,1,1,0.4,0.4351,0.0345,0.3686,0.5027,1,1,0.15,0.1212,0.0132,0.0955,0.1472,0,1,0.1,0.0887,0.0174,0.0552,0.1229,1,1,0.1,0.1058,0.0174,0.0698,0.1389,1,1,0.1,0.0827,0.0168,0.0517,0.1161,1,1,0.1,0.1072,0.0169,0.0741,0.1393,1,1,1,1.0028,0.0139,0.9759,1.0306,1,1,1,1.0095,0.0139,0.9827,1.0368,1,1,0.3,0.2968,0.01,0.2773,0.3164,1,1,0.3,0.2968,0.01,0.2773,0.3164,1,1
76,10,9.9463,0.0899,9.7705,10.1241,1,1,3,3.0214,0.0575,2.9109,3.1353,1,1,1,1.0173,0.0175,0.9835,1.0519,1,1,8,8.0841,0.0766,7.9347,8.2345,1,1,2.5,2.5913,0.0477,2.5009,2.6857,0,1,0.8,0.8253,0.0158,0.7948,0.8562,1,1,0.3,0.2929,0.0133,0.2666,0.3189,1,1,0.2,0.2065,0.0124,0.1819,0.2305,1,1,-0.15,-0.1685,0.0118,-0.1918,-0.1455,1,1,-0.1,-0.0927,0.0119,-0.1157,-0.0693,1,1,2,1.8332,0.0647,1.712,1.9652,0,1,0.5,0.5442,0.0481,0.4482,0.6355,1,1,0.2,0.2108,0.0131,0.1852,0.2372,1,1,1.5,1.4112,0.0526,1.3119,1.5184,1,1,0.4,0.4612,0.0383,0.3855,0.5355,1,1,0.15,0.1543,0.0129,0.1293,0.1798,1,1,0.1,0.1275,0.0166,0.0939,0.1589,1,1,0.1,0.1074,0.0178,0.0711,0.1413,1,1,0.1,0.0992,0.0177,0.0646,0.1333,1,1,0.1,0.0966,0.0179,0.0613,0.1315,1,1,1,1.0131,0.014,0.9857,1.0408,1,1,1,1.0089,0.0139,0.9821,1.0363,1,1,0.3,0.3166,0.0102,0.2968,0.3365,1,1,0.3,0.3166,0.0102,0.2968,0.3365,1,1
77,10,9.9297,0.0952,9.7453,10.1171,1,1,3,3.0074,0.0545,2.9009,3.1147,1,1,1,1.0019,0.0164,0.9696,1.0343,1,1,8,7.9761,0.0782,7.8248,8.1307,1,1,2.5,2.486,0.045,2.3982,2.5741,1,1,0.8,0.8055,0.0148,0.7761,0.8339,1,1,0.3,0.3187,0.0127,0.294,0.3432,1,1,0.2,0.1961,0.0119,0.1726,0.2191,1,1,-0.15,-0.1447,0.0121,-0.1683,-0.1209,1,1,-0.1,-0.115,0.0123,-0.1393,-0.0913,1,1,2,1.957,0.0677,1.8296,2.0951,1,1,0.5,0.5347,0.0474,0.4431,0.6295,1,1,0.2,0.1967,0.0127,0.172,0.2219,1,1,1.5,1.4955,0.0536,1.3933,1.6047,1,1,0.4,0.4308,0.0328,0.3666,0.495,1,1,0.15,0.1198,0.0133,0.0937,0.146,0,1,0.1,0.0778,0.0162,0.0489,0.1114,1,1,0.1,0.069,0.0144,0.045,0.1002,1,1,0.1,0.1093,0.0177,0.0737,0.1429,1,1,0.1,0.116,0.0181,0.0792,0.1504,1,1,1,1.0135,0.014,0.9865,1.0413,1,1,1,0.9977,0.0136,0.9712,1.0247,1,1,0.3,0.3057,0.01,0.2863,0.3255,1,1,0.3,0.3057,0.01,0.2863,0.3255,1,1
78,10,10.0497,0.0936,9.8688,10.2344,1,1,3,3.0203,0.0533,2.9155,3.1242,1,1,1,1.0034,0.017,0.9703,1.0363,1,1,8,8.005,0.0781,7.8511,8.1587,1,1,2.5,2.5474,0.0456,2.4597,2.6381,1,1,0.8,0.8384,0.0157,0.8081,0.8693,0,1,0.3,0.3279,0.0123,0.3037,0.3517,0,1,0.2,0.1764,0.0123,0.1522,0.2003,1,1,-0.15,-0.1395,0.012,-0.1629,-0.1159,1,1,-0.1,-0.1132,0.0119,-0.1365,-0.0896,1,1,2,1.9232,0.068,1.7952,2.0615,1,1,0.5,0.5047,0.047,0.412,0.5963,1,1,0.2,0.2119,0.0125,0.1878,0.2368,1,1,1.5,1.4971,0.0544,1.3937,1.6074,1,1,0.4,0.4509,0.0359,0.3811,0.5227,1,1,0.15,0.1675,0.0123,0.1435,0.1921,1,1,0.1,0.0827,0.0174,0.0508,0.1185,1,1,0.1,0.0841,0.0168,0.0532,0.1184,1,1,0.1,0.1017,0.0174,0.067,0.1352,1,1,0.1,0.0937,0.018,0.0589,0.1293,1,1,1,0.9918,0.0137,0.9655,1.019,1,1,1,0.9857,0.0135,0.9594,1.0124,1,1,0.3,0.2936,0.0099,0.2744,0.3132,1,1,0.3,0.2936,0.0099,0.2744,0.3132,1,1
79,10,10.1567,0.0966,9.9662,10.3469,1,1,3,2.9312,0.053,2.8279,3.0349,1,1,1,1.0013,0.0165,0.969,1.0339,1,1,8,7.9963,0.0819,7.8359,8.1573,1,1,2.5,2.5183,0.0451,2.4311,2.6077,1,1,0.8,0.7998,0.0156,0.7691,0.8306,1,1,0.3,0.2963,0.0122,0.2724,0.3201,1,1,0.2,0.1892,0.0123,0.1653,0.2132,1,1,-0.15,-0.1403,0.0118,-0.1634,-0.117,1,1,-0.1,-0.0927,0.0117,-0.1157,-0.07,1,1,2,2.0231,0.069,1.892,2.1628,1,1,0.5,0.4832,0.0449,0.3966,0.5705,1,1,0.2,0.1902,0.0128,0.1644,0.215,1,1,1.5,1.5145,0.0565,1.4073,1.6289,1,1,0.4,0.4277,0.0359,0.3586,0.5004,1,1,0.15,0.1546,0.0129,0.1294,0.1796,1,1,0.1,0.0849,0.0179,0.0521,0.1207,1,1,0.1,0.0917,0.0174,0.0572,0.1252,1,1,0.1,0.1019,0.018,0.0651,0.1359,1,1,0.1,0.0909,0.0178,0.0573,0.1259,1,1,1,0.9966,0.0138,0.97,1.0238,1,1,1,0.9845,0.0136,0.9581,1.0115,1,1,0.3,0.291,0.0099,0.2721,0.3106,1,1,0.3,0.291,0.0099,0.2721,0.3106,1,1
80,10,9.9753,0.0937,9.7905,10.1578,1,1,3,3.0106,0.0546,2.9051,3.1191,1,1,1,0.9884,0.0161,0.9572,1.0201,1,1,8,8.0444,0.0819,7.8849,8.2038,1,1,2.5,2.4843,0.0432,2.4017,2.5711,1,1,0.8,0.8034,0.0153,0.7736,0.834,1,1,0.3,0.3023,0.0124,0.2781,0.3263,1,1,0.2,0.1969,0.0121,0.1733,0.2204,1,1,-0.15,-0.1456,0.0122,-0.1694,-0.1216,1,1,-0.1,-0.1092,0.012,-0.1327,-0.0855,1,1,2,1.9289,0.0669,1.8036,2.0657,1,1,0.5,0.5551,0.0464,0.4659,0.6474,1,1,0.2,0.1872,0.0131,0.1618,0.213,1,1,1.5,1.5365,0.0568,1.4294,1.6516,1,1,0.4,0.3865,0.0339,0.3193,0.4534,1,1,0.15,0.1445,0.0126,0.1189,0.1688,1,1,0.1,0.0872,0.0183,0.0532,0.1225,1,1,0.1,0.0894,0.0179,0.0549,0.1245,1,1,0.1,0.1157,0.0174,0.082,0.1494,1,1,0.1,0.1048,0.0176,0.0695,0.1385,1,1,1,1.0024,0.0139,0.9754,1.0298,1,1,1,1.0063,0.0139,0.9794,1.0339,1,1,0.3,0.3058,0.01,0.2864,0.3255,1,1,0.3,0.3058,0.01,0.2864,0.3255,1,1
81,10,9.8911,0.0899,9.7139,10.0685,1,1,3,2.9768,0.0543,2.8726,3.0856,1,1,1,1.0047,0.0164,0.9731,1.0376,1,1,8,7.9987,0.0785,7.8442,8.1528,1,1,2.5,2.5091,0.0452,2.4188,2.5977,1,1,0.8,0.8123,0.0155,0.7813,0.842,1,1,0.3,0.2941,0.0126,0.269,0.3185,1,1,0.2,0.1941,0.0124,0.1699,0.2181,1,1,-0.15,-0.1407,0.0121,-0.1645,-0.1171,1,1,-0.1,-0.0973,0.0114,-0.1192,-0.0746,1,1,2,1.8417,0.064,1.7207,1.9718,0,1,0.5,0.5366,0.0454,0.4479,0.6259,1,1,0.2,0.194,0.0125,0.1695,0.2188,1,1,1.5,1.4424,0.0538,1.3405,1.5514,1,1,0.4,0.4165,0.035,0.349,0.4858,1,1,0.15,0.145,0.0124,0.1204,0.1693,1,1,0.1,0.0852,0.0172,0.0528,0.1187,1,1,0.1,0.0957,0.0173,0.0632,0.1297,1,1,0.1,0.1089,0.0173,0.074,0.1417,1,1,0.1,0.0671,0.0142,0.0426,0.0976,0,1,1,1.0217,0.014,0.9943,1.0495,1,1,1,1.0132,0.014,0.986,1.041,1,1,0.3,0.3067,0.0101,0.2871,0.3266,1,1,0.3,0.3067,0.0101,0.2871,0.3266,1,1
82,10,10.0144,0.0998,9.8198,10.2084,1,1,3,3.066,0.0572,2.9555,3.1801,1,1,1,1.0239,0.016,0.9931,1.0554,1,1,8,7.9448,0.0835,7.781,8.1091,1,1,2.5,2.5063,0.0468,2.4162,2.599,1,1,0.8,0.803,0.0163,0.7711,0.8351,1,1,0.3,0.2818,0.0131,0.2557,0.3072,1,1,0.2,0.2102,0.0123,0.1863,0.2344,1,1,-0.15,-0.1652,0.0119,-0.1887,-0.1417,1,1,-0.1,-0.0933,0.0121,-0.1169,-0.0698,1,1,2,2.1057,0.0709,1.9731,2.2495,1,1,0.5,0.5925,0.0446,0.5051,0.6802,0,1,0.2,0.1823,0.0127,0.1582,0.2077,1,1,1.5,1.5211,0.0562,1.4145,1.6361,1,1,0.4,0.3953,0.0333,0.3316,0.4624,1,1,0.15,0.1416,0.0126,0.1171,0.1664,1,1,0.1,0.1343,0.0158,0.1034,0.1651,0,1,0.1,0.0812,0.0162,0.05,0.1138,1,1,0.1,0.0979,0.0181,0.062,0.1325,1,1,0.1,0.093,0.0175,0.0603,0.1276,1,1,1,0.9982,0.0139,0.9714,1.0258,1,1,1,1.0125,0.0139,0.9856,1.0399,1,1,0.3,0.2953,0.0101,0.2757,0.3153,1,1,0.3,0.2953,0.0101,0.2757,0.3153,1,1
83,10,9.9313,0.0946,9.7463,10.117,1,1,3,2.9744,0.0543,2.8709,3.0855,1,1,1,1.0164,0.0167,0.9845,1.0501,1,1,8,8.0232,0.0841,7.8593,8.1876,1,1,2.5,2.4897,0.0431,2.4067,2.5764,1,1,0.8,0.7974,0.0153,0.7676,0.8275,1,1,0.3,0.3064,0.0128,0.2812,0.3317,1,1,0.2,0.2067,0.0124,0.1829,0.2313,1,1,-0.15,-0.1462,0.0118,-0.1693,-0.1232,1,1,-0.1,-0.0985,0.0119,-0.1218,-0.0751,1,1,2,1.9715,0.0676,1.8437,2.1094,1,1,0.5,0.516,0.0446,0.4297,0.6043,1,1,0.2,0.1949,0.013,0.1694,0.2203,1,1,1.5,1.551,0.0585,1.4385,1.6674,1,1,0.4,0.3955,0.0344,0.33,0.464,1,1,0.15,0.1505,0.0131,0.1241,0.176,1,1,0.1,0.1123,0.0171,0.0786,0.1453,1,1,0.1,0.093,0.0174,0.0599,0.1278,1,1,0.1,0.0905,0.0179,0.0564,0.1249,1,1,0.1,0.0994,0.0176,0.0647,0.1329,1,1,1,0.9895,0.0137,0.9629,1.0165,1,1,1,0.9983,0.0136,0.9717,1.0251,1,1,0.3,0.2867,0.0099,0.2674,0.3062,1,1,0.3,0.2867,0.0099,0.2674,0.3062,1,1
