"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
11,10,9.8327,0.2192,9.3987,10.2601,1,1,3,2.9349,0.1155,2.718,3.1704,1,1,1,0.9664,0.0336,0.902,1.0332,1,1,8,8.1331,0.1891,7.7654,8.5059,1,1,2.5,2.4947,0.1085,2.2937,2.7173,1,1,0.8,0.7863,0.033,0.7249,0.8522,1,1,0.3,0.2589,0.0279,0.2054,0.3152,1,1,0.2,0.2407,0.0285,0.1846,0.2961,1,1,-0.15,-0.1533,0.0273,-0.2069,-0.0993,1,1,-0.1,-0.0898,0.0274,-0.1439,-0.036,1,1,2,2.0224,0.158,1.7358,2.3542,1,1,0.5,0.6027,0.0842,0.4467,0.7744,1,1,0.2,0.1801,0.0296,0.1235,0.2408,1,1,1.5,1.6266,0.126,1.3989,1.8927,1,1,0.4,0.5392,0.0672,0.4177,0.6824,0,1,0.15,0.0902,0.0241,0.0512,0.1438,0,1,0.1,0.0991,0.0294,0.0517,0.1623,1,1,0.1,0.1144,0.032,0.0588,0.1816,1,1,0.1,0.1065,0.0315,0.0544,0.1734,1,1,0.1,0.1212,0.0327,0.063,0.1874,1,1,1,0.9397,0.0292,0.8843,0.9987,0,1,1,0.9853,0.0302,0.9275,1.0459,1,1,0.3,0.2788,0.0216,0.2375,0.3218,1,1,0.3,0.2788,0.0216,0.2375,0.3218,1,1
12,10,9.6988,0.213,9.2828,10.1176,1,1,3,3.1383,0.1403,2.8754,3.4266,1,1,1,1.0747,0.0393,1.0003,1.1548,0,1,8,7.9358,0.1629,7.6175,8.257,1,1,2.5,2.5242,0.1142,2.3124,2.7603,1,1,0.8,0.838,0.0378,0.7669,0.9147,1,1,0.3,0.2758,0.0286,0.2199,0.3311,1,1,0.2,0.2202,0.0282,0.1649,0.2758,1,1,-0.15,-0.1684,0.0275,-0.2222,-0.1139,1,1,-0.1,-0.0945,0.0279,-0.1494,-0.0403,1,1,2,2.0077,0.1514,1.7332,2.3272,1,1,0.5,0.5961,0.0917,0.4277,0.7861,1,1,0.2,0.1849,0.0273,0.1338,0.2406,1,1,1.5,1.3445,0.1108,1.1444,1.5763,1,1,0.4,0.5017,0.07,0.3775,0.6506,1,1,0.15,0.1535,0.0257,0.1041,0.2056,1,1,0.1,0.0915,0.0257,0.0496,0.1484,1,1,0.1,0.1071,0.0294,0.056,0.1692,1,1,0.1,0.0965,0.0278,0.0507,0.1568,1,1,0.1,0.1234,0.0319,0.0648,0.1885,1,1,1,1.051,0.0324,0.9892,1.1164,1,1,1,1.0481,0.0322,0.9871,1.1131,1,1,0.3,0.3698,0.024,0.3235,0.4181,0,1,0.3,0.3698,0.024,0.3235,0.4181,0,1
13,10,10.1542,0.2209,9.7192,10.5838,1,1,3,2.9852,0.1247,2.7519,3.2385,1,1,1,0.9415,0.0329,0.8785,1.0075,1,1,8,8.0429,0.1706,7.7069,8.3728,1,1,2.5,2.448,0.1014,2.2557,2.6541,1,1,0.8,0.8245,0.0355,0.7576,0.896,1,1,0.3,0.3092,0.0274,0.2546,0.3621,1,1,0.2,0.1762,0.0285,0.1197,0.2316,1,1,-0.15,-0.1257,0.0251,-0.1748,-0.0764,1,1,-0.1,-0.1473,0.0288,-0.2037,-0.0911,1,1,2,2.0445,0.1605,1.7527,2.383,1,1,0.5,0.6628,0.0938,0.4866,0.8567,1,1,0.2,0.1595,0.0341,0.0923,0.2278,1,1,1.5,1.4385,0.1183,1.2223,1.687,1,1,0.4,0.4666,0.0636,0.3511,0.5996,1,1,0.15,0.1598,0.0277,0.1036,0.2146,1,1,0.1,0.0983,0.0273,0.0523,0.1574,1,1,0.1,0.1068,0.0302,0.0559,0.1717,1,1,0.1,0.0834,0.0237,0.0465,0.1368,1,1,0.1,0.1266,0.0339,0.0644,0.1962,1,1,1,1.029,0.0319,0.9681,1.093,1,1,1,0.9837,0.03,0.9267,1.0441,1,1,0.3,0.2832,0.0224,0.2398,0.3279,1,1,0.3,0.2832,0.0224,0.2398,0.3279,1,1
14,10,9.9808,0.2233,9.5374,10.4206,1,1,3,3.0303,0.1285,2.7812,3.2883,1,1,1,0.9964,0.0367,0.9246,1.0679,1,1,8,8.1294,0.2066,7.7216,8.5318,1,1,2.5,2.5183,0.0982,2.334,2.721,1,1,0.8,0.7488,0.033,0.6857,0.8151,1,1,0.3,0.2955,0.0275,0.2413,0.349,1,1,0.2,0.1513,0.0291,0.0954,0.2088,1,1,-0.15,-0.1413,0.0274,-0.1947,-0.0874,1,1,-0.1,-0.1199,0.0277,-0.1739,-0.0655,1,1,2,2.0565,0.1599,1.7684,2.3942,1,1,0.5,0.6394,0.0915,0.4706,0.8308,1,1,0.2,0.1991,0.0276,0.1467,0.2556,1,1,1.5,1.6007,0.147,1.3281,1.9045,1,1,0.4,0.5119,0.0669,0.3901,0.6529,1,1,0.15,0.1463,0.0315,0.0824,0.2051,1,1,0.1,0.0805,0.0233,0.0449,0.1343,1,1,0.1,0.1176,0.0339,0.0589,0.1883,1,1,0.1,0.1201,0.0326,0.0615,0.1867,1,1,0.1,0.1021,0.0302,0.0528,0.167,1,1,1,1.0531,0.0323,0.9916,1.1179,1,1,1,0.9834,0.0304,0.9258,1.0443,1,1,0.3,0.2992,0.0228,0.2557,0.3447,1,1,0.3,0.2992,0.0228,0.2557,0.3447,1,1
15,10,10.5483,0.2294,10.1006,11.001,0,1,3,2.9104,0.1134,2.6946,3.1404,1,1,1,0.9367,0.0347,0.871,1.0078,1,1,8,8.0047,0.191,7.6312,8.379,1,1,2.5,2.4943,0.106,2.2928,2.71,1,1,0.8,0.8003,0.0332,0.7354,0.8669,1,1,0.3,0.3005,0.0276,0.2468,0.3549,1,1,0.2,0.2144,0.0273,0.1614,0.2686,1,1,-0.15,-0.1934,0.0255,-0.2435,-0.1436,1,1,-0.1,-0.156,0.0268,-0.2075,-0.1026,0,1,2,2.1069,0.1635,1.8137,2.455,1,1,0.5,0.5817,0.0828,0.4303,0.753,1,1,0.2,0.2013,0.0268,0.1509,0.2561,1,1,1.5,1.6778,0.132,1.4398,1.9569,1,1,0.4,0.526,0.0698,0.3965,0.6686,1,1,0.15,0.1142,0.0296,0.0599,0.1756,1,1,0.1,0.0897,0.026,0.0488,0.1482,1,1,0.1,0.0875,0.0249,0.0481,0.143,1,1,0.1,0.0821,0.0239,0.0451,0.1367,1,1,0.1,0.0968,0.0288,0.0507,0.1604,1,1,1,1.0322,0.0317,0.9716,1.0952,1,1,1,0.988,0.0301,0.9304,1.0486,1,1,0.3,0.2921,0.0226,0.2483,0.3369,1,1,0.3,0.2921,0.0226,0.2483,0.3369,1,1
16,10,9.714,0.1981,9.3224,10.1067,1,1,3,3.1461,0.1305,2.8992,3.407,1,1,1,0.993,0.0346,0.9254,1.0613,1,1,8,7.8862,0.1625,7.5681,8.2096,1,1,2.5,2.4464,0.1031,2.253,2.6572,1,1,0.8,0.7829,0.0323,0.7217,0.847,1,1,0.3,0.3274,0.0291,0.2693,0.3838,1,1,0.2,0.1906,0.0269,0.1369,0.243,1,1,-0.15,-0.1503,0.0274,-0.2054,-0.0976,1,1,-0.1,-0.0733,0.025,-0.1225,-0.0246,1,1,2,1.8288,0.141,1.5752,2.1257,1,1,0.5,0.5271,0.0838,0.3786,0.7048,1,1,0.2,0.1597,0.0257,0.1111,0.2116,1,1,1.5,1.3218,0.1084,1.1253,1.5495,1,1,0.4,0.5096,0.0651,0.3917,0.6475,1,1,0.15,0.0927,0.0246,0.0509,0.1447,0,1,0.1,0.1209,0.0334,0.0616,0.1898,1,1,0.1,0.089,0.0259,0.0483,0.1472,1,1,0.1,0.0981,0.0294,0.0509,0.1625,1,1,0.1,0.0803,0.0218,0.0456,0.1295,1,1,1,0.9904,0.0302,0.9329,1.0513,1,1,1,1.0691,0.0323,1.0073,1.1339,0,1,0.3,0.307,0.0228,0.2631,0.3524,1,1,0.3,0.307,0.0228,0.2631,0.3524,1,1
17,10,9.9802,0.2386,9.5069,10.4474,1,1,3,2.8633,0.1134,2.6508,3.094,1,1,1,0.9795,0.0356,0.9107,1.0516,1,1,8,7.9515,0.1991,7.5652,8.3474,1,1,2.5,2.5843,0.1071,2.3819,2.8004,1,1,0.8,0.8623,0.0332,0.7985,0.929,1,1,0.3,0.3188,0.0271,0.2652,0.3718,1,1,0.2,0.1715,0.0275,0.1186,0.2259,1,1,-0.15,-0.1061,0.0279,-0.1603,-0.0511,1,1,-0.1,-0.0581,0.0261,-0.1094,-0.007,1,1,2,2.2047,0.1777,1.882,2.578,1,1,0.5,0.5156,0.0777,0.3758,0.6784,1,1,0.2,0.1901,0.0326,0.1274,0.2547,1,1,1.5,1.8391,0.1398,1.5892,2.1362,0,1,0.4,0.5118,0.0686,0.3862,0.655,1,1,0.15,0.1226,0.0282,0.0696,0.1813,1,1,0.1,0.0878,0.0253,0.0476,0.145,1,1,0.1,0.0908,0.0265,0.0484,0.15,1,1,0.1,0.1337,0.0339,0.07,0.2011,1,1,0.1,0.0818,0.0227,0.0459,0.1338,1,1,1,0.9577,0.0291,0.9025,1.0161,1,1,1,0.9585,0.0296,0.9024,1.0183,1,1,0.3,0.2743,0.0213,0.2333,0.3166,1,1,0.3,0.2743,0.0213,0.2333,0.3166,1,1
18,10,9.6126,0.2163,9.1874,10.0402,1,1,3,2.8768,0.1173,2.6572,3.1134,1,1,1,0.9504,0.0335,0.886,1.0166,1,1,8,7.7651,0.2191,7.3383,8.2017,1,1,2.5,2.4269,0.107,2.225,2.6461,1,1,0.8,0.8036,0.0372,0.7319,0.8772,1,1,0.3,0.2829,0.0268,0.2307,0.3361,1,1,0.2,0.236,0.0282,0.1807,0.291,1,1,-0.15,-0.1457,0.0282,-0.2002,-0.0888,1,1,-0.1,-0.0914,0.0259,-0.1415,-0.0399,1,1,2,2.0193,0.159,1.7294,2.3511,1,1,0.5,0.5844,0.0809,0.4368,0.7543,1,1,0.2,0.1539,0.0307,0.0935,0.2155,1,1,1.5,1.8184,0.1537,1.5242,2.1319,0,1,0.4,0.4932,0.0686,0.3716,0.639,1,1,0.15,0.1408,0.0383,0.0707,0.2213,1,1,0.1,0.0792,0.0215,0.0458,0.1286,1,1,0.1,0.1058,0.0291,0.0561,0.1669,1,1,0.1,0.1005,0.0299,0.0521,0.1659,1,1,0.1,0.1053,0.029,0.0557,0.1674,1,1,1,0.9387,0.0286,0.8844,0.9962,0,1,1,1.0119,0.0307,0.9534,1.0739,1,1,0.3,0.2993,0.0219,0.2575,0.3431,1,1,0.3,0.2993,0.0219,0.2575,0.3431,1,1
19,10,9.9921,0.2129,9.5735,10.4085,1,1,3,2.8772,0.1166,2.6548,3.1103,1,1,1,0.9632,0.0319,0.9014,1.0271,1,1,8,7.7656,0.1741,7.4301,8.1152,1,1,2.5,2.7491,0.1149,2.5308,2.9855,0,1,0.8,0.8394,0.0349,0.7725,0.9088,1,1,0.3,0.3153,0.0286,0.2584,0.3705,1,1,0.2,0.2241,0.0274,0.1699,0.2778,1,1,-0.15,-0.1733,0.0258,-0.2239,-0.1229,1,1,-0.1,-0.1067,0.0268,-0.1592,-0.0546,1,1,2,1.9864,0.1486,1.7167,2.2973,1,1,0.5,0.5516,0.0761,0.4137,0.7109,1,1,0.2,0.1155,0.0296,0.058,0.175,0,1,1.5,1.4635,0.1174,1.2514,1.7106,1,1,0.4,0.5164,0.0756,0.3764,0.6729,1,1,0.15,0.1532,0.0269,0.0992,0.207,1,1,0.1,0.1136,0.0312,0.0598,0.1793,1,1,0.1,0.0914,0.0263,0.0486,0.1493,1,1,0.1,0.0912,0.025,0.0498,0.1462,1,1,0.1,0.0962,0.0284,0.0505,0.1586,1,1,1,1.0112,0.0312,0.9516,1.0742,1,1,1,0.9783,0.03,0.9212,1.0387,1,1,0.3,0.3172,0.0224,0.2743,0.3618,1,1,0.3,0.3172,0.0224,0.2743,0.3618,1,1
20,10,10.4265,0.2186,9.9954,10.8489,1,1,3,2.8762,0.1177,2.6569,3.1182,1,1,1,0.9903,0.0331,0.9279,1.0572,1,1,8,7.7284,0.1846,7.3698,8.0948,1,1,2.5,2.708,0.1162,2.4844,2.9413,1,1,0.8,0.8269,0.033,0.7633,0.8945,1,1,0.3,0.2848,0.0288,0.2279,0.3409,1,1,0.2,0.1874,0.027,0.1345,0.2401,1,1,-0.15,-0.1937,0.0269,-0.246,-0.1414,1,1,-0.1,-0.1743,0.0261,-0.2251,-0.1228,0,1,2,2.0364,0.1551,1.7546,2.363,1,1,0.5,0.6016,0.0836,0.449,0.7744,1,1,0.2,0.1529,0.0285,0.0982,0.2089,1,1,1.5,1.6333,0.1288,1.4012,1.9036,1,1,0.4,0.5792,0.0797,0.4342,0.7462,0,1,0.15,0.1187,0.0309,0.0581,0.1806,1,1,0.1,0.1323,0.0336,0.068,0.2001,1,1,0.1,0.0943,0.0266,0.0504,0.1528,1,1,0.1,0.0879,0.0255,0.0474,0.1445,1,1,0.1,0.098,0.0279,0.0521,0.1588,1,1,1,0.9487,0.0295,0.8928,1.0082,1,1,1,0.9781,0.0298,0.9216,1.0379,1,1,0.3,0.2678,0.0215,0.2266,0.3108,1,1,0.3,0.2678,0.0215,0.2266,0.3108,1,1
21,10,10.0795,0.2155,9.6537,10.5004,1,1,3,3.0257,0.1248,2.7818,3.2724,1,1,1,0.997,0.0377,0.9242,1.0717,1,1,8,8.1454,0.1765,7.8016,8.4936,1,1,2.5,2.6004,0.1044,2.4024,2.8101,1,1,0.8,0.8098,0.0323,0.7469,0.8736,1,1,0.3,0.307,0.0278,0.2524,0.3612,1,1,0.2,0.2508,0.028,0.1969,0.3061,1,1,-0.15,-0.1193,0.0258,-0.1693,-0.068,1,1,-0.1,-0.0323,0.0268,-0.084,0.0217,0,0,2,1.9672,0.1532,1.6927,2.2915,1,1,0.5,0.6014,0.0955,0.4286,0.8034,1,1,0.2,0.2136,0.0319,0.1509,0.2765,1,1,1.5,1.4969,0.1203,1.2801,1.7525,1,1,0.4,0.4807,0.0664,0.3618,0.6204,1,1,0.15,0.1244,0.0263,0.0755,0.177,1,1,0.1,0.095,0.0279,0.0505,0.1569,1,1,0.1,0.0947,0.0263,0.0509,0.1519,1,1,0.1,0.0816,0.0221,0.0465,0.1322,1,1,0.1,0.0833,0.0234,0.0462,0.1366,1,1,1,1.0154,0.031,0.957,1.0777,1,1,1,0.9507,0.0288,0.8957,1.0092,1,1,0.3,0.2857,0.0219,0.2433,0.3291,1,1,0.3,0.2857,0.0219,0.2433,0.3291,1,1
22,10,9.771,0.2229,9.3348,10.2047,1,1,3,3.1178,0.1309,2.869,3.3804,1,1,1,0.9884,0.0376,0.9157,1.0635,1,1,8,8.1358,0.1835,7.7783,8.4966,1,1,2.5,2.4911,0.1071,2.2869,2.7065,1,1,0.8,0.8049,0.0367,0.7337,0.8778,1,1,0.3,0.2908,0.0288,0.2341,0.3476,1,1,0.2,0.2117,0.0268,0.1595,0.2641,1,1,-0.15,-0.137,0.0269,-0.1896,-0.0841,1,1,-0.1,-0.0585,0.0265,-0.1103,-0.0067,1,1,2,2.0833,0.1603,1.7969,2.4224,1,1,0.5,0.623,0.0957,0.4474,0.8234,1,1,0.2,0.2169,0.0275,0.1643,0.2724,1,1,1.5,1.4938,0.1227,1.2711,1.7493,1,1,0.4,0.5102,0.0688,0.3851,0.6541,1,1,0.15,0.1595,0.0275,0.1059,0.2134,1,1,0.1,0.1019,0.03,0.0529,0.1669,1,1,0.1,0.0813,0.0221,0.0457,0.1307,1,1,0.1,0.1028,0.0302,0.053,0.169,1,1,0.1,0.091,0.0264,0.0486,0.1499,1,1,1,0.9939,0.0307,0.9352,1.0563,1,1,1,1.0017,0.0306,0.9431,1.0633,1,1,0.3,0.2912,0.0223,0.2486,0.3358,1,1,0.3,0.2912,0.0223,0.2486,0.3358,1,1
23,10,10.0379,0.2029,9.6441,10.4398,1,1,3,2.8453,0.114,2.6286,3.0778,1,1,1,0.9668,0.0347,0.9006,1.0362,1,1,8,7.9474,0.1701,7.6168,8.2866,1,1,2.5,2.5351,0.1058,2.3357,2.7504,1,1,0.8,0.7951,0.0335,0.7303,0.8611,1,1,0.3,0.2923,0.0275,0.2388,0.3463,1,1,0.2,0.1746,0.027,0.1221,0.2272,1,1,-0.15,-0.1616,0.0263,-0.2128,-0.1099,1,1,-0.1,-0.1021,0.0274,-0.1557,-0.0476,1,1,2,1.8635,0.1458,1.6008,2.1698,1,1,0.5,0.5379,0.0775,0.3953,0.6987,1,1,0.2,0.1755,0.0273,0.1226,0.2304,1,1,1.5,1.3361,0.1219,1.1031,1.586,1,1,0.4,0.5576,0.0723,0.426,0.7093,0,1,0.15,0.1421,0.0314,0.0792,0.2048,1,1,0.1,0.0906,0.0259,0.0497,0.1486,1,1,0.1,0.0811,0.0226,0.045,0.1323,1,1,0.1,0.083,0.0236,0.0462,0.1362,1,1,0.1,0.1192,0.0318,0.0617,0.185,1,1,1,0.9507,0.0292,0.8955,1.0097,1,1,1,0.9948,0.0301,0.9373,1.0556,1,1,0.3,0.2763,0.0216,0.2349,0.3193,1,1,0.3,0.2763,0.0216,0.2349,0.3193,1,1
24,10,9.4942,0.2164,9.0709,9.9202,0,1,3,3.2752,0.1491,2.995,3.5817,1,1,1,1.0295,0.0358,0.9619,1.1022,1,1,8,8.2315,0.1903,7.8579,8.6067,1,1,2.5,2.5384,0.1005,2.346,2.7415,1,1,0.8,0.7359,0.03,0.6772,0.7947,0,1,0.3,0.2868,0.0287,0.2303,0.3427,1,1,0.2,0.2199,0.027,0.1669,0.2723,1,1,-0.15,-0.1917,0.0282,-0.2465,-0.1354,1,1,-0.1,-0.1263,0.026,-0.1775,-0.0759,1,1,2,2.0423,0.1554,1.7611,2.3706,1,1,0.5,0.7454,0.108,0.5436,0.9682,0,1,0.2,0.1657,0.0291,0.1095,0.2244,1,1,1.5,1.5587,0.1288,1.324,1.8283,1,1,0.4,0.5037,0.0651,0.3853,0.6389,1,1,0.15,0.0953,0.0261,0.0522,0.1508,1,1,0.1,0.1096,0.0307,0.0569,0.1743,1,1,0.1,0.1019,0.0284,0.0531,0.1623,1,1,0.1,0.1026,0.0304,0.0527,0.1681,1,1,0.1,0.1088,0.029,0.0582,0.1704,1,1,1,0.9632,0.0296,0.9067,1.0233,1,1,1,1.0416,0.0318,0.9809,1.1059,1,1,0.3,0.3207,0.0225,0.2776,0.3655,1,1,0.3,0.3207,0.0225,0.2776,0.3655,1,1
25,10,9.9591,0.2087,9.5492,10.3689,1,1,3,2.9865,0.1189,2.7576,3.2226,1,1,1,0.9708,0.0339,0.9047,1.0375,1,1,8,8.031,0.1913,7.6619,8.4146,1,1,2.5,2.3979,0.0987,2.2126,2.5982,1,1,0.8,0.7587,0.0335,0.6926,0.8248,1,1,0.3,0.2329,0.0279,0.1785,0.2881,0,1,0.2,0.1741,0.0283,0.119,0.2304,1,1,-0.15,-0.169,0.0267,-0.2208,-0.1164,1,1,-0.1,-0.1201,0.0282,-0.1759,-0.0647,1,1,2,1.9475,0.1511,1.675,2.2666,1,1,0.5,0.6751,0.091,0.504,0.8644,0,1,0.2,0.199,0.028,0.1462,0.256,1,1,1.5,1.5916,0.1262,1.3613,1.8575,1,1,0.4,0.4803,0.0619,0.3697,0.6113,1,1,0.15,0.1177,0.027,0.0682,0.1722,1,1,0.1,0.0915,0.0269,0.049,0.1521,1,1,0.1,0.1184,0.0327,0.0602,0.1839,1,1,0.1,0.1009,0.0286,0.0534,0.1627,1,1,0.1,0.1296,0.035,0.0641,0.1991,1,1,1,1.0061,0.0314,0.9468,1.0694,1,1,1,0.9834,0.03,0.9268,1.0438,1,1,0.3,0.3039,0.0223,0.2611,0.3489,1,1,0.3,0.3039,0.0223,0.2611,0.3489,1,1
26,10,9.9817,0.2281,9.534,10.4344,1,1,3,3.0198,0.1253,2.782,3.2766,1,1,1,1.0058,0.0359,0.9367,1.0773,1,1,8,8.0077,0.1767,7.6627,8.3551,1,1,2.5,2.6516,0.1074,2.4518,2.8719,1,1,0.8,0.8539,0.0324,0.793,0.9192,1,1,0.3,0.2552,0.0287,0.1983,0.3115,1,1,0.2,0.1926,0.0284,0.1365,0.2483,1,1,-0.15,-0.1516,0.0272,-0.2047,-0.0981,1,1,-0.1,-0.0765,0.0329,-0.1405,-0.0114,1,1,2,2.1127,0.1602,1.825,2.4517,1,1,0.5,0.5953,0.087,0.438,0.7785,1,1,0.2,0.1899,0.0282,0.1359,0.2465,1,1,1.5,1.5852,0.1244,1.3581,1.8462,1,1,0.4,0.4534,0.0624,0.3409,0.5845,1,1,0.15,0.1172,0.0274,0.0645,0.1736,1,1,0.1,0.0959,0.0287,0.0502,0.1609,1,1,0.1,0.1026,0.0293,0.0531,0.165,1,1,0.1,0.094,0.0273,0.0498,0.1537,1,1,0.1,0.2108,0.0323,0.1495,0.2761,0,1,1,0.9812,0.0305,0.923,1.0429,1,1,1,1.004,0.0305,0.9462,1.0658,1,1,0.3,0.3271,0.0224,0.2843,0.3714,1,1,0.3,0.3271,0.0224,0.2843,0.3714,1,1
27,10,9.7536,0.2217,9.3216,10.1925,1,1,3,2.9341,0.1256,2.6987,3.185,1,1,1,0.9881,0.0384,0.9128,1.064,1,1,8,7.8886,0.1712,7.5549,8.2259,1,1,2.5,2.5801,0.1117,2.3704,2.8063,1,1,0.8,0.8032,0.0334,0.7393,0.8714,1,1,0.3,0.2824,0.0282,0.2274,0.338,1,1,0.2,0.1622,0.0302,0.1027,0.221,1,1,-0.15,-0.139,0.0268,-0.1905,-0.085,1,1,-0.1,-0.1135,0.0266,-0.1653,-0.0609,1,1,2,2.0557,0.1586,1.768,2.3938,1,1,0.5,0.572,0.086,0.4197,0.7543,1,1,0.2,0.2069,0.0296,0.1503,0.2671,1,1,1.5,1.4154,0.1168,1.2033,1.6604,1,1,0.4,0.6084,0.0774,0.4666,0.7703,0,1,0.15,0.1338,0.0276,0.0795,0.189,1,1,0.1,0.0972,0.0286,0.0502,0.1599,1,1,0.1,0.1409,0.0345,0.0748,0.2093,1,1,0.1,0.0829,0.0229,0.0466,0.1355,1,1,0.1,0.0959,0.028,0.0504,0.1576,1,1,1,1.0028,0.0308,0.9441,1.0652,1,1,1,1.0134,0.0313,0.9532,1.0759,1,1,0.3,0.316,0.0228,0.2723,0.3612,1,1,0.3,0.316,0.0228,0.2723,0.3612,1,1
