"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
45,10,10.2135,0.2201,9.78,10.647,1,1,3,2.8789,0.1133,2.6654,3.1096,1,1,1,0.9518,0.0348,0.8854,1.0219,1,1,8,7.9044,0.1708,7.5712,8.2408,1,1,2.5,2.5126,0.1075,2.3122,2.7325,1,1,0.8,0.8286,0.0337,0.7639,0.8974,1,1,0.3,0.2744,0.0294,0.2162,0.3311,1,1,0.2,0.2131,0.0286,0.1573,0.2693,1,1,-0.15,-0.1668,0.0261,-0.218,-0.1162,1,1,-0.1,-0.0936,0.0269,-0.146,-0.0411,1,1,2,2.011,0.158,1.7251,2.3437,1,1,0.5,0.5669,0.0789,0.418,0.7305,1,1,0.2,0.1918,0.0264,0.1413,0.2463,1,1,1.5,1.4663,0.1172,1.2539,1.7145,1,1,0.4,0.4969,0.0682,0.3755,0.6422,1,1,0.15,0.1113,0.0293,0.0587,0.1721,1,1,0.1,0.1318,0.0348,0.0665,0.2015,1,1,0.1,0.1006,0.0289,0.0528,0.1632,1,1,0.1,0.0886,0.0249,0.0485,0.1446,1,1,0.1,0.1066,0.0308,0.0544,0.173,1,1,1,0.9801,0.0307,0.9228,1.0419,1,1,1,1.017,0.0307,0.9588,1.079,1,1,0.3,0.319,0.0224,0.2759,0.3634,1,1,0.3,0.319,0.0224,0.2759,0.3634,1,1
46,10,9.9952,0.2145,9.5787,10.4177,1,1,3,2.8753,0.1185,2.6546,3.1223,1,1,1,0.9623,0.0407,0.885,1.0454,1,1,8,8.1695,0.1761,7.8249,8.5205,1,1,2.5,2.6637,0.1077,2.4606,2.8819,1,1,0.8,0.8147,0.0324,0.7503,0.8787,1,1,0.3,0.3098,0.0284,0.2533,0.3651,1,1,0.2,0.2046,0.0275,0.1505,0.2588,1,1,-0.15,-0.1678,0.0258,-0.2184,-0.1171,1,1,-0.1,-0.1111,0.0283,-0.167,-0.0555,1,1,2,1.9095,0.1535,1.6292,2.2312,1,1,0.5,0.5378,0.0807,0.3938,0.7077,1,1,0.2,0.2444,0.0288,0.1919,0.3048,1,1,1.5,1.46,0.1229,1.2336,1.7154,1,1,0.4,0.477,0.0674,0.3549,0.6198,1,1,0.15,0.1108,0.0302,0.0571,0.1707,1,1,0.1,0.1127,0.0321,0.0562,0.1795,1,1,0.1,0.0785,0.0212,0.0454,0.1273,1,1,0.1,0.0803,0.0225,0.0458,0.1317,1,1,0.1,0.1335,0.0338,0.0706,0.2014,1,1,1,0.9681,0.0303,0.9102,1.0293,1,1,1,1.0293,0.031,0.9701,1.0922,1,1,0.3,0.3042,0.0225,0.2609,0.3488,1,1,0.3,0.3042,0.0225,0.2609,0.3488,1,1
47,10,10.0372,0.1916,9.6603,10.4108,1,1,3,3.3143,0.1417,3.05,3.6068,0,1,1,1.022,0.0347,0.9563,1.0923,1,1,8,8.1155,0.1987,7.7283,8.5039,1,1,2.5,2.5604,0.1027,2.3653,2.7685,1,1,0.8,0.7701,0.0319,0.7088,0.8334,1,1,0.3,0.3026,0.0276,0.2492,0.3578,1,1,0.2,0.1678,0.0281,0.1127,0.2234,1,1,-0.15,-0.1303,0.0269,-0.1824,-0.0774,1,1,-0.1,-0.1017,0.0293,-0.1595,-0.0446,1,1,2,1.7661,0.1382,1.5183,2.057,1,1,0.5,0.707,0.1073,0.5085,0.9291,0,1,0.2,0.1771,0.0287,0.1216,0.2343,1,1,1.5,1.6556,0.1368,1.4017,1.9392,1,1,0.4,0.5455,0.0714,0.4171,0.6974,0,1,0.15,0.136,0.0302,0.077,0.1939,1,1,0.1,0.0896,0.0256,0.0486,0.147,1,1,0.1,0.1048,0.0307,0.0537,0.1705,1,1,0.1,0.0991,0.0289,0.0526,0.1618,1,1,0.1,0.1476,0.0363,0.0767,0.219,1,1,1,1.0194,0.0319,0.9587,1.0843,1,1,1,1.0134,0.0309,0.9544,1.0758,1,1,0.3,0.2926,0.0227,0.2493,0.3378,1,1,0.3,0.2926,0.0227,0.2493,0.3378,1,1
48,10,9.9391,0.2176,9.5144,10.3658,1,1,3,3.0255,0.1266,2.7867,3.2824,1,1,1,0.9978,0.0377,0.9248,1.0726,1,1,8,7.9696,0.1793,7.6235,8.3264,1,1,2.5,2.3339,0.098,2.1513,2.5358,1,1,0.8,0.7584,0.032,0.6976,0.8237,1,1,0.3,0.3236,0.0279,0.2683,0.3785,1,1,0.2,0.1852,0.0276,0.131,0.2391,1,1,-0.15,-0.1523,0.0264,-0.2042,-0.1005,1,1,-0.1,-0.1031,0.0274,-0.158,-0.0502,1,1,2,1.9702,0.1555,1.6894,2.3001,1,1,0.5,0.5755,0.0892,0.414,0.7618,1,1,0.2,0.2034,0.028,0.1495,0.2601,1,1,1.5,1.4926,0.1226,1.2696,1.7512,1,1,0.4,0.516,0.0645,0.3993,0.6511,1,1,0.15,0.1012,0.027,0.0531,0.1565,1,1,0.1,0.105,0.0302,0.0547,0.1702,1,1,0.1,0.0949,0.0279,0.05,0.1578,1,1,0.1,0.1064,0.031,0.0544,0.1727,1,1,0.1,0.1164,0.0334,0.0589,0.1859,1,1,1,1.0019,0.0311,0.943,1.0649,1,1,1,0.9916,0.0302,0.9342,1.053,1,1,0.3,0.2904,0.0222,0.2471,0.3348,1,1,0.3,0.2904,0.0222,0.2471,0.3348,1,1
49,10,9.4473,0.2172,9.0214,9.8721,0,1,3,3.1933,0.1416,2.9265,3.4805,1,1,1,1.0751,0.0404,0.9963,1.1547,1,1,8,7.7955,0.1818,7.4415,8.1557,1,1,2.5,2.5639,0.1053,2.3683,2.7809,1,1,0.8,0.8008,0.0353,0.733,0.8729,1,1,0.3,0.276,0.0283,0.221,0.3309,1,1,0.2,0.175,0.0282,0.1199,0.2309,1,1,-0.15,-0.1913,0.0297,-0.2501,-0.1331,1,1,-0.1,-0.087,0.0272,-0.14,-0.0327,1,1,2,1.9983,0.1595,1.7121,2.3343,1,1,0.5,0.6179,0.098,0.4393,0.822,1,1,0.2,0.2123,0.0328,0.1501,0.2782,1,1,1.5,1.5246,0.1234,1.3034,1.7853,1,1,0.4,0.4665,0.0657,0.3498,0.6076,1,1,0.15,0.1466,0.0251,0.0972,0.1969,1,1,0.1,0.1043,0.032,0.0527,0.1736,1,1,0.1,0.1269,0.0337,0.065,0.1953,1,1,0.1,0.1615,0.0347,0.0925,0.2298,1,1,0.1,0.1094,0.0305,0.0568,0.1731,1,1,1,0.9976,0.0308,0.9386,1.0596,1,1,1,0.9919,0.0309,0.9334,1.0537,1,1,0.3,0.2826,0.0223,0.2395,0.3272,1,1,0.3,0.2826,0.0223,0.2395,0.3272,1,1
50,10,9.9906,0.2231,9.5542,10.4281,1,1,3,2.779,0.1103,2.5687,3.0034,1,1,1,0.9441,0.0308,0.8848,1.0064,1,1,8,7.7254,0.1776,7.3799,8.0746,1,1,2.5,2.7273,0.1136,2.5094,2.9597,0,1,0.8,0.8981,0.0343,0.8307,0.9666,0,1,0.3,0.2816,0.0273,0.2288,0.3354,1,1,0.2,0.1775,0.0274,0.1248,0.2313,1,1,-0.15,-0.1897,0.0257,-0.2408,-0.1388,1,1,-0.1,-0.0922,0.0263,-0.1425,-0.0397,1,1,2,2.0937,0.1549,1.8135,2.4217,1,1,0.5,0.5948,0.0754,0.4562,0.7516,1,1,0.2,0.128,0.0295,0.0722,0.1875,0,1,1.5,1.6031,0.1243,1.3802,1.8661,1,1,0.4,0.4852,0.0689,0.36,0.6297,1,1,0.15,0.136,0.0281,0.0816,0.1928,1,1,0.1,0.0814,0.0224,0.046,0.1325,1,1,0.1,0.099,0.0285,0.0518,0.1603,1,1,0.1,0.086,0.0239,0.048,0.1403,1,1,0.1,0.0947,0.0276,0.0501,0.1553,1,1,1,0.9725,0.0296,0.9161,1.0316,1,1,1,0.9555,0.0292,0.9,1.0148,1,1,0.3,0.2479,0.0212,0.2068,0.2898,0,1,0.3,0.2479,0.0212,0.2068,0.2898,0,1
51,10,10.1406,0.2227,9.7037,10.5744,1,1,3,3.1479,0.1235,2.9129,3.3976,1,1,1,0.9824,0.0338,0.9181,1.0499,1,1,8,7.9274,0.1858,7.5602,8.2946,1,1,2.5,2.597,0.1116,2.3854,2.8238,1,1,0.8,0.8453,0.0325,0.7816,0.9101,1,1,0.3,0.2724,0.0278,0.2174,0.3271,1,1,0.2,0.1659,0.0289,0.1095,0.2234,1,1,-0.15,-0.2015,0.0272,-0.2546,-0.1481,1,1,-0.1,-0.1151,0.028,-0.1712,-0.0608,1,1,2,2.0905,0.1599,1.8035,2.4299,1,1,0.5,0.5864,0.0882,0.4253,0.7727,1,1,0.2,0.1874,0.0237,0.1439,0.2369,1,1,1.5,1.6598,0.1299,1.4256,1.9301,1,1,0.4,0.5831,0.0728,0.4484,0.7344,0,1,0.15,0.1124,0.0297,0.061,0.1767,1,1,0.1,0.0882,0.0256,0.0477,0.1455,1,1,0.1,0.1238,0.0332,0.0631,0.1906,1,1,0.1,0.122,0.0337,0.0603,0.1903,1,1,0.1,0.1249,0.0344,0.0632,0.196,1,1,1,0.9934,0.0308,0.9348,1.0558,1,1,1,0.964,0.0297,0.9074,1.0237,1,1,0.3,0.2866,0.022,0.2444,0.3303,1,1,0.3,0.2866,0.022,0.2444,0.3303,1,1
52,10,9.7156,0.2083,9.307,10.1238,1,1,3,2.7228,0.1086,2.5171,2.9444,0,1,1,0.9082,0.0284,0.8535,0.9647,0,1,8,7.9987,0.1784,7.6478,8.3496,1,1,2.5,2.5621,0.0989,2.372,2.7613,1,1,0.8,0.832,0.0331,0.7673,0.8983,1,1,0.3,0.2494,0.0289,0.1931,0.306,1,1,0.2,0.1482,0.0277,0.0944,0.2031,1,1,-0.15,-0.1646,0.0259,-0.2144,-0.1129,1,1,-0.1,-0.0917,0.0277,-0.1455,-0.037,1,1,2,1.9213,0.1458,1.6578,2.2281,1,1,0.5,0.62,0.073,0.4849,0.7728,1,1,0.2,0.0994,0.0255,0.0561,0.1539,0,1,1.5,1.5793,0.124,1.3548,1.8426,1,1,0.4,0.4463,0.0607,0.339,0.5764,1,1,0.15,0.1491,0.0237,0.1037,0.1975,1,1,0.1,0.1275,0.0334,0.0659,0.1948,1,1,0.1,0.0919,0.0262,0.0507,0.1515,1,1,0.1,0.091,0.0276,0.047,0.1527,1,1,0.1,0.1135,0.0323,0.0579,0.1811,1,1,1,0.984,0.0303,0.926,1.0451,1,1,1,0.9588,0.029,0.9035,1.0169,1,1,0.3,0.2862,0.0216,0.2446,0.3291,1,1,0.3,0.2862,0.0216,0.2446,0.3291,1,1
53,10,9.5267,0.2098,9.1168,9.9346,0,1,3,3.4007,0.1469,3.121,3.6961,0,1,1,1.0775,0.0356,1.0078,1.1487,0,1,8,7.4723,0.1591,7.1655,7.7885,0,1,2.5,2.5327,0.1152,2.314,2.7724,1,1,0.8,0.8154,0.0352,0.7471,0.8864,1,1,0.3,0.2937,0.0278,0.2394,0.3482,1,1,0.2,0.2118,0.0291,0.1553,0.2699,1,1,-0.15,-0.1555,0.0284,-0.2113,-0.1002,1,1,-0.1,-0.0834,0.0274,-0.1372,-0.0301,1,1,2,1.9774,0.1506,1.7065,2.2982,1,1,0.5,0.5981,0.0949,0.4243,0.7966,1,1,0.2,0.1546,0.0303,0.0958,0.2145,1,1,1.5,1.3374,0.1062,1.1452,1.56,1,1,0.4,0.5045,0.0666,0.3853,0.6457,1,1,0.15,0.0908,0.0233,0.0517,0.1406,0,1,0.1,0.0968,0.0282,0.0509,0.1584,1,1,0.1,0.1285,0.0343,0.0642,0.1971,1,1,0.1,0.1382,0.0347,0.0734,0.2085,1,1,0.1,0.1145,0.0309,0.0596,0.1778,1,1,1,1.0032,0.0308,0.9441,1.0658,1,1,1,1.0163,0.0313,0.9565,1.0798,1,1,0.3,0.3385,0.0228,0.2949,0.3838,1,1,0.3,0.3385,0.0228,0.2949,0.3838,1,1
54,10,10.2933,0.2433,9.8174,10.773,1,1,3,2.935,0.1168,2.7122,3.1692,1,1,1,0.9909,0.0345,0.9229,1.0588,1,1,8,7.4942,0.1736,7.1569,7.8392,0,1,2.5,2.5312,0.1169,2.3078,2.7693,1,1,0.8,0.8399,0.0371,0.7658,0.9114,1,1,0.3,0.3405,0.0284,0.2845,0.3952,1,1,0.2,0.1932,0.0282,0.1373,0.2488,1,1,-0.15,-0.1169,0.0269,-0.1698,-0.0633,1,1,-0.1,-0.0881,0.027,-0.1403,-0.0341,1,1,2,2.2767,0.1729,1.9659,2.6417,1,1,0.5,0.4928,0.0744,0.3621,0.6512,1,1,0.2,0.1659,0.027,0.1144,0.2215,1,1,1.5,1.4565,0.1169,1.2475,1.7049,1,1,0.4,0.5252,0.0724,0.3955,0.678,1,1,0.15,0.1206,0.0303,0.0647,0.182,1,1,0.1,0.0883,0.0253,0.0482,0.1454,1,1,0.1,0.112,0.0308,0.0582,0.1764,1,1,0.1,0.0909,0.027,0.0481,0.1511,1,1,0.1,0.1033,0.0291,0.0547,0.1653,1,1,1,1.0119,0.0309,0.9528,1.0742,1,1,1,1.0423,0.0318,0.9818,1.1065,1,1,0.3,0.3207,0.0229,0.2766,0.3665,1,1,0.3,0.3207,0.0229,0.2766,0.3665,1,1
55,10,9.6541,0.2047,9.2503,10.0529,1,1,3,3.1976,0.1346,2.9441,3.4722,1,1,1,1.0034,0.0346,0.9372,1.0729,1,1,8,7.9846,0.1799,7.6377,8.3434,1,1,2.5,2.514,0.1079,2.314,2.7329,1,1,0.8,0.8421,0.0341,0.776,0.9079,1,1,0.3,0.2938,0.0276,0.2393,0.3477,1,1,0.2,0.1966,0.0282,0.1411,0.2525,1,1,-0.15,-0.1838,0.0265,-0.2365,-0.1326,1,1,-0.1,-0.0713,0.0249,-0.12,-0.0222,1,1,2,1.9049,0.1457,1.6435,2.2131,1,1,0.5,0.6158,0.0956,0.4393,0.8121,1,1,0.2,0.1596,0.0289,0.1024,0.2168,1,1,1.5,1.5741,0.1217,1.3554,1.8321,1,1,0.4,0.4644,0.063,0.3501,0.5967,1,1,0.15,0.0969,0.0257,0.0536,0.1517,1,1,0.1,0.0846,0.0249,0.0469,0.1413,1,1,0.1,0.1253,0.0329,0.0638,0.191,1,1,0.1,0.0936,0.0272,0.0494,0.1528,1,1,0.1,0.0764,0.0209,0.044,0.1238,1,1,1,1.0183,0.031,0.9588,1.0804,1,1,1,1.0338,0.0315,0.974,1.0973,1,1,0.3,0.3039,0.0229,0.2597,0.3489,1,1,0.3,0.3039,0.0229,0.2597,0.3489,1,1
56,10,9.9373,0.2314,9.4815,10.3899,1,1,3,3.1734,0.1158,2.9505,3.4039,1,1,1,0.9692,0.0331,0.9051,1.0352,1,1,8,7.9247,0.1625,7.6086,8.244,1,1,2.5,2.4795,0.1028,2.2868,2.6957,1,1,0.8,0.8136,0.0339,0.75,0.8836,1,1,0.3,0.2514,0.0288,0.1955,0.3071,1,1,0.2,0.1909,0.0277,0.1355,0.2452,1,1,-0.15,-0.1691,0.0286,-0.2253,-0.1128,1,1,-0.1,-0.1244,0.0255,-0.1752,-0.0745,1,1,2,2.1581,0.164,1.8634,2.5012,1,1,0.5,0.506,0.0791,0.3644,0.674,1,1,0.2,0.191,0.0235,0.1464,0.2391,1,1,1.5,1.3369,0.1155,1.1224,1.5769,1,1,0.4,0.4723,0.0639,0.3583,0.6085,1,1,0.15,0.1342,0.03,0.0756,0.1936,1,1,0.1,0.1164,0.0314,0.0611,0.1807,1,1,0.1,0.1077,0.0312,0.0545,0.1735,1,1,0.1,0.1203,0.0339,0.0588,0.1892,1,1,0.1,0.0936,0.0265,0.0502,0.1517,1,1,1,0.9609,0.0297,0.9045,1.0202,1,1,1,0.9863,0.0304,0.929,1.0477,1,1,0.3,0.2877,0.0217,0.2462,0.3306,1,1,0.3,0.2877,0.0217,0.2462,0.3306,1,1
57,10,10.11,0.2228,9.675,10.5477,1,1,3,3.1304,0.135,2.8762,3.4064,1,1,1,1.0779,0.0395,1.003,1.1577,0,1,8,7.7531,0.1747,7.4111,8.094,1,1,2.5,2.6674,0.1187,2.445,2.908,1,1,0.8,0.8293,0.0367,0.7594,0.9025,1,1,0.3,0.2744,0.0279,0.2195,0.3279,1,1,0.2,0.2228,0.0272,0.1701,0.2773,1,1,-0.15,-0.1765,0.0281,-0.2319,-0.1211,1,1,-0.1,-0.0955,0.0272,-0.1488,-0.0422,1,1,2,2.1178,0.1615,1.8272,2.4624,1,1,0.5,0.6428,0.0987,0.4577,0.8474,1,1,0.2,0.2192,0.0279,0.1668,0.2766,1,1,1.5,1.398,0.1243,1.1681,1.6531,1,1,0.4,0.572,0.0794,0.4275,0.7398,0,1,0.15,0.1598,0.03,0.0998,0.2183,1,1,0.1,0.0922,0.0281,0.0484,0.1551,1,1,0.1,0.0821,0.023,0.0466,0.1348,1,1,0.1,0.1262,0.0336,0.0653,0.1948,1,1,0.1,0.1193,0.0338,0.0595,0.1883,1,1,1,0.97,0.03,0.9131,1.0307,1,1,1,0.9894,0.0305,0.9315,1.0511,1,1,0.3,0.2757,0.0219,0.2333,0.3192,1,1,0.3,0.2757,0.0219,0.2333,0.3192,1,1
58,10,10.169,0.2067,9.7649,10.5724,1,1,3,3.1361,0.1212,2.9057,3.3804,1,1,1,0.9912,0.034,0.9244,1.0582,1,1,8,8.0161,0.169,7.6864,8.3502,1,1,2.5,2.5533,0.1151,2.3411,2.7936,1,1,0.8,0.8105,0.0335,0.747,0.8791,1,1,0.3,0.3219,0.0288,0.2648,0.378,1,1,0.2,0.2254,0.027,0.1733,0.2788,1,1,-0.15,-0.1098,0.0263,-0.1611,-0.0574,1,1,-0.1,-0.1011,0.0265,-0.1528,-0.0486,1,1,2,1.8909,0.1466,1.6246,2.1971,1,1,0.5,0.4939,0.0769,0.3582,0.6572,1,1,0.2,0.1748,0.0242,0.1278,0.2236,1,1,1.5,1.4192,0.1136,1.2132,1.6585,1,1,0.4,0.5805,0.0754,0.4454,0.7409,0,1,0.15,0.1056,0.0271,0.0563,0.161,1,1,0.1,0.1377,0.0336,0.0727,0.2039,1,1,0.1,0.0835,0.024,0.0463,0.1383,1,1,0.1,0.0905,0.0264,0.0478,0.1489,1,1,0.1,0.096,0.027,0.0518,0.1554,1,1,1,0.9809,0.0302,0.9229,1.041,1,1,1,1.0057,0.0307,0.9475,1.0684,1,1,0.3,0.301,0.0222,0.2581,0.3452,1,1,0.3,0.301,0.0222,0.2581,0.3452,1,1
59,10,10.2752,0.2435,9.8,10.7576,1,1,3,3.0877,0.1223,2.8575,3.3376,1,1,1,1.0597,0.0363,0.991,1.1336,1,1,8,7.7595,0.1775,7.413,8.1068,1,1,2.5,2.4731,0.1033,2.2761,2.6819,1,1,0.8,0.8367,0.0327,0.7734,0.9027,1,1,0.3,0.324,0.0271,0.2716,0.3768,1,1,0.2,0.1865,0.0278,0.1318,0.2413,1,1,-0.15,-0.1787,0.0267,-0.2306,-0.1261,1,1,-0.1,-0.1337,0.0268,-0.1857,-0.0808,1,1,2,2.3139,0.1739,1.9966,2.6814,1,1,0.5,0.5496,0.0877,0.3919,0.7322,1,1,0.2,0.1959,0.0267,0.1453,0.2498,1,1,1.5,1.5781,0.12,1.3603,1.8328,1,1,0.4,0.4571,0.06,0.3492,0.5841,1,1,0.15,0.0844,0.0217,0.048,0.1315,0,1,0.1,0.0785,0.0212,0.0458,0.1268,1,1,0.1,0.1065,0.0309,0.0548,0.1718,1,1,0.1,0.0975,0.0279,0.0509,0.1575,1,1,0.1,0.1018,0.0295,0.0527,0.1652,1,1,1,0.9921,0.0304,0.9346,1.0529,1,1,1,1.0054,0.0305,0.9472,1.0668,1,1,0.3,0.296,0.0222,0.2534,0.3402,1,1,0.3,0.296,0.0222,0.2534,0.3402,1,1
60,10,9.9524,0.222,9.5186,10.3905,1,1,3,3.0839,0.1338,2.8283,3.3537,1,1,1,1.0484,0.0383,0.9752,1.1249,1,1,8,7.8344,0.183,7.4801,8.1983,1,1,2.5,2.591,0.1111,2.3786,2.8154,1,1,0.8,0.7934,0.0325,0.729,0.8572,1,1,0.3,0.2952,0.0281,0.2407,0.3502,1,1,0.2,0.2246,0.0264,0.173,0.2767,1,1,-0.15,-0.1131,0.0266,-0.1664,-0.0618,1,1,-0.1,-0.0689,0.0266,-0.1212,-0.0169,1,1,2,2.0793,0.1566,1.7938,2.4093,1,1,0.5,0.6315,0.0994,0.4465,0.8339,1,1,0.2,0.1935,0.0339,0.1264,0.2601,1,1,1.5,1.5702,0.1227,1.35,1.8309,1,1,0.4,0.5004,0.0651,0.3825,0.6375,1,1,0.15,0.0909,0.0238,0.0499,0.1422,0,1,0.1,0.092,0.0262,0.0495,0.1503,1,1,0.1,0.0751,0.0203,0.0436,0.1215,1,1,0.1,0.082,0.0225,0.0467,0.1335,1,1,0.1,0.1017,0.0297,0.0527,0.1666,1,1,1,1.0367,0.0319,0.976,1.1005,1,1,1,1.0659,0.0322,1.0047,1.1308,0,1,0.3,0.3524,0.0236,0.3072,0.3996,0,1,0.3,0.3524,0.0236,0.3072,0.3996,0,1
61,10,10.0437,0.2205,9.6113,10.4744,1,1,3,3.0597,0.1222,2.8295,3.3081,1,1,1,0.9672,0.0315,0.908,1.0322,1,1,8,7.9839,0.1974,7.6017,8.3727,1,1,2.5,2.3731,0.1033,2.182,2.585,1,1,0.8,0.7519,0.0373,0.6805,0.8266,1,1,0.3,0.2483,0.0282,0.1935,0.3034,1,1,0.2,0.2295,0.0291,0.172,0.2868,1,1,-0.15,-0.1456,0.0259,-0.1966,-0.0948,1,1,-0.1,-0.06,0.0291,-0.1165,-0.0033,1,1,2,2.0749,0.1578,1.7921,2.4107,1,1,0.5,0.6541,0.0914,0.4855,0.8452,1,1,0.2,0.1503,0.0284,0.0929,0.2064,1,1,1.5,1.5192,0.1317,1.2732,1.7913,1,1,0.4,0.4987,0.0671,0.3779,0.6412,1,1,0.15,0.1425,0.0311,0.0816,0.2045,1,1,0.1,0.1044,0.0294,0.0539,0.1657,1,1,0.1,0.1284,0.0352,0.0645,0.2004,1,1,0.1,0.088,0.0251,0.0482,0.1455,1,1,0.1,0.1355,0.0331,0.0731,0.2017,1,1,1,1.0125,0.0314,0.9526,1.0754,1,1,1,1.0166,0.0313,0.9574,1.0797,1,1,0.3,0.3385,0.023,0.2941,0.3847,1,1,0.3,0.3385,0.023,0.2941,0.3847,1,1
