"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Mean[11]","Est_Level2Mean[11]","se_Level2Mean[11]","LL_Level2Mean[11]","UL_Level2Mean[11]","cFlag_Level2Mean[11]","pFlag_Level2Mean[11]","Tru_Level2Mean[12]","Est_Level2Mean[12]","se_Level2Mean[12]","LL_Level2Mean[12]","UL_Level2Mean[12]","cFlag_Level2Mean[12]","pFlag_Level2Mean[12]","Tru_Level2Mean[13]","Est_Level2Mean[13]","se_Level2Mean[13]","LL_Level2Mean[13]","UL_Level2Mean[13]","cFlag_Level2Mean[13]","pFlag_Level2Mean[13]","Tru_Level2Mean[14]","Est_Level2Mean[14]","se_Level2Mean[14]","LL_Level2Mean[14]","UL_Level2Mean[14]","cFlag_Level2Mean[14]","pFlag_Level2Mean[14]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_Level2Sigma[11]","Est_Level2Sigma[11]","se_Level2Sigma[11]","LL_Level2Sigma[11]","UL_Level2Sigma[11]","cFlag_Level2Sigma[11]","pFlag_Level2Sigma[11]","Tru_Level2Sigma[12]","Est_Level2Sigma[12]","se_Level2Sigma[12]","LL_Level2Sigma[12]","UL_Level2Sigma[12]","cFlag_Level2Sigma[12]","pFlag_Level2Sigma[12]","Tru_Level2Sigma[13]","Est_Level2Sigma[13]","se_Level2Sigma[13]","LL_Level2Sigma[13]","UL_Level2Sigma[13]","cFlag_Level2Sigma[13]","pFlag_Level2Sigma[13]","Tru_Level2Sigma[14]","Est_Level2Sigma[14]","se_Level2Sigma[14]","LL_Level2Sigma[14]","UL_Level2Sigma[14]","cFlag_Level2Sigma[14]","pFlag_Level2Sigma[14]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
77,NA,3.4363,0.1237,3.1931,3.6775,NA,1,NA,2.7171,0.0936,2.5332,2.9006,NA,1,NA,6.7817,0.1758,6.4388,7.1287,NA,1,NA,4.8151,0.1201,4.579,5.0507,NA,1,NA,8.6517,0.1863,8.2877,9.0201,NA,1,NA,6.2993,0.1384,6.0275,6.5692,NA,1,NA,9.4025,0.1903,9.0293,9.776,NA,1,NA,7.064,0.1425,6.7852,7.3419,NA,1,NA,9.6808,0.1824,9.3182,10.0366,NA,1,NA,7.5721,0.1541,7.2684,7.8711,NA,1,0.3,0.2741,0.0424,0.1944,0.3608,1,1,0.2,0.2217,0.0388,0.1465,0.2995,1,1,-0.15,-0.2128,0.0331,-0.2764,-0.1468,1,1,-0.1,-0.0977,0.0332,-0.162,-0.0329,1,1,NA,1.1008,0.106,0.9036,1.319,NA,1,NA,0.7558,0.0833,0.598,0.926,NA,1,NA,1.6712,0.1348,1.4287,1.9559,NA,1,NA,1.0619,0.0965,0.8862,1.2652,NA,1,NA,1.762,0.1425,1.506,2.0619,NA,1,NA,1.2742,0.1095,1.0736,1.5033,NA,1,NA,1.8091,0.1442,1.5464,2.1114,NA,1,NA,1.3178,0.1104,1.1167,1.55,NA,1,NA,1.7254,0.1381,1.4734,2.0158,NA,1,NA,1.447,0.1192,1.2327,1.6965,NA,1,0.1,0.1394,0.0461,0.0583,0.2304,1,1,0.1,0.1484,0.0429,0.0682,0.2336,1,1,0.1,0.102,0.0325,0.0506,0.1744,1,1,0.1,0.0914,0.0282,0.048,0.155,1,1,1,0.9772,0.0362,0.9093,1.0506,1,1,1,0.9734,0.0352,0.9065,1.0448,1,1,0.3,0.2746,0.0256,0.2254,0.326,1,1,0.3,0.2746,0.0256,0.2254,0.326,1,1
78,NA,3.7349,0.1268,3.4878,3.9857,NA,1,NA,2.6934,0.0932,2.5101,2.8759,NA,1,NA,6.7151,0.1802,6.3596,7.0678,NA,1,NA,5.0031,0.1315,4.7474,5.2644,NA,1,NA,8.5551,0.1978,8.167,8.9412,NA,1,NA,6.5263,0.1345,6.2636,6.7904,NA,1,NA,9.3544,0.1911,8.9817,9.73,NA,1,NA,7.3956,0.143,7.1162,7.6749,NA,1,NA,9.8048,0.1931,9.4228,10.1821,NA,1,NA,7.7144,0.1452,7.4321,8.0015,NA,1,0.3,0.3124,0.0422,0.2304,0.3967,1,1,0.2,0.2092,0.0365,0.1388,0.283,1,1,-0.15,-0.1798,0.0349,-0.248,-0.1114,1,1,-0.1,-0.1047,0.0318,-0.167,-0.0426,1,1,NA,1.1106,0.1023,0.9221,1.3227,NA,1,NA,0.7408,0.0807,0.5924,0.9086,NA,1,NA,1.7047,0.1374,1.4577,1.998,NA,1,NA,1.1939,0.1044,1.0033,1.4119,NA,1,NA,1.8888,0.1488,1.619,2.2052,NA,1,NA,1.2217,0.1056,1.0294,1.4432,NA,1,NA,1.8201,0.1447,1.5589,2.1254,NA,1,NA,1.3191,0.1112,1.1185,1.5524,NA,1,NA,1.8362,0.1452,1.573,2.1445,NA,1,NA,1.3263,0.1119,1.1216,1.5625,NA,1,0.1,0.1301,0.0421,0.0589,0.2162,1,1,0.1,0.1093,0.0364,0.0524,0.1901,1,1,0.1,0.1162,0.036,0.0571,0.1921,1,1,0.1,0.12,0.0345,0.0595,0.1911,1,1,1,0.9843,0.0368,0.9153,1.0594,1,1,1,1.0418,0.0376,0.9714,1.1184,1,1,0.3,0.2869,0.0268,0.2357,0.3409,1,1,0.3,0.2869,0.0268,0.2357,0.3409,1,1
79,NA,3.6238,0.1383,3.3552,3.8935,NA,1,NA,2.6898,0.1083,2.4763,2.8997,NA,1,NA,6.8794,0.1948,6.4956,7.2632,NA,1,NA,4.75,0.1523,4.4516,5.0503,NA,1,NA,8.6229,0.216,8.1999,9.0454,NA,1,NA,6.1322,0.1694,5.8021,6.4606,NA,1,NA,9.5738,0.2018,9.1796,9.9707,NA,1,NA,7.1023,0.1668,6.7765,7.4322,NA,1,NA,10.05,0.2045,9.6473,10.4502,NA,1,NA,7.5148,0.1766,7.1642,7.8631,NA,1,0.3,0.3511,0.0406,0.2726,0.4309,1,1,0.2,0.195,0.0419,0.1157,0.2805,1,1,-0.15,-0.16,0.0337,-0.2266,-0.0939,1,1,-0.1,-0.1386,0.0336,-0.2042,-0.0716,1,1,NA,1.2441,0.1111,1.0402,1.4761,NA,1,NA,0.9379,0.0923,0.7652,1.1274,NA,1,NA,1.8451,0.1454,1.5849,2.1547,NA,1,NA,1.4156,0.117,1.2024,1.6611,NA,1,NA,2.0672,0.1603,1.7789,2.4046,NA,1,NA,1.5993,0.1281,1.3649,1.8692,NA,1,NA,1.918,0.1516,1.6443,2.2372,NA,1,NA,1.571,0.1265,1.3418,1.8359,NA,1,NA,1.9326,0.1513,1.6561,2.2512,NA,1,NA,1.6685,0.1322,1.4315,1.9485,NA,1,0.1,0.0886,0.0281,0.0479,0.1561,1,1,0.1,0.144,0.0451,0.0632,0.2354,1,1,0.1,0.0845,0.0247,0.0469,0.1416,1,1,0.1,0.0932,0.029,0.0484,0.1587,1,1,1,0.9972,0.0364,0.9286,1.071,1,1,1,0.9857,0.0357,0.9192,1.0588,1,1,0.3,0.2785,0.0261,0.2283,0.3303,1,1,0.3,0.2785,0.0261,0.2283,0.3303,1,1
80,NA,3.3298,0.1322,3.0696,3.5906,NA,1,NA,2.6413,0.0921,2.4593,2.8224,NA,1,NA,6.4679,0.1896,6.094,6.842,NA,1,NA,4.7404,0.1214,4.501,4.9794,NA,1,NA,8.3028,0.1893,7.9335,8.6726,NA,1,NA,6.1471,0.1358,5.882,6.4147,NA,1,NA,9.1759,0.197,8.7871,9.5642,NA,1,NA,6.9751,0.148,6.682,7.2641,NA,1,NA,9.5765,0.19,9.2069,9.9505,NA,1,NA,7.3385,0.1519,7.0384,7.6358,NA,1,0.3,0.2389,0.0373,0.1668,0.311,1,1,0.2,0.1887,0.0385,0.115,0.2653,1,1,-0.15,-0.1319,0.0354,-0.2007,-0.0616,1,1,-0.1,-0.0654,0.0306,-0.1264,-0.0057,1,1,NA,1.2006,0.1012,1.0168,1.412,NA,1,NA,0.7487,0.0812,0.5972,0.9158,NA,1,NA,1.8204,0.1407,1.5673,2.1225,NA,1,NA,1.0987,0.0983,0.9188,1.3042,NA,1,NA,1.8015,0.1388,1.5507,2.0963,NA,1,NA,1.2475,0.1064,1.0537,1.4718,NA,1,NA,1.886,0.1434,1.6286,2.1902,NA,1,NA,1.3724,0.113,1.1673,1.6106,NA,1,NA,1.8253,0.1406,1.5736,2.1206,NA,1,NA,1.4123,0.1164,1.2018,1.6589,NA,1,0.1,0.0843,0.0259,0.0455,0.1446,1,1,0.1,0.1241,0.0406,0.0564,0.2089,1,1,0.1,0.0937,0.0293,0.0483,0.1602,1,1,0.1,0.0858,0.0256,0.0467,0.1449,1,1,1,0.9246,0.0329,0.8619,0.9911,0,1,1,1.0278,0.0368,0.9581,1.1022,1,1,0.3,0.3128,0.0256,0.2635,0.3641,1,1,0.3,0.3128,0.0256,0.2635,0.3641,1,1
81,NA,3.4183,0.1129,3.1975,3.6404,NA,1,NA,2.6581,0.095,2.4717,2.8438,NA,1,NA,6.7206,0.185,6.3595,7.0879,NA,1,NA,4.8896,0.1306,4.6325,5.1446,NA,1,NA,8.5879,0.2101,8.1711,8.9995,NA,1,NA,6.2888,0.1396,6.0126,6.5628,NA,1,NA,9.5057,0.1996,9.1134,9.8957,NA,1,NA,7.1765,0.145,6.8896,7.4611,NA,1,NA,9.8796,0.2037,9.4772,10.2786,NA,1,NA,7.4645,0.1446,7.1829,7.7486,NA,1,0.3,0.3123,0.0411,0.2336,0.3944,1,1,0.2,0.1993,0.0378,0.127,0.2763,1,1,-0.15,-0.1962,0.0339,-0.2632,-0.1298,1,1,-0.1,-0.0982,0.0333,-0.1632,-0.0311,1,1,NA,0.954,0.0952,0.7783,1.1529,NA,1,NA,0.7966,0.0813,0.6471,0.9641,NA,1,NA,1.7411,0.1377,1.4943,2.0319,NA,1,NA,1.1945,0.1016,1.0112,1.4102,NA,1,NA,2.0081,0.1546,1.7297,2.3339,NA,1,NA,1.2828,0.1077,1.0864,1.5103,NA,1,NA,1.907,0.1484,1.6381,2.221,NA,1,NA,1.3511,0.1108,1.151,1.5853,NA,1,NA,1.9411,0.1517,1.6664,2.2628,NA,1,NA,1.3519,0.1125,1.1482,1.5881,NA,1,0.1,0.0875,0.0269,0.0467,0.1502,1,1,0.1,0.1418,0.0449,0.0624,0.2317,1,1,0.1,0.1179,0.0354,0.0569,0.1911,1,1,0.1,0.0961,0.0302,0.0492,0.1654,1,1,1,1.0116,0.0375,0.941,1.0879,1,1,1,0.9156,0.0327,0.8532,0.9819,0,1,0.3,0.2786,0.0252,0.2305,0.3293,1,1,0.3,0.2786,0.0252,0.2305,0.3293,1,1
82,NA,3.3962,0.1252,3.1487,3.6427,NA,1,NA,2.6922,0.0921,2.5129,2.8743,NA,1,NA,6.6341,0.1735,6.2923,6.9753,NA,1,NA,4.7549,0.1346,4.4906,5.0161,NA,1,NA,8.4966,0.2068,8.0931,8.8994,NA,1,NA,6.1904,0.1426,5.9083,6.4707,NA,1,NA,9.4705,0.2041,9.0694,9.8693,NA,1,NA,6.9709,0.1441,6.6879,7.2538,NA,1,NA,9.8444,0.1944,9.4597,10.2276,NA,1,NA,7.4466,0.1605,7.1321,7.7605,NA,1,0.3,0.3517,0.0391,0.2758,0.4288,1,1,0.2,0.2374,0.0452,0.1478,0.3254,1,1,-0.15,-0.1432,0.0343,-0.2104,-0.076,1,1,-0.1,-0.1062,0.0353,-0.1759,-0.0374,1,1,NA,1.0732,0.1053,0.8803,1.2933,NA,1,NA,0.7141,0.0928,0.5411,0.9044,NA,1,NA,1.6146,0.1343,1.3711,1.8989,NA,1,NA,1.2149,0.1111,1.0123,1.4477,NA,1,NA,1.9835,0.1549,1.7034,2.3087,NA,1,NA,1.2936,0.1175,1.0787,1.5396,NA,1,NA,1.9241,0.1534,1.6488,2.25,NA,1,NA,1.3229,0.1165,1.1091,1.5664,NA,1,NA,1.8242,0.1464,1.5602,2.1336,NA,1,NA,1.5053,0.1281,1.2702,1.7714,NA,1,0.1,0.1225,0.0397,0.0562,0.2054,1,1,0.1,0.1799,0.0561,0.0636,0.2697,1,1,0.1,0.0865,0.0262,0.0461,0.146,1,1,0.1,0.1581,0.0404,0.0789,0.2371,1,1,1,1.0462,0.0391,0.9727,1.1261,1,1,1,1.0507,0.0393,0.9764,1.13,1,1,0.3,0.3349,0.0283,0.2804,0.3915,1,1,0.3,0.3349,0.0283,0.2804,0.3915,1,1
83,NA,3.5434,0.1245,3.2973,3.7879,NA,1,NA,2.6927,0.1022,2.491,2.8935,NA,1,NA,6.7364,0.1797,6.385,7.0897,NA,1,NA,4.7543,0.1401,4.4793,5.028,NA,1,NA,8.5305,0.1915,8.1525,8.9063,NA,1,NA,6.3337,0.1646,6.008,6.656,NA,1,NA,9.4024,0.196,9.0153,9.7876,NA,1,NA,7.1749,0.1641,6.8485,7.4976,NA,1,NA,9.9016,0.1944,9.5205,10.2838,NA,1,NA,7.5375,0.1648,7.2149,7.8601,NA,1,0.3,0.3034,0.04,0.2278,0.3834,1,1,0.2,0.1729,0.0376,0.101,0.2481,1,1,-0.15,-0.1778,0.0337,-0.2437,-0.1113,1,1,-0.1,-0.125,0.0327,-0.19,-0.06,1,1,NA,1.1008,0.1005,0.9155,1.3103,NA,1,NA,0.8808,0.0835,0.7273,1.0541,NA,1,NA,1.7014,0.1367,1.4566,1.9936,NA,1,NA,1.3044,0.1073,1.1096,1.5307,NA,1,NA,1.815,0.1434,1.5562,2.1164,NA,1,NA,1.5594,0.1229,1.3361,1.8185,NA,1,NA,1.8621,0.146,1.5992,2.1698,NA,1,NA,1.555,0.1228,1.333,1.8145,NA,1,NA,1.8625,0.1461,1.5977,2.1693,NA,1,NA,1.5516,0.1217,1.333,1.8076,NA,1,0.1,0.1006,0.0346,0.0487,0.1801,1,1,0.1,0.0909,0.0294,0.0474,0.1598,1,1,0.1,0.1021,0.0306,0.053,0.1692,1,1,0.1,0.0927,0.0283,0.049,0.1574,1,1,1,0.9948,0.036,0.9268,1.0675,1,1,1,0.9647,0.0343,0.9002,1.034,1,1,0.3,0.2895,0.0256,0.2408,0.3414,1,1,0.3,0.2895,0.0256,0.2408,0.3414,1,1
84,NA,3.2352,0.123,2.9941,3.4771,NA,1,NA,2.6641,0.0967,2.4751,2.8537,NA,1,NA,6.332,0.1672,6.0027,6.6598,NA,1,NA,4.9182,0.1268,4.6701,5.1672,NA,1,NA,8.198,0.1872,7.8318,8.5683,NA,1,NA,6.4012,0.1421,6.1198,6.677,NA,1,NA,9.1472,0.1923,8.7667,9.5167,NA,1,NA,7.1632,0.1579,6.8524,7.4727,NA,1,NA,9.4219,0.1853,9.0585,9.783,NA,1,NA,7.5669,0.1605,7.2502,7.8816,NA,1,0.3,0.2673,0.0395,0.1916,0.345,1,1,0.2,0.1914,0.0368,0.1212,0.2653,1,1,-0.15,-0.1401,0.0346,-0.208,-0.0722,1,1,-0.1,-0.0708,0.0339,-0.1366,-0.0046,1,1,NA,1.0897,0.0993,0.9084,1.2988,NA,1,NA,0.8168,0.0814,0.6672,0.9857,NA,1,NA,1.5718,0.1265,1.3436,1.838,NA,1,NA,1.1549,0.1,0.9718,1.363,NA,1,NA,1.7746,0.1386,1.5255,2.0665,NA,1,NA,1.3116,0.1085,1.1143,1.5392,NA,1,NA,1.836,0.1435,1.5778,2.1403,NA,1,NA,1.4812,0.1194,1.2663,1.7352,NA,1,NA,1.7672,0.1385,1.5155,2.057,NA,1,NA,1.5102,0.1205,1.2913,1.7671,NA,1,0.1,0.0964,0.0322,0.0484,0.1715,1,1,0.1,0.0909,0.0288,0.0478,0.157,1,1,0.1,0.107,0.0332,0.0532,0.1802,1,1,0.1,0.1333,0.0371,0.0656,0.2086,1,1,1,0.9871,0.036,0.9191,1.0606,1,1,1,1.0347,0.0367,0.9658,1.1085,1,1,0.3,0.3524,0.0267,0.3013,0.4062,0,1,0.3,0.3524,0.0267,0.3013,0.4062,0,1
85,NA,3.5122,0.1188,3.2791,3.7434,NA,1,NA,2.6001,0.0984,2.4072,2.794,NA,1,NA,6.4853,0.181,6.1316,6.8386,NA,1,NA,4.7826,0.1377,4.513,5.0541,NA,1,NA,8.3358,0.1991,7.9436,8.7311,NA,1,NA,6.352,0.1572,6.0426,6.6604,NA,1,NA,9.2918,0.2033,8.8937,9.6886,NA,1,NA,7.165,0.1684,6.8339,7.4971,NA,1,NA,9.655,0.2108,9.2353,10.0644,NA,1,NA,7.7494,0.1693,7.4157,8.0843,NA,1,0.3,0.3917,0.041,0.3151,0.4741,0,1,0.2,0.1914,0.0376,0.119,0.2667,1,1,-0.15,-0.1047,0.0325,-0.1673,-0.0409,1,1,-0.1,-0.0898,0.0339,-0.1561,-0.0227,1,1,NA,0.9885,0.1008,0.8015,1.2004,NA,1,NA,0.835,0.0813,0.687,1.0049,NA,1,NA,1.6777,0.1385,1.4263,1.9699,NA,1,NA,1.2773,0.1052,1.0866,1.4995,NA,1,NA,1.8675,0.1488,1.5989,2.1817,NA,1,NA,1.4786,0.1173,1.2664,1.7271,NA,1,NA,1.9227,0.1526,1.6454,2.2414,NA,1,NA,1.5964,0.1242,1.3728,1.8589,NA,1,NA,1.9988,0.1573,1.7159,2.3295,NA,1,NA,1.6046,0.1261,1.3761,1.871,NA,1,0.1,0.0872,0.028,0.0463,0.1535,1,1,0.1,0.1135,0.0359,0.0546,0.1892,1,1,0.1,0.0972,0.0294,0.0504,0.1638,1,1,0.1,0.0931,0.0287,0.0484,0.1587,1,1,1,1.0278,0.038,0.956,1.1048,1,1,1,0.9391,0.0334,0.8759,1.0068,1,1,0.3,0.2937,0.0256,0.2447,0.3449,1,1,0.3,0.2937,0.0256,0.2447,0.3449,1,1
86,NA,3.4137,0.1334,3.1528,3.6771,NA,1,NA,2.7499,0.0911,2.5707,2.9288,NA,1,NA,6.5323,0.1983,6.1411,6.9205,NA,1,NA,4.7788,0.1283,4.5274,5.0318,NA,1,NA,8.5236,0.202,8.1294,8.9184,NA,1,NA,6.3004,0.1394,6.0278,6.574,NA,1,NA,9.322,0.1819,8.9656,9.6805,NA,1,NA,7.0911,0.1445,6.8083,7.372,NA,1,NA,9.6787,0.1913,9.3013,10.0533,NA,1,NA,7.6014,0.1633,7.2801,7.9208,NA,1,0.3,0.3059,0.0411,0.2272,0.3875,1,1,0.2,0.1707,0.0368,0.0996,0.2425,1,1,-0.15,-0.162,0.0323,-0.2259,-0.0992,1,1,-0.1,-0.1375,0.0348,-0.2057,-0.0687,1,1,NA,1.1909,0.1066,0.9955,1.4154,NA,1,NA,0.7591,0.0773,0.6165,0.921,NA,1,NA,1.8992,0.148,1.6319,2.2101,NA,1,NA,1.1717,0.0993,0.9907,1.3821,NA,1,NA,1.919,0.15,1.6464,2.2353,NA,1,NA,1.2915,0.1065,1.0975,1.5144,NA,1,NA,1.7172,0.1366,1.4714,2.005,NA,1,NA,1.356,0.1105,1.1566,1.5874,NA,1,NA,1.8102,0.1432,1.5516,2.1146,NA,1,NA,1.5561,0.1226,1.3337,1.8171,NA,1,0.1,0.1275,0.0429,0.0576,0.2161,1,1,0.1,0.0984,0.0299,0.0517,0.1659,1,1,0.1,0.0889,0.0265,0.0469,0.1482,1,1,0.1,0.1449,0.0405,0.0708,0.2266,1,1,1,0.9962,0.0371,0.9265,1.0721,1,1,1,0.9487,0.0332,0.8857,1.0166,1,1,0.3,0.3056,0.0253,0.2569,0.3567,1,1,0.3,0.3056,0.0253,0.2569,0.3567,1,1
87,NA,3.1869,0.1208,2.9522,3.4248,NA,1,NA,2.6322,0.0947,2.4454,2.8173,NA,1,NA,6.2055,0.1763,5.8591,6.553,NA,1,NA,4.7834,0.121,4.5472,5.022,NA,1,NA,8.1302,0.1886,7.762,8.505,NA,1,NA,6.2322,0.1326,5.9717,6.4942,NA,1,NA,8.9162,0.1925,8.537,9.2924,NA,1,NA,7.0173,0.1471,6.7237,7.3066,NA,1,NA,9.325,0.1951,8.9436,9.71,NA,1,NA,7.4424,0.1469,7.1535,7.7312,NA,1,0.3,0.3513,0.0412,0.2698,0.4318,1,1,0.2,0.1746,0.0356,0.106,0.246,1,1,-0.15,-0.1382,0.0325,-0.2006,-0.0725,1,1,-0.1,-0.1398,0.0329,-0.2044,-0.0757,1,1,NA,1.0319,0.1035,0.8409,1.2454,NA,1,NA,0.7902,0.0805,0.6414,0.9576,NA,1,NA,1.6536,0.1362,1.4081,1.9391,NA,1,NA,1.0951,0.0966,0.9199,1.2964,NA,1,NA,1.7773,0.1429,1.5199,2.076,NA,1,NA,1.215,0.1042,1.027,1.4362,NA,1,NA,1.8242,0.1458,1.5601,2.1329,NA,1,NA,1.372,0.1125,1.1698,1.6107,NA,1,NA,1.8376,0.1466,1.5739,2.148,NA,1,NA,1.3675,0.1114,1.1655,1.603,NA,1,0.1,0.1027,0.0328,0.0503,0.175,1,1,0.1,0.098,0.0327,0.0495,0.1748,1,1,0.1,0.1019,0.0317,0.0515,0.1741,1,1,0.1,0.1083,0.0349,0.0527,0.1844,1,1,1,1.0375,0.0384,0.9653,1.1161,1,1,1,0.9932,0.0352,0.9268,1.0645,1,1,0.3,0.2974,0.0264,0.247,0.3501,1,1,0.3,0.2974,0.0264,0.247,0.3501,1,1
88,NA,3.3777,0.1232,3.1351,3.6194,NA,1,NA,2.5883,0.0948,2.4019,2.7729,NA,1,NA,6.2867,0.166,5.9615,6.6123,NA,1,NA,4.7593,0.1221,4.5206,4.9998,NA,1,NA,8.0194,0.2026,7.6216,8.4172,NA,1,NA,6.2859,0.1523,5.9876,6.5876,NA,1,NA,8.8837,0.201,8.4886,9.279,NA,1,NA,7.0898,0.1588,6.7777,7.3999,NA,1,NA,9.3528,0.1973,8.9596,9.7393,NA,1,NA,7.5772,0.1606,7.2616,7.891,NA,1,0.3,0.3232,0.0426,0.2412,0.4088,1,1,0.2,0.2246,0.0404,0.1466,0.3053,1,1,-0.15,-0.1489,0.0339,-0.2154,-0.0836,1,1,-0.1,-0.0775,0.0333,-0.1415,-0.0124,1,1,NA,1.0743,0.1013,0.8885,1.2856,NA,1,NA,0.7798,0.0816,0.6278,0.9479,NA,1,NA,1.5592,0.1284,1.3272,1.829,NA,1,NA,1.0936,0.0986,0.9141,1.2996,NA,1,NA,1.9346,0.1515,1.6612,2.2565,NA,1,NA,1.4179,0.1169,1.2046,1.6635,NA,1,NA,1.9111,0.1494,1.644,2.2281,NA,1,NA,1.4896,0.1206,1.2711,1.7444,NA,1,NA,1.8749,0.1476,1.6085,2.187,NA,1,NA,1.5059,0.1214,1.2877,1.7667,NA,1,0.1,0.1044,0.0352,0.0506,0.184,1,1,0.1,0.1104,0.0389,0.0512,0.1978,1,1,0.1,0.0859,0.025,0.0473,0.1441,1,1,0.1,0.071,0.0183,0.0423,0.113,1,1,1,1.0138,0.0379,0.9427,1.0909,1,1,1,0.9624,0.035,0.896,1.0333,1,1,0.3,0.3162,0.0264,0.2656,0.3692,1,1,0.3,0.3162,0.0264,0.2656,0.3692,1,1
