Condition,Replication,Parameter,ESS,RHAT
Study1_Tb3_N100,91,Level2Sigma[5],575,1.0015
Study1_Tb3_N100,91,Level2Sigma[6],508,1.0005
Study1_Tb3_N100,91,Level2Sigma[7],467,1.0017
Study1_Tb3_N100,91,Level2Sigma[8],632,1.0011
Study1_Tb3_N100,91,"sigma_innovation[1,1]",378,1.0071
Study1_Tb3_N100,91,"sigma_innovation[2,1]",529,1.0079
Study1_Tb3_N100,91,"sigma_innovation[1,2]",529,1.0079
Study1_Tb3_N100,91,"sigma_innovation[2,2]",614,1.0001
Study1_Tb3_N100,92,Level2Mean[1],7396,1
Study1_Tb3_N100,92,Level2Mean[2],16897,1
Study1_Tb3_N100,92,Level2Mean[3],16660,1.0002
Study1_Tb3_N100,92,Level2Mean[4],28099,1
Study1_Tb3_N100,92,Level2Mean[5],290,1.0018
Study1_Tb3_N100,92,Level2Mean[6],152,1.0013
Study1_Tb3_N100,92,Level2Mean[7],291,1.0001
Study1_Tb3_N100,92,Level2Mean[8],281,1.0011
Study1_Tb3_N100,92,Level2Sigma[1],1950,1.0005
Study1_Tb3_N100,92,Level2Sigma[2],1040,1
Study1_Tb3_N100,92,Level2Sigma[3],2221,1.0008
Study1_Tb3_N100,92,Level2Sigma[4],4544,1
Study1_Tb3_N100,92,Level2Sigma[5],694,1.0019
Study1_Tb3_N100,92,Level2Sigma[6],427,1.0105
Study1_Tb3_N100,92,Level2Sigma[7],725,1.0029
Study1_Tb3_N100,92,Level2Sigma[8],537,1
Study1_Tb3_N100,92,"sigma_innovation[1,1]",1322,1.0008
Study1_Tb3_N100,92,"sigma_innovation[2,1]",1278,1
Study1_Tb3_N100,92,"sigma_innovation[1,2]",1278,1
Study1_Tb3_N100,92,"sigma_innovation[2,2]",411,1.0009
Study1_Tb3_N100,93,Level2Mean[1],20468,1.0003
Study1_Tb3_N100,93,Level2Mean[2],24940,1
Study1_Tb3_N100,93,Level2Mean[3],29584,1
Study1_Tb3_N100,93,Level2Mean[4],33592,1.0001
Study1_Tb3_N100,93,Level2Mean[5],271,1.0018
Study1_Tb3_N100,93,Level2Mean[6],240,1.0015
Study1_Tb3_N100,93,Level2Mean[7],260,1.0001
Study1_Tb3_N100,93,Level2Mean[8],344,1.001
Study1_Tb3_N100,93,Level2Sigma[1],1998,1.0007
Study1_Tb3_N100,93,Level2Sigma[2],2552,1
Study1_Tb3_N100,93,Level2Sigma[3],6475,1
Study1_Tb3_N100,93,Level2Sigma[4],24143,1
Study1_Tb3_N100,93,Level2Sigma[5],421,1.0001
Study1_Tb3_N100,93,Level2Sigma[6],524,1.0035
Study1_Tb3_N100,93,Level2Sigma[7],379,1.0002
Study1_Tb3_N100,93,Level2Sigma[8],517,1.0002
Study1_Tb3_N100,93,"sigma_innovation[1,1]",589,1.0008
Study1_Tb3_N100,93,"sigma_innovation[2,1]",503,1
Study1_Tb3_N100,93,"sigma_innovation[1,2]",503,1
Study1_Tb3_N100,93,"sigma_innovation[2,2]",603,1.0002
Study1_Tb3_N100,94,Level2Mean[1],11288,1
Study1_Tb3_N100,94,Level2Mean[2],18373,1
Study1_Tb3_N100,94,Level2Mean[3],20630,1
Study1_Tb3_N100,94,Level2Mean[4],32786,1
Study1_Tb3_N100,94,Level2Mean[5],141,1.0005
Study1_Tb3_N100,94,Level2Mean[6],215,1
Study1_Tb3_N100,94,Level2Mean[7],364,1.0016
Study1_Tb3_N100,94,Level2Mean[8],245,1.0004
Study1_Tb3_N100,94,Level2Sigma[1],713,1.0001
Study1_Tb3_N100,94,Level2Sigma[2],2404,1.0002
Study1_Tb3_N100,94,Level2Sigma[3],2533,1.0002
Study1_Tb3_N100,94,Level2Sigma[4],19864,1
Study1_Tb3_N100,94,Level2Sigma[5],746,1.0014
Study1_Tb3_N100,94,Level2Sigma[6],630,1.0013
Study1_Tb3_N100,94,Level2Sigma[7],406,1.0045
Study1_Tb3_N100,94,Level2Sigma[8],679,1
Study1_Tb3_N100,94,"sigma_innovation[1,1]",336,1.0004
Study1_Tb3_N100,94,"sigma_innovation[2,1]",923,1
Study1_Tb3_N100,94,"sigma_innovation[1,2]",923,1
Study1_Tb3_N100,94,"sigma_innovation[2,2]",651,1.0002
Study1_Tb3_N100,95,Level2Mean[1],17580,1
Study1_Tb3_N100,95,Level2Mean[2],22442,1
Study1_Tb3_N100,95,Level2Mean[3],20832,1.0002
Study1_Tb3_N100,95,Level2Mean[4],30746,1.0001
Study1_Tb3_N100,95,Level2Mean[5],197,1.0033
Study1_Tb3_N100,95,Level2Mean[6],203,1.0003
Study1_Tb3_N100,95,Level2Mean[7],324,1.0024
Study1_Tb3_N100,95,Level2Mean[8],341,1.0013
Study1_Tb3_N100,95,Level2Sigma[1],1871,1.0023
Study1_Tb3_N100,95,Level2Sigma[2],2043,1
Study1_Tb3_N100,95,Level2Sigma[3],3295,1.0009
Study1_Tb3_N100,95,Level2Sigma[4],10820,1
Study1_Tb3_N100,95,Level2Sigma[5],668,1.0001
Study1_Tb3_N100,95,Level2Sigma[6],613,1.0001
Study1_Tb3_N100,95,Level2Sigma[7],573,1.0005
Study1_Tb3_N100,95,Level2Sigma[8],423,1
Study1_Tb3_N100,95,"sigma_innovation[1,1]",539,1.0025
Study1_Tb3_N100,95,"sigma_innovation[2,1]",756,1.0019
Study1_Tb3_N100,95,"sigma_innovation[1,2]",756,1.0019
Study1_Tb3_N100,95,"sigma_innovation[2,2]",489,1
Study1_Tb3_N100,96,Level2Mean[1],11593,1
Study1_Tb3_N100,96,Level2Mean[2],9716,1
Study1_Tb3_N100,96,Level2Mean[3],27761,1
Study1_Tb3_N100,96,Level2Mean[4],28939,1.0001
Study1_Tb3_N100,96,Level2Mean[5],271,1.0084
Study1_Tb3_N100,96,Level2Mean[6],297,1
Study1_Tb3_N100,96,Level2Mean[7],281,1
Study1_Tb3_N100,96,Level2Mean[8],655,1.0015
Study1_Tb3_N100,96,Level2Sigma[1],930,1.0014
Study1_Tb3_N100,96,Level2Sigma[2],1284,1
Study1_Tb3_N100,96,Level2Sigma[3],6838,1.0005
Study1_Tb3_N100,96,Level2Sigma[4],9754,1
Study1_Tb3_N100,96,Level2Sigma[5],597,1.0006
Study1_Tb3_N100,96,Level2Sigma[6],431,1
Study1_Tb3_N100,96,Level2Sigma[7],557,1.0002
Study1_Tb3_N100,96,Level2Sigma[8],472,1.0003
Study1_Tb3_N100,96,"sigma_innovation[1,1]",555,1.0026
Study1_Tb3_N100,96,"sigma_innovation[2,1]",962,1.0001
Study1_Tb3_N100,96,"sigma_innovation[1,2]",962,1.0001
Study1_Tb3_N100,96,"sigma_innovation[2,2]",964,1
Study1_Tb3_N100,97,Level2Mean[1],16041,1
Study1_Tb3_N100,97,Level2Mean[2],24330,1
Study1_Tb3_N100,97,Level2Mean[3],29039,1
Study1_Tb3_N100,97,Level2Mean[4],33849,1
Study1_Tb3_N100,97,Level2Mean[5],173,1.0071
Study1_Tb3_N100,97,Level2Mean[6],185,1.0007
Study1_Tb3_N100,97,Level2Mean[7],296,1.0004
Study1_Tb3_N100,97,Level2Mean[8],301,1.0004
Study1_Tb3_N100,97,Level2Sigma[1],932,1.0018
Study1_Tb3_N100,97,Level2Sigma[2],3508,1.0001
Study1_Tb3_N100,97,Level2Sigma[3],6679,1.0006
Study1_Tb3_N100,97,Level2Sigma[4],13465,1
Study1_Tb3_N100,97,Level2Sigma[5],511,1.003
Study1_Tb3_N100,97,Level2Sigma[6],672,1.0009
Study1_Tb3_N100,97,Level2Sigma[7],457,1.0001
Study1_Tb3_N100,97,Level2Sigma[8],614,1.0011
Study1_Tb3_N100,97,"sigma_innovation[1,1]",343,1.0044
Study1_Tb3_N100,97,"sigma_innovation[2,1]",524,1.001
Study1_Tb3_N100,97,"sigma_innovation[1,2]",524,1.001
Study1_Tb3_N100,97,"sigma_innovation[2,2]",496,1.0002
Study1_Tb3_N100,98,Level2Mean[1],17975,1
Study1_Tb3_N100,98,Level2Mean[2],17289,1
Study1_Tb3_N100,98,Level2Mean[3],25959,1
Study1_Tb3_N100,98,Level2Mean[4],32713,1
Study1_Tb3_N100,98,Level2Mean[5],200,1.0021
Study1_Tb3_N100,98,Level2Mean[6],277,1
Study1_Tb3_N100,98,Level2Mean[7],282,1.0013
Study1_Tb3_N100,98,Level2Mean[8],455,1.0003
Study1_Tb3_N100,98,Level2Sigma[1],1213,1.0005
Study1_Tb3_N100,98,Level2Sigma[2],2220,1.0001
Study1_Tb3_N100,98,Level2Sigma[3],2594,1.0008
Study1_Tb3_N100,98,Level2Sigma[4],11499,1
Study1_Tb3_N100,98,Level2Sigma[5],442,1.001
Study1_Tb3_N100,98,Level2Sigma[6],580,1.0005
Study1_Tb3_N100,98,Level2Sigma[7],434,1.0101
Study1_Tb3_N100,98,Level2Sigma[8],406,1.0152
Study1_Tb3_N100,98,"sigma_innovation[1,1]",384,1.0034
Study1_Tb3_N100,98,"sigma_innovation[2,1]",779,1.0003
Study1_Tb3_N100,98,"sigma_innovation[1,2]",779,1.0003
Study1_Tb3_N100,98,"sigma_innovation[2,2]",815,1
Study1_Tb3_N100,99,Level2Mean[1],14969,1
Study1_Tb3_N100,99,Level2Mean[2],20853,1.0001
Study1_Tb3_N100,99,Level2Mean[3],17707,1
Study1_Tb3_N100,99,Level2Mean[4],30854,1
Study1_Tb3_N100,99,Level2Mean[5],181,1.0013
Study1_Tb3_N100,99,Level2Mean[6],186,1.0064
Study1_Tb3_N100,99,Level2Mean[7],215,1.0025
Study1_Tb3_N100,99,Level2Mean[8],319,1.0009
Study1_Tb3_N100,99,Level2Sigma[1],794,1.0002
Study1_Tb3_N100,99,Level2Sigma[2],1785,1.0017
Study1_Tb3_N100,99,Level2Sigma[3],2779,1.0001
Study1_Tb3_N100,99,Level2Sigma[4],9646,1.0003
Study1_Tb3_N100,99,Level2Sigma[5],378,1.0003
Study1_Tb3_N100,99,Level2Sigma[6],706,1.0049
Study1_Tb3_N100,99,Level2Sigma[7],476,1.0023
Study1_Tb3_N100,99,Level2Sigma[8],647,1.0027
Study1_Tb3_N100,99,"sigma_innovation[1,1]",406,1.0005
Study1_Tb3_N100,99,"sigma_innovation[2,1]",461,1.0004
Study1_Tb3_N100,99,"sigma_innovation[1,2]",461,1.0004
Study1_Tb3_N100,99,"sigma_innovation[2,2]",368,1.0029
Study1_Tb3_N100,100,Level2Mean[1],21832,1.0001
Study1_Tb3_N100,100,Level2Mean[2],21079,1
Study1_Tb3_N100,100,Level2Mean[3],27048,1
Study1_Tb3_N100,100,Level2Mean[4],31933,1
Study1_Tb3_N100,100,Level2Mean[5],166,1.0009
Study1_Tb3_N100,100,Level2Mean[6],165,1.0009
Study1_Tb3_N100,100,Level2Mean[7],220,1.0026
Study1_Tb3_N100,100,Level2Mean[8],318,1.0029
Study1_Tb3_N100,100,Level2Sigma[1],1528,1.0001
Study1_Tb3_N100,100,Level2Sigma[2],2745,1
Study1_Tb3_N100,100,Level2Sigma[3],3213,1
Study1_Tb3_N100,100,Level2Sigma[4],12162,1
Study1_Tb3_N100,100,Level2Sigma[5],578,1.0001
Study1_Tb3_N100,100,Level2Sigma[6],683,1
Study1_Tb3_N100,100,Level2Sigma[7],529,1
Study1_Tb3_N100,100,Level2Sigma[8],705,1.0109
Study1_Tb3_N100,100,"sigma_innovation[1,1]",315,1.0009
Study1_Tb3_N100,100,"sigma_innovation[2,1]",552,1.0005
Study1_Tb3_N100,100,"sigma_innovation[1,2]",552,1.0005
Study1_Tb3_N100,100,"sigma_innovation[2,2]",462,1
