Condition,Replication,Parameter,ESS,RHAT
Study1_Tb3_N500,23,Level2Sigma[4],8961,1.0002
Study1_Tb3_N500,23,Level2Sigma[5],137,1
Study1_Tb3_N500,23,Level2Sigma[6],186,1.0004
Study1_Tb3_N500,23,Level2Sigma[7],180,1.0068
Study1_Tb3_N500,23,Level2Sigma[8],201,1.0026
Study1_Tb3_N500,23,"sigma_innovation[1,1]",239,1.0002
Study1_Tb3_N500,23,"sigma_innovation[2,1]",412,1.0023
Study1_Tb3_N500,23,"sigma_innovation[1,2]",412,1.0023
Study1_Tb3_N500,23,"sigma_innovation[2,2]",242,1.0041
Study1_Tb3_N500,24,Level2Mean[1],18728,1
Study1_Tb3_N500,24,Level2Mean[2],20504,1
Study1_Tb3_N500,24,Level2Mean[3],27521,1
Study1_Tb3_N500,24,Level2Mean[4],32256,1
Study1_Tb3_N500,24,Level2Mean[5],158,1.0005
Study1_Tb3_N500,24,Level2Mean[6],187,1.0107
Study1_Tb3_N500,24,Level2Mean[7],336,1.0001
Study1_Tb3_N500,24,Level2Mean[8],227,1.0003
Study1_Tb3_N500,24,Level2Sigma[1],784,1.0001
Study1_Tb3_N500,24,Level2Sigma[2],1343,1.0026
Study1_Tb3_N500,24,Level2Sigma[3],3032,1.0002
Study1_Tb3_N500,24,Level2Sigma[4],7595,1.0002
Study1_Tb3_N500,24,Level2Sigma[5],159,1.0034
Study1_Tb3_N500,24,Level2Sigma[6],142,1.0001
Study1_Tb3_N500,24,Level2Sigma[7],157,1.0156
Study1_Tb3_N500,24,Level2Sigma[8],199,1.0018
Study1_Tb3_N500,24,"sigma_innovation[1,1]",311,1.0004
Study1_Tb3_N500,24,"sigma_innovation[2,1]",561,1.0001
Study1_Tb3_N500,24,"sigma_innovation[1,2]",561,1.0001
Study1_Tb3_N500,24,"sigma_innovation[2,2]",364,1.0128
Study1_Tb3_N500,25,Level2Mean[1],19589,1
Study1_Tb3_N500,25,Level2Mean[2],20983,1.0001
Study1_Tb3_N500,25,Level2Mean[3],26534,1.0002
Study1_Tb3_N500,25,Level2Mean[4],31362,1
Study1_Tb3_N500,25,Level2Mean[5],198,1.0101
Study1_Tb3_N500,25,Level2Mean[6],143,1.0046
Study1_Tb3_N500,25,Level2Mean[7],193,1.0068
Study1_Tb3_N500,25,Level2Mean[8],167,1.0017
Study1_Tb3_N500,25,Level2Sigma[1],1391,1.0021
Study1_Tb3_N500,25,Level2Sigma[2],1050,1.0002
Study1_Tb3_N500,25,Level2Sigma[3],3625,1.0006
Study1_Tb3_N500,25,Level2Sigma[4],10746,1
Study1_Tb3_N500,25,Level2Sigma[5],165,1.034
Study1_Tb3_N500,25,Level2Sigma[6],180,1.0006
Study1_Tb3_N500,25,Level2Sigma[7],123,1.0204
Study1_Tb3_N500,25,Level2Sigma[8],206,1.0008
Study1_Tb3_N500,25,"sigma_innovation[1,1]",423,1.0102
Study1_Tb3_N500,25,"sigma_innovation[2,1]",435,1.0009
Study1_Tb3_N500,25,"sigma_innovation[1,2]",435,1.0009
Study1_Tb3_N500,25,"sigma_innovation[2,2]",275,1.0024
Study1_Tb3_N500,26,Level2Mean[1],16177,1.0001
Study1_Tb3_N500,26,Level2Mean[2],22113,1
Study1_Tb3_N500,26,Level2Mean[3],20940,1
Study1_Tb3_N500,26,Level2Mean[4],33918,1
Study1_Tb3_N500,26,Level2Mean[5],214,1.0123
Study1_Tb3_N500,26,Level2Mean[6],185,1.0088
Study1_Tb3_N500,26,Level2Mean[7],203,1.0194
Study1_Tb3_N500,26,Level2Mean[8],298,1.0052
Study1_Tb3_N500,26,Level2Sigma[1],886,1.0026
Study1_Tb3_N500,26,Level2Sigma[2],2005,1.0013
Study1_Tb3_N500,26,Level2Sigma[3],2276,1.001
Study1_Tb3_N500,26,Level2Sigma[4],18019,1
Study1_Tb3_N500,26,Level2Sigma[5],132,1.0033
Study1_Tb3_N500,26,Level2Sigma[6],171,1.0068
Study1_Tb3_N500,26,Level2Sigma[7],163,1.0012
Study1_Tb3_N500,26,Level2Sigma[8],138,1.0078
Study1_Tb3_N500,26,"sigma_innovation[1,1]",308,1.0046
Study1_Tb3_N500,26,"sigma_innovation[2,1]",536,1.0023
Study1_Tb3_N500,26,"sigma_innovation[1,2]",536,1.0023
Study1_Tb3_N500,26,"sigma_innovation[2,2]",487,1.0003
Study1_Tb3_N500,27,Level2Mean[1],20025,1
Study1_Tb3_N500,27,Level2Mean[2],22428,1.0001
Study1_Tb3_N500,27,Level2Mean[3],26352,1
Study1_Tb3_N500,27,Level2Mean[4],34647,1.0001
Study1_Tb3_N500,27,Level2Mean[5],121,1.0201
Study1_Tb3_N500,27,Level2Mean[6],182,1.0028
Study1_Tb3_N500,27,Level2Mean[7],204,1.0041
Study1_Tb3_N500,27,Level2Mean[8],239,1.0014
Study1_Tb3_N500,27,Level2Sigma[1],807,1.0042
Study1_Tb3_N500,27,Level2Sigma[2],1347,1.0007
Study1_Tb3_N500,27,Level2Sigma[3],2120,1.0026
Study1_Tb3_N500,27,Level2Sigma[4],12344,1.0001
Study1_Tb3_N500,27,Level2Sigma[5],168,1.0059
Study1_Tb3_N500,27,Level2Sigma[6],115,1.0008
Study1_Tb3_N500,27,Level2Sigma[7],142,1.0049
Study1_Tb3_N500,27,Level2Sigma[8],165,1.001
Study1_Tb3_N500,27,"sigma_innovation[1,1]",198,1.012
Study1_Tb3_N500,27,"sigma_innovation[2,1]",395,1.0071
Study1_Tb3_N500,27,"sigma_innovation[1,2]",395,1.0071
Study1_Tb3_N500,27,"sigma_innovation[2,2]",470,1.0042
Study1_Tb3_N500,28,Level2Mean[1],18958,1
Study1_Tb3_N500,28,Level2Mean[2],17493,1
Study1_Tb3_N500,28,Level2Mean[3],27468,1
Study1_Tb3_N500,28,Level2Mean[4],31952,1
Study1_Tb3_N500,28,Level2Mean[5],111,1.0109
Study1_Tb3_N500,28,Level2Mean[6],150,1.0389
Study1_Tb3_N500,28,Level2Mean[7],211,1.0132
Study1_Tb3_N500,28,Level2Mean[8],274,1.0028
Study1_Tb3_N500,28,Level2Sigma[1],748,1.0046
Study1_Tb3_N500,28,Level2Sigma[2],734,1.0128
Study1_Tb3_N500,28,Level2Sigma[3],2356,1.0011
Study1_Tb3_N500,28,Level2Sigma[4],8485,1.0007
Study1_Tb3_N500,28,Level2Sigma[5],187,1.01
Study1_Tb3_N500,28,Level2Sigma[6],150,1.0107
Study1_Tb3_N500,28,Level2Sigma[7],134,1.0022
Study1_Tb3_N500,28,Level2Sigma[8],135,1.012
Study1_Tb3_N500,28,"sigma_innovation[1,1]",180,1.0097
Study1_Tb3_N500,28,"sigma_innovation[2,1]",494,1.0008
Study1_Tb3_N500,28,"sigma_innovation[1,2]",494,1.0008
Study1_Tb3_N500,28,"sigma_innovation[2,2]",323,1.0184
Study1_Tb3_N500,29,Level2Mean[1],18227,1
Study1_Tb3_N500,29,Level2Mean[2],21325,1.0001
Study1_Tb3_N500,29,Level2Mean[3],26366,1
Study1_Tb3_N500,29,Level2Mean[4],32369,1
Study1_Tb3_N500,29,Level2Mean[5],226,1.005
Study1_Tb3_N500,29,Level2Mean[6],135,1.0019
Study1_Tb3_N500,29,Level2Mean[7],326,1.0008
Study1_Tb3_N500,29,Level2Mean[8],209,1.0141
Study1_Tb3_N500,29,Level2Sigma[1],1213,1.0001
Study1_Tb3_N500,29,Level2Sigma[2],1547,1.0004
Study1_Tb3_N500,29,Level2Sigma[3],3925,1.0003
Study1_Tb3_N500,29,Level2Sigma[4],18929,1.0002
Study1_Tb3_N500,29,Level2Sigma[5],149,1.0014
Study1_Tb3_N500,29,Level2Sigma[6],164,1.0041
Study1_Tb3_N500,29,Level2Sigma[7],137,1.0083
Study1_Tb3_N500,29,Level2Sigma[8],179,1
Study1_Tb3_N500,29,"sigma_innovation[1,1]",479,1.0008
Study1_Tb3_N500,29,"sigma_innovation[2,1]",757,1.0009
Study1_Tb3_N500,29,"sigma_innovation[1,2]",757,1.0009
Study1_Tb3_N500,29,"sigma_innovation[2,2]",318,1.0004
Study1_Tb3_N500,30,Level2Mean[1],20888,1
Study1_Tb3_N500,30,Level2Mean[2],18864,1
Study1_Tb3_N500,30,Level2Mean[3],25205,1
Study1_Tb3_N500,30,Level2Mean[4],31301,1
Study1_Tb3_N500,30,Level2Mean[5],84,1.0061
Study1_Tb3_N500,30,Level2Mean[6],218,1.0009
Study1_Tb3_N500,30,Level2Mean[7],151,1.0009
Study1_Tb3_N500,30,Level2Mean[8],206,1.0021
Study1_Tb3_N500,30,Level2Sigma[1],1038,1.0011
Study1_Tb3_N500,30,Level2Sigma[2],669,1
Study1_Tb3_N500,30,Level2Sigma[3],2047,1.0014
Study1_Tb3_N500,30,Level2Sigma[4],4489,1
Study1_Tb3_N500,30,Level2Sigma[5],164,1.0287
Study1_Tb3_N500,30,Level2Sigma[6],136,1.0017
Study1_Tb3_N500,30,Level2Sigma[7],165,1.0002
Study1_Tb3_N500,30,Level2Sigma[8],101,1.002
Study1_Tb3_N500,30,"sigma_innovation[1,1]",171,1.0027
Study1_Tb3_N500,30,"sigma_innovation[2,1]",418,1
Study1_Tb3_N500,30,"sigma_innovation[1,2]",418,1
Study1_Tb3_N500,30,"sigma_innovation[2,2]",481,1.0003
Study1_Tb3_N500,31,Level2Mean[1],19475,1
Study1_Tb3_N500,31,Level2Mean[2],21629,1
Study1_Tb3_N500,31,Level2Mean[3],27615,1
Study1_Tb3_N500,31,Level2Mean[4],33448,1
Study1_Tb3_N500,31,Level2Mean[5],188,1.0014
Study1_Tb3_N500,31,Level2Mean[6],221,1.0014
Study1_Tb3_N500,31,Level2Mean[7],214,1.0028
Study1_Tb3_N500,31,Level2Mean[8],277,1.002
Study1_Tb3_N500,31,Level2Sigma[1],1103,1.0003
Study1_Tb3_N500,31,Level2Sigma[2],2254,1.0003
Study1_Tb3_N500,31,Level2Sigma[3],2727,1.0001
Study1_Tb3_N500,31,Level2Sigma[4],19035,1
Study1_Tb3_N500,31,Level2Sigma[5],144,1.0005
Study1_Tb3_N500,31,Level2Sigma[6],161,1.0074
Study1_Tb3_N500,31,Level2Sigma[7],184,1.0015
Study1_Tb3_N500,31,Level2Sigma[8],195,1
Study1_Tb3_N500,31,"sigma_innovation[1,1]",372,1.0005
Study1_Tb3_N500,31,"sigma_innovation[2,1]",478,1.0005
Study1_Tb3_N500,31,"sigma_innovation[1,2]",478,1.0005
Study1_Tb3_N500,31,"sigma_innovation[2,2]",676,1.0007
Study1_Tb3_N500,32,Level2Mean[1],19059,1
Study1_Tb3_N500,32,Level2Mean[2],21354,1
Study1_Tb3_N500,32,Level2Mean[3],28492,1
Study1_Tb3_N500,32,Level2Mean[4],31687,1
Study1_Tb3_N500,32,Level2Mean[5],211,1.0002
Study1_Tb3_N500,32,Level2Mean[6],179,1.0087
Study1_Tb3_N500,32,Level2Mean[7],211,1.0095
Study1_Tb3_N500,32,Level2Mean[8],388,1
Study1_Tb3_N500,32,Level2Sigma[1],1478,1
Study1_Tb3_N500,32,Level2Sigma[2],1738,1.0014
Study1_Tb3_N500,32,Level2Sigma[3],4518,1.0001
Study1_Tb3_N500,32,Level2Sigma[4],10088,1.0001
Study1_Tb3_N500,32,Level2Sigma[5],151,1
Study1_Tb3_N500,32,Level2Sigma[6],139,1.0024
Study1_Tb3_N500,32,Level2Sigma[7],188,1.0145
Study1_Tb3_N500,32,Level2Sigma[8],169,1.0003
Study1_Tb3_N500,32,"sigma_innovation[1,1]",502,1.0002
Study1_Tb3_N500,32,"sigma_innovation[2,1]",586,1.0014
Study1_Tb3_N500,32,"sigma_innovation[1,2]",586,1.0014
Study1_Tb3_N500,32,"sigma_innovation[2,2]",660,1.0041
Study1_Tb3_N500,33,Level2Mean[1],17596,1
Study1_Tb3_N500,33,Level2Mean[2],22309,1.0002
Study1_Tb3_N500,33,Level2Mean[3],25207,1
Study1_Tb3_N500,33,Level2Mean[4],33434,1
Study1_Tb3_N500,33,Level2Mean[5],134,1.0191
Study1_Tb3_N500,33,Level2Mean[6],159,1.0232
Study1_Tb3_N500,33,Level2Mean[7],229,1.0072
Study1_Tb3_N500,33,Level2Mean[8],162,1.0052
Study1_Tb3_N500,33,Level2Sigma[1],1004,1.0059
Study1_Tb3_N500,33,Level2Sigma[2],2474,1.0019
Study1_Tb3_N500,33,Level2Sigma[3],3146,1.0022
Study1_Tb3_N500,33,Level2Sigma[4],12658,1.0006
Study1_Tb3_N500,33,Level2Sigma[5],181,1.0063
Study1_Tb3_N500,33,Level2Sigma[6],163,1.0169
Study1_Tb3_N500,33,Level2Sigma[7],182,1.0044
Study1_Tb3_N500,33,Level2Sigma[8],181,1.0017
Study1_Tb3_N500,33,"sigma_innovation[1,1]",261,1.011
Study1_Tb3_N500,33,"sigma_innovation[2,1]",435,1.0002
Study1_Tb3_N500,33,"sigma_innovation[1,2]",435,1.0002
Study1_Tb3_N500,33,"sigma_innovation[2,2]",392,1.0053
Study1_Tb3_N500,34,Level2Mean[1],18117,1.0001
Study1_Tb3_N500,34,Level2Mean[2],19705,1
Study1_Tb3_N500,34,Level2Mean[3],27324,1
Study1_Tb3_N500,34,Level2Mean[4],32891,1.0001
Study1_Tb3_N500,34,Level2Mean[5],330,1.0025
Study1_Tb3_N500,34,Level2Mean[6],225,1.0033
Study1_Tb3_N500,34,Level2Mean[7],168,1.0102
Study1_Tb3_N500,34,Level2Mean[8],346,1.0001
Study1_Tb3_N500,34,Level2Sigma[1],1484,1.0004
Study1_Tb3_N500,34,Level2Sigma[2],943,1.0021
Study1_Tb3_N500,34,Level2Sigma[3],6210,1.0004
Study1_Tb3_N500,34,Level2Sigma[4],10551,1.0001
Study1_Tb3_N500,34,Level2Sigma[5],169,1.0223
Study1_Tb3_N500,34,Level2Sigma[6],148,1.0009
Study1_Tb3_N500,34,Level2Sigma[7],171,1.0097
Study1_Tb3_N500,34,Level2Sigma[8],154,1.002
Study1_Tb3_N500,34,"sigma_innovation[1,1]",747,1.0004
Study1_Tb3_N500,34,"sigma_innovation[2,1]",476,1.0032
Study1_Tb3_N500,34,"sigma_innovation[1,2]",476,1.0032
Study1_Tb3_N500,34,"sigma_innovation[2,2]",465,1.0003
Study1_Tb3_N500,35,Level2Mean[1],22012,1
Study1_Tb3_N500,35,Level2Mean[2],21686,1
Study1_Tb3_N500,35,Level2Mean[3],27400,1
Study1_Tb3_N500,35,Level2Mean[4],33530,1
Study1_Tb3_N500,35,Level2Mean[5],234,1.0146
Study1_Tb3_N500,35,Level2Mean[6],219,1.0036
Study1_Tb3_N500,35,Level2Mean[7],208,1.0052
Study1_Tb3_N500,35,Level2Mean[8],183,1.0219
Study1_Tb3_N500,35,Level2Sigma[1],1781,1.0012
Study1_Tb3_N500,35,Level2Sigma[2],1235,1.0015
Study1_Tb3_N500,35,Level2Sigma[3],5280,1.0009
Study1_Tb3_N500,35,Level2Sigma[4],11797,1.0001
Study1_Tb3_N500,35,Level2Sigma[5],144,1.0169
Study1_Tb3_N500,35,Level2Sigma[6],126,1
Study1_Tb3_N500,35,Level2Sigma[7],179,1.0005
Study1_Tb3_N500,35,Level2Sigma[8],214,1.0001
Study1_Tb3_N500,35,"sigma_innovation[1,1]",464,1.0031
Study1_Tb3_N500,35,"sigma_innovation[2,1]",448,1.0019
Study1_Tb3_N500,35,"sigma_innovation[1,2]",448,1.0019
Study1_Tb3_N500,35,"sigma_innovation[2,2]",553,1.0007
Study1_Tb3_N500,36,Level2Mean[1],17751,1.0001
Study1_Tb3_N500,36,Level2Mean[2],18058,1.0002
Study1_Tb3_N500,36,Level2Mean[3],25093,1
Study1_Tb3_N500,36,Level2Mean[4],32778,1
Study1_Tb3_N500,36,Level2Mean[5],133,1.0037
Study1_Tb3_N500,36,Level2Mean[6],167,1
Study1_Tb3_N500,36,Level2Mean[7],180,1.0008
Study1_Tb3_N500,36,Level2Mean[8],196,1.0009
Study1_Tb3_N500,36,Level2Sigma[1],1328,1.001
Study1_Tb3_N500,36,Level2Sigma[2],986,1
Study1_Tb3_N500,36,Level2Sigma[3],3395,1.0002
Study1_Tb3_N500,36,Level2Sigma[4],8806,1
Study1_Tb3_N500,36,Level2Sigma[5],182,1.006
Study1_Tb3_N500,36,Level2Sigma[6],141,1.0002
Study1_Tb3_N500,36,Level2Sigma[7],153,1.0172
Study1_Tb3_N500,36,Level2Sigma[8],181,1.0027
Study1_Tb3_N500,36,"sigma_innovation[1,1]",374,1.0008
Study1_Tb3_N500,36,"sigma_innovation[2,1]",500,1.0003
Study1_Tb3_N500,36,"sigma_innovation[1,2]",500,1.0003
Study1_Tb3_N500,36,"sigma_innovation[2,2]",388,1.0006
Study1_Tb3_N500,37,Level2Mean[1],18579,1
Study1_Tb3_N500,37,Level2Mean[2],20647,1.0001
Study1_Tb3_N500,37,Level2Mean[3],28036,1
Study1_Tb3_N500,37,Level2Mean[4],30959,1
Study1_Tb3_N500,37,Level2Mean[5],175,1.0029
Study1_Tb3_N500,37,Level2Mean[6],187,1.0001
Study1_Tb3_N500,37,Level2Mean[7],269,1.0032
Study1_Tb3_N500,37,Level2Mean[8],212,1
Study1_Tb3_N500,37,Level2Sigma[1],1398,1.0006
Study1_Tb3_N500,37,Level2Sigma[2],1231,1
Study1_Tb3_N500,37,Level2Sigma[3],5106,1.0007
Study1_Tb3_N500,37,Level2Sigma[4],8914,1
Study1_Tb3_N500,37,Level2Sigma[5],153,1.0191
Study1_Tb3_N500,37,Level2Sigma[6],150,1.0281
Study1_Tb3_N500,37,Level2Sigma[7],165,1.0147
Study1_Tb3_N500,37,Level2Sigma[8],203,1.0063
Study1_Tb3_N500,37,"sigma_innovation[1,1]",335,1.0007
Study1_Tb3_N500,37,"sigma_innovation[2,1]",495,1.0019
Study1_Tb3_N500,37,"sigma_innovation[1,2]",495,1.0019
Study1_Tb3_N500,37,"sigma_innovation[2,2]",473,1.0002
Study1_Tb3_N500,38,Level2Mean[1],18119,1
Study1_Tb3_N500,38,Level2Mean[2],17347,1
Study1_Tb3_N500,38,Level2Mean[3],27552,1
Study1_Tb3_N500,38,Level2Mean[4],31329,1
Study1_Tb3_N500,38,Level2Mean[5],131,1.0163
Study1_Tb3_N500,38,Level2Mean[6],222,1.0011
Study1_Tb3_N500,38,Level2Mean[7],269,1.0015
Study1_Tb3_N500,38,Level2Mean[8],241,1.0185
Study1_Tb3_N500,38,Level2Sigma[1],593,1.0038
Study1_Tb3_N500,38,Level2Sigma[2],747,1.0002
Study1_Tb3_N500,38,Level2Sigma[3],2396,1.0004
Study1_Tb3_N500,38,Level2Sigma[4],3735,1
Study1_Tb3_N500,38,Level2Sigma[5],203,1.0038
Study1_Tb3_N500,38,Level2Sigma[6],141,1.0009
Study1_Tb3_N500,38,Level2Sigma[7],126,1.0008
Study1_Tb3_N500,38,Level2Sigma[8],186,1.0004
Study1_Tb3_N500,38,"sigma_innovation[1,1]",220,1.0088
Study1_Tb3_N500,38,"sigma_innovation[2,1]",674,1
Study1_Tb3_N500,38,"sigma_innovation[1,2]",674,1
Study1_Tb3_N500,38,"sigma_innovation[2,2]",472,1.0004
Study1_Tb3_N500,39,Level2Mean[1],22827,1
Study1_Tb3_N500,39,Level2Mean[2],20049,1
Study1_Tb3_N500,39,Level2Mean[3],27630,1.0001
Study1_Tb3_N500,39,Level2Mean[4],32441,1
Study1_Tb3_N500,39,Level2Mean[5],129,1.0003
Study1_Tb3_N500,39,Level2Mean[6],114,1.0052
Study1_Tb3_N500,39,Level2Mean[7],284,1.0067
Study1_Tb3_N500,39,Level2Mean[8],344,1
Study1_Tb3_N500,39,Level2Sigma[1],1324,1
Study1_Tb3_N500,39,Level2Sigma[2],1030,1.0008
Study1_Tb3_N500,39,Level2Sigma[3],3617,1
Study1_Tb3_N500,39,Level2Sigma[4],10252,1
Study1_Tb3_N500,39,Level2Sigma[5],175,1
Study1_Tb3_N500,39,Level2Sigma[6],154,1
Study1_Tb3_N500,39,Level2Sigma[7],159,1.0227
Study1_Tb3_N500,39,Level2Sigma[8],178,1
Study1_Tb3_N500,39,"sigma_innovation[1,1]",233,1.0005
Study1_Tb3_N500,39,"sigma_innovation[2,1]",591,1.0012
Study1_Tb3_N500,39,"sigma_innovation[1,2]",591,1.0012
Study1_Tb3_N500,39,"sigma_innovation[2,2]",263,1
Study1_Tb3_N500,40,Level2Mean[1],18327,1
Study1_Tb3_N500,40,Level2Mean[2],20146,1
Study1_Tb3_N500,40,Level2Mean[3],27257,1
Study1_Tb3_N500,40,Level2Mean[4],31237,1
Study1_Tb3_N500,40,Level2Mean[5],83,1.0067
Study1_Tb3_N500,40,Level2Mean[6],184,1.0185
Study1_Tb3_N500,40,Level2Mean[7],169,1.0175
Study1_Tb3_N500,40,Level2Mean[8],219,1
Study1_Tb3_N500,40,Level2Sigma[1],657,1.0014
Study1_Tb3_N500,40,Level2Sigma[2],997,1.0034
Study1_Tb3_N500,40,Level2Sigma[3],2382,1.0006
Study1_Tb3_N500,40,Level2Sigma[4],5754,1.0008
Study1_Tb3_N500,40,Level2Sigma[5],181,1.0126
Study1_Tb3_N500,40,Level2Sigma[6],132,1.011
Study1_Tb3_N500,40,Level2Sigma[7],204,1.0039
Study1_Tb3_N500,40,Level2Sigma[8],141,1.0004
Study1_Tb3_N500,40,"sigma_innovation[1,1]",185,1.0035
Study1_Tb3_N500,40,"sigma_innovation[2,1]",455,1.0036
Study1_Tb3_N500,40,"sigma_innovation[1,2]",455,1.0036
Study1_Tb3_N500,40,"sigma_innovation[2,2]",441,1.0046
Study1_Tb3_N500,41,Level2Mean[1],18096,1
Study1_Tb3_N500,41,Level2Mean[2],20977,1
Study1_Tb3_N500,41,Level2Mean[3],27646,1
Study1_Tb3_N500,41,Level2Mean[4],33193,1
Study1_Tb3_N500,41,Level2Mean[5],129,1.0004
Study1_Tb3_N500,41,Level2Mean[6],141,1.0091
Study1_Tb3_N500,41,Level2Mean[7],204,1.0061
Study1_Tb3_N500,41,Level2Mean[8],249,1.003
Study1_Tb3_N500,41,Level2Sigma[1],662,1
Study1_Tb3_N500,41,Level2Sigma[2],1259,1.0013
Study1_Tb3_N500,41,Level2Sigma[3],2430,1
Study1_Tb3_N500,41,Level2Sigma[4],11968,1
Study1_Tb3_N500,41,Level2Sigma[5],165,1.0011
Study1_Tb3_N500,41,Level2Sigma[6],181,1.0038
Study1_Tb3_N500,41,Level2Sigma[7],115,1.0429
Study1_Tb3_N500,41,Level2Sigma[8],182,1.004
Study1_Tb3_N500,41,"sigma_innovation[1,1]",233,1
Study1_Tb3_N500,41,"sigma_innovation[2,1]",439,1.0018
Study1_Tb3_N500,41,"sigma_innovation[1,2]",439,1.0018
Study1_Tb3_N500,41,"sigma_innovation[2,2]",317,1.0007
Study1_Tb3_N500,42,Level2Mean[1],21234,1
Study1_Tb3_N500,42,Level2Mean[2],18251,1
Study1_Tb3_N500,42,Level2Mean[3],25844,1
Study1_Tb3_N500,42,Level2Mean[4],31303,1
Study1_Tb3_N500,42,Level2Mean[5],114,1.0016
Study1_Tb3_N500,42,Level2Mean[6],89,1.0012
Study1_Tb3_N500,42,Level2Mean[7],199,1.0033
Study1_Tb3_N500,42,Level2Mean[8],285,1.0049
Study1_Tb3_N500,42,Level2Sigma[1],1248,1.0006
Study1_Tb3_N500,42,Level2Sigma[2],530,1.0014
Study1_Tb3_N500,42,Level2Sigma[3],2400,1.0002
Study1_Tb3_N500,42,Level2Sigma[4],5399,1.0008
Study1_Tb3_N500,42,Level2Sigma[5],198,1
Study1_Tb3_N500,42,Level2Sigma[6],201,1.0006
Study1_Tb3_N500,42,Level2Sigma[7],176,1.0135
Study1_Tb3_N500,42,Level2Sigma[8],167,1.0141
Study1_Tb3_N500,42,"sigma_innovation[1,1]",229,1.0014
Study1_Tb3_N500,42,"sigma_innovation[2,1]",378,1.003
Study1_Tb3_N500,42,"sigma_innovation[1,2]",378,1.003
Study1_Tb3_N500,42,"sigma_innovation[2,2]",189,1.0017
Study1_Tb3_N500,43,Level2Mean[1],20386,1
Study1_Tb3_N500,43,Level2Mean[2],20200,1.0001
Study1_Tb3_N500,43,Level2Mean[3],28095,1
Study1_Tb3_N500,43,Level2Mean[4],31948,1.0001
Study1_Tb3_N500,43,Level2Mean[5],137,1.0025
Study1_Tb3_N500,43,Level2Mean[6],140,1.0051
Study1_Tb3_N500,43,Level2Mean[7],172,1.0001
Study1_Tb3_N500,43,Level2Mean[8],206,1.0006
Study1_Tb3_N500,43,Level2Sigma[1],679,1.0012
Study1_Tb3_N500,43,Level2Sigma[2],1054,1.0005
Study1_Tb3_N500,43,Level2Sigma[3],2060,1.0004
Study1_Tb3_N500,43,Level2Sigma[4],9738,1.0001
Study1_Tb3_N500,43,Level2Sigma[5],164,1.0316
Study1_Tb3_N500,43,Level2Sigma[6],170,1.0198
Study1_Tb3_N500,43,Level2Sigma[7],139,1.0001
Study1_Tb3_N500,43,Level2Sigma[8],176,1.0215
Study1_Tb3_N500,43,"sigma_innovation[1,1]",249,1.0002
Study1_Tb3_N500,43,"sigma_innovation[2,1]",361,1.0008
Study1_Tb3_N500,43,"sigma_innovation[1,2]",361,1.0008
Study1_Tb3_N500,43,"sigma_innovation[2,2]",261,1.0022
Study1_Tb3_N500,44,Level2Mean[1],18202,1
Study1_Tb3_N500,44,Level2Mean[2],20862,1.0001
Study1_Tb3_N500,44,Level2Mean[3],27665,1
Study1_Tb3_N500,44,Level2Mean[4],32822,1.0001
Study1_Tb3_N500,44,Level2Mean[5],99,1.0137
Study1_Tb3_N500,44,Level2Mean[6],161,1.0235
Study1_Tb3_N500,44,Level2Mean[7],198,1.0221
Study1_Tb3_N500,44,Level2Mean[8],169,1.0005
Study1_Tb3_N500,44,Level2Sigma[1],638,1.0035
Study1_Tb3_N500,44,Level2Sigma[2],1213,1.0041
Study1_Tb3_N500,44,Level2Sigma[3],2595,1.0012
Study1_Tb3_N500,44,Level2Sigma[4],11192,1.0002
Study1_Tb3_N500,44,Level2Sigma[5],173,1.0133
Study1_Tb3_N500,44,Level2Sigma[6],142,1.0046
Study1_Tb3_N500,44,Level2Sigma[7],189,1
Study1_Tb3_N500,44,Level2Sigma[8],171,1.0077
Study1_Tb3_N500,44,"sigma_innovation[1,1]",177,1.0083
Study1_Tb3_N500,44,"sigma_innovation[2,1]",371,1.005
Study1_Tb3_N500,44,"sigma_innovation[1,2]",371,1.005
Study1_Tb3_N500,44,"sigma_innovation[2,2]",383,1.0057
Study1_Tb3_N500,45,Level2Mean[1],17987,1.0003
Study1_Tb3_N500,45,Level2Mean[2],21949,1
Study1_Tb3_N500,45,Level2Mean[3],26867,1
Study1_Tb3_N500,45,Level2Mean[4],33090,1
Study1_Tb3_N500,45,Level2Mean[5],129,1
Study1_Tb3_N500,45,Level2Mean[6],168,1.0084
Study1_Tb3_N500,45,Level2Mean[7],260,1.0105
Study1_Tb3_N500,45,Level2Mean[8],219,1
Study1_Tb3_N500,45,Level2Sigma[1],592,1.0003
Study1_Tb3_N500,45,Level2Sigma[2],1323,1.001
Study1_Tb3_N500,45,Level2Sigma[3],2204,1.0002
Study1_Tb3_N500,45,Level2Sigma[4],9105,1.0002
Study1_Tb3_N500,45,Level2Sigma[5],150,1.0021
Study1_Tb3_N500,45,Level2Sigma[6],171,1.0125
Study1_Tb3_N500,45,Level2Sigma[7],152,1.0012
Study1_Tb3_N500,45,Level2Sigma[8],214,1.0014
Study1_Tb3_N500,45,"sigma_innovation[1,1]",237,1.0001
Study1_Tb3_N500,45,"sigma_innovation[2,1]",449,1.0013
Study1_Tb3_N500,45,"sigma_innovation[1,2]",449,1.0013
Study1_Tb3_N500,45,"sigma_innovation[2,2]",278,1.0014
Study1_Tb3_N500,46,Level2Mean[1],19621,1
