Condition,Replication,Parameter,ESS,RHAT
Study1_Tb3_N500,46,Level2Mean[2],19158,1.0002
Study1_Tb3_N500,46,Level2Mean[3],29558,1.0001
Study1_Tb3_N500,46,Level2Mean[4],32685,1
Study1_Tb3_N500,46,Level2Mean[5],122,1.0006
Study1_Tb3_N500,46,Level2Mean[6],145,1.0012
Study1_Tb3_N500,46,Level2Mean[7],263,1.0006
Study1_Tb3_N500,46,Level2Mean[8],219,1.0028
Study1_Tb3_N500,46,Level2Sigma[1],902,1.0005
Study1_Tb3_N500,46,Level2Sigma[2],637,1.0013
Study1_Tb3_N500,46,Level2Sigma[3],4767,1
Study1_Tb3_N500,46,Level2Sigma[4],4759,1.0001
Study1_Tb3_N500,46,Level2Sigma[5],171,1.0011
Study1_Tb3_N500,46,Level2Sigma[6],140,1.0006
Study1_Tb3_N500,46,Level2Sigma[7],120,1
Study1_Tb3_N500,46,Level2Sigma[8],155,1.031
Study1_Tb3_N500,46,"sigma_innovation[1,1]",241,1.0014
Study1_Tb3_N500,46,"sigma_innovation[2,1]",505,1.0003
Study1_Tb3_N500,46,"sigma_innovation[1,2]",505,1.0003
Study1_Tb3_N500,46,"sigma_innovation[2,2]",276,1.0014
Study1_Tb3_N500,47,Level2Mean[1],18225,1
Study1_Tb3_N500,47,Level2Mean[2],20914,1.0002
Study1_Tb3_N500,47,Level2Mean[3],26213,1
Study1_Tb3_N500,47,Level2Mean[4],33329,1.0001
Study1_Tb3_N500,47,Level2Mean[5],145,1.0051
Study1_Tb3_N500,47,Level2Mean[6],195,1.0003
Study1_Tb3_N500,47,Level2Mean[7],449,1.0005
Study1_Tb3_N500,47,Level2Mean[8],347,1.0005
Study1_Tb3_N500,47,Level2Sigma[1],917,1.0001
Study1_Tb3_N500,47,Level2Sigma[2],1084,1.0003
Study1_Tb3_N500,47,Level2Sigma[3],3305,1
Study1_Tb3_N500,47,Level2Sigma[4],8864,1
Study1_Tb3_N500,47,Level2Sigma[5],192,1.0027
Study1_Tb3_N500,47,Level2Sigma[6],127,1.0204
Study1_Tb3_N500,47,Level2Sigma[7],153,1.0005
Study1_Tb3_N500,47,Level2Sigma[8],152,1.0091
Study1_Tb3_N500,47,"sigma_innovation[1,1]",300,1.0006
Study1_Tb3_N500,47,"sigma_innovation[2,1]",664,1
Study1_Tb3_N500,47,"sigma_innovation[1,2]",664,1
Study1_Tb3_N500,47,"sigma_innovation[2,2]",397,1.0004
Study1_Tb3_N500,48,Level2Mean[1],16350,1.0003
Study1_Tb3_N500,48,Level2Mean[2],23974,1
Study1_Tb3_N500,48,Level2Mean[3],24364,1
Study1_Tb3_N500,48,Level2Mean[4],34720,1.0001
Study1_Tb3_N500,48,Level2Mean[5],174,1.0108
Study1_Tb3_N500,48,Level2Mean[6],181,1.0081
Study1_Tb3_N500,48,Level2Mean[7],179,1.0021
Study1_Tb3_N500,48,Level2Mean[8],244,1
Study1_Tb3_N500,48,Level2Sigma[1],859,1.0033
Study1_Tb3_N500,48,Level2Sigma[2],1387,1.0027
Study1_Tb3_N500,48,Level2Sigma[3],3012,1.0007
Study1_Tb3_N500,48,Level2Sigma[4],16016,1
Study1_Tb3_N500,48,Level2Sigma[5],160,1.012
Study1_Tb3_N500,48,Level2Sigma[6],147,1.0001
Study1_Tb3_N500,48,Level2Sigma[7],154,1
Study1_Tb3_N500,48,Level2Sigma[8],147,1.0059
Study1_Tb3_N500,48,"sigma_innovation[1,1]",351,1.0089
Study1_Tb3_N500,48,"sigma_innovation[2,1]",448,1.0029
Study1_Tb3_N500,48,"sigma_innovation[1,2]",448,1.0029
Study1_Tb3_N500,48,"sigma_innovation[2,2]",419,1.0074
Study1_Tb3_N500,49,Level2Mean[1],22048,1
Study1_Tb3_N500,49,Level2Mean[2],20452,1.0001
Study1_Tb3_N500,49,Level2Mean[3],29458,1
Study1_Tb3_N500,49,Level2Mean[4],33767,1
Study1_Tb3_N500,49,Level2Mean[5],131,1
Study1_Tb3_N500,49,Level2Mean[6],150,1.0009
Study1_Tb3_N500,49,Level2Mean[7],221,1
Study1_Tb3_N500,49,Level2Mean[8],409,1.0042
Study1_Tb3_N500,49,Level2Sigma[1],1253,1
Study1_Tb3_N500,49,Level2Sigma[2],902,1.0011
Study1_Tb3_N500,49,Level2Sigma[3],5744,1.0001
Study1_Tb3_N500,49,Level2Sigma[4],8438,1
Study1_Tb3_N500,49,Level2Sigma[5],182,1
Study1_Tb3_N500,49,Level2Sigma[6],125,1.0229
Study1_Tb3_N500,49,Level2Sigma[7],131,1.0152
Study1_Tb3_N500,49,Level2Sigma[8],150,1.0105
Study1_Tb3_N500,49,"sigma_innovation[1,1]",281,1.0003
Study1_Tb3_N500,49,"sigma_innovation[2,1]",744,1.0012
Study1_Tb3_N500,49,"sigma_innovation[1,2]",744,1.0012
Study1_Tb3_N500,49,"sigma_innovation[2,2]",376,1.0009
Study1_Tb3_N500,50,Level2Mean[1],16717,1.0001
Study1_Tb3_N500,50,Level2Mean[2],23807,1
Study1_Tb3_N500,50,Level2Mean[3],26860,1
Study1_Tb3_N500,50,Level2Mean[4],33161,1
Study1_Tb3_N500,50,Level2Mean[5],128,1.0003
Study1_Tb3_N500,50,Level2Mean[6],168,1.0127
Study1_Tb3_N500,50,Level2Mean[7],132,1.0275
Study1_Tb3_N500,50,Level2Mean[8],183,1.0015
Study1_Tb3_N500,50,Level2Sigma[1],870,1.0003
Study1_Tb3_N500,50,Level2Sigma[2],1782,1.0021
Study1_Tb3_N500,50,Level2Sigma[3],3382,1
Study1_Tb3_N500,50,Level2Sigma[4],10882,1
Study1_Tb3_N500,50,Level2Sigma[5],151,1.0068
Study1_Tb3_N500,50,Level2Sigma[6],161,1.003
Study1_Tb3_N500,50,Level2Sigma[7],132,1.0014
Study1_Tb3_N500,50,Level2Sigma[8],182,1.0033
Study1_Tb3_N500,50,"sigma_innovation[1,1]",307,1.0005
Study1_Tb3_N500,50,"sigma_innovation[2,1]",331,1.0074
Study1_Tb3_N500,50,"sigma_innovation[1,2]",331,1.0074
Study1_Tb3_N500,50,"sigma_innovation[2,2]",490,1.0026
Study1_Tb3_N500,51,Level2Mean[1],20669,1.0001
Study1_Tb3_N500,51,Level2Mean[2],19347,1.0002
Study1_Tb3_N500,51,Level2Mean[3],29188,1
Study1_Tb3_N500,51,Level2Mean[4],34663,1
Study1_Tb3_N500,51,Level2Mean[5],109,1
Study1_Tb3_N500,51,Level2Mean[6],81,1.0076
Study1_Tb3_N500,51,Level2Mean[7],205,1.0067
Study1_Tb3_N500,51,Level2Mean[8],163,1
Study1_Tb3_N500,51,Level2Sigma[1],791,1
Study1_Tb3_N500,51,Level2Sigma[2],677,1.0021
Study1_Tb3_N500,51,Level2Sigma[3],3193,1
Study1_Tb3_N500,51,Level2Sigma[4],9250,1.0004
Study1_Tb3_N500,51,Level2Sigma[5],182,1.0211
Study1_Tb3_N500,51,Level2Sigma[6],184,1.0106
Study1_Tb3_N500,51,Level2Sigma[7],143,1.0002
Study1_Tb3_N500,51,Level2Sigma[8],176,1.0093
Study1_Tb3_N500,51,"sigma_innovation[1,1]",217,1.0002
Study1_Tb3_N500,51,"sigma_innovation[2,1]",482,1.0005
Study1_Tb3_N500,51,"sigma_innovation[1,2]",482,1.0005
Study1_Tb3_N500,51,"sigma_innovation[2,2]",197,1.003
Study1_Tb3_N500,52,Level2Mean[1],21153,1
Study1_Tb3_N500,52,Level2Mean[2],21541,1
Study1_Tb3_N500,52,Level2Mean[3],29149,1
Study1_Tb3_N500,52,Level2Mean[4],33179,1
Study1_Tb3_N500,52,Level2Mean[5],215,1
Study1_Tb3_N500,52,Level2Mean[6],191,1.0096
Study1_Tb3_N500,52,Level2Mean[7],226,1.0034
Study1_Tb3_N500,52,Level2Mean[8],192,1.0047
Study1_Tb3_N500,52,Level2Sigma[1],1661,1
Study1_Tb3_N500,52,Level2Sigma[2],1349,1.0017
Study1_Tb3_N500,52,Level2Sigma[3],5030,1.0002
Study1_Tb3_N500,52,Level2Sigma[4],14326,1.0001
Study1_Tb3_N500,52,Level2Sigma[5],142,1.0009
Study1_Tb3_N500,52,Level2Sigma[6],143,1.0216
Study1_Tb3_N500,52,Level2Sigma[7],129,1.0008
Study1_Tb3_N500,52,Level2Sigma[8],208,1.0009
Study1_Tb3_N500,52,"sigma_innovation[1,1]",416,1.0001
Study1_Tb3_N500,52,"sigma_innovation[2,1]",413,1.0027
Study1_Tb3_N500,52,"sigma_innovation[1,2]",413,1.0027
Study1_Tb3_N500,52,"sigma_innovation[2,2]",414,1.0023
Study1_Tb3_N500,53,Level2Mean[1],19318,1
Study1_Tb3_N500,53,Level2Mean[2],20611,1.0001
Study1_Tb3_N500,53,Level2Mean[3],26402,1.0001
Study1_Tb3_N500,53,Level2Mean[4],30870,1
Study1_Tb3_N500,53,Level2Mean[5],240,1.0057
Study1_Tb3_N500,53,Level2Mean[6],127,1.05
Study1_Tb3_N500,53,Level2Mean[7],201,1.0081
Study1_Tb3_N500,53,Level2Mean[8],257,1.0066
Study1_Tb3_N500,53,Level2Sigma[1],1005,1.0018
Study1_Tb3_N500,53,Level2Sigma[2],1335,1.0083
Study1_Tb3_N500,53,Level2Sigma[3],3600,1.0007
Study1_Tb3_N500,53,Level2Sigma[4],7639,1.0019
Study1_Tb3_N500,53,Level2Sigma[5],169,1.0001
Study1_Tb3_N500,53,Level2Sigma[6],196,1.0005
Study1_Tb3_N500,53,Level2Sigma[7],158,1.0028
Study1_Tb3_N500,53,Level2Sigma[8],156,1.0178
Study1_Tb3_N500,53,"sigma_innovation[1,1]",365,1.0053
Study1_Tb3_N500,53,"sigma_innovation[2,1]",420,1
Study1_Tb3_N500,53,"sigma_innovation[1,2]",420,1
Study1_Tb3_N500,53,"sigma_innovation[2,2]",335,1.0224
Study1_Tb3_N500,54,Level2Mean[1],19720,1
Study1_Tb3_N500,54,Level2Mean[2],23169,1
Study1_Tb3_N500,54,Level2Mean[3],26974,1
Study1_Tb3_N500,54,Level2Mean[4],33395,1
Study1_Tb3_N500,54,Level2Mean[5],134,1.0178
Study1_Tb3_N500,54,Level2Mean[6],127,1
Study1_Tb3_N500,54,Level2Mean[7],221,1.0007
Study1_Tb3_N500,54,Level2Mean[8],198,1.0019
Study1_Tb3_N500,54,Level2Sigma[1],822,1.0032
Study1_Tb3_N500,54,Level2Sigma[2],1163,1.0001
Study1_Tb3_N500,54,Level2Sigma[3],4332,1.0017
Study1_Tb3_N500,54,Level2Sigma[4],7785,1
Study1_Tb3_N500,54,Level2Sigma[5],165,1.0035
Study1_Tb3_N500,54,Level2Sigma[6],186,1.0005
Study1_Tb3_N500,54,Level2Sigma[7],138,1.0139
Study1_Tb3_N500,54,Level2Sigma[8],169,1.0046
Study1_Tb3_N500,54,"sigma_innovation[1,1]",307,1.0069
Study1_Tb3_N500,54,"sigma_innovation[2,1]",394,1.0006
Study1_Tb3_N500,54,"sigma_innovation[1,2]",394,1.0006
Study1_Tb3_N500,54,"sigma_innovation[2,2]",292,1
Study1_Tb3_N500,55,Level2Mean[1],20425,1
Study1_Tb3_N500,55,Level2Mean[2],20017,1
Study1_Tb3_N500,55,Level2Mean[3],27513,1
Study1_Tb3_N500,55,Level2Mean[4],32924,1
Study1_Tb3_N500,55,Level2Mean[5],172,1.0003
Study1_Tb3_N500,55,Level2Mean[6],175,1.0002
Study1_Tb3_N500,55,Level2Mean[7],225,1.0007
Study1_Tb3_N500,55,Level2Mean[8],262,1.0002
Study1_Tb3_N500,55,Level2Sigma[1],964,1.0001
Study1_Tb3_N500,55,Level2Sigma[2],1208,1.0005
Study1_Tb3_N500,55,Level2Sigma[3],2920,1.0003
Study1_Tb3_N500,55,Level2Sigma[4],10802,1
Study1_Tb3_N500,55,Level2Sigma[5],146,1.0031
Study1_Tb3_N500,55,Level2Sigma[6],174,1.0109
Study1_Tb3_N500,55,Level2Sigma[7],161,1.0014
Study1_Tb3_N500,55,Level2Sigma[8],154,1.0148
Study1_Tb3_N500,55,"sigma_innovation[1,1]",305,1.0004
Study1_Tb3_N500,55,"sigma_innovation[2,1]",472,1.0001
Study1_Tb3_N500,55,"sigma_innovation[1,2]",472,1.0001
Study1_Tb3_N500,55,"sigma_innovation[2,2]",404,1.0002
Study1_Tb3_N500,56,Level2Mean[1],16850,1
Study1_Tb3_N500,56,Level2Mean[2],19351,1.0002
Study1_Tb3_N500,56,Level2Mean[3],24248,1.0001
Study1_Tb3_N500,56,Level2Mean[4],30287,1
Study1_Tb3_N500,56,Level2Mean[5],233,1.0008
Study1_Tb3_N500,56,Level2Mean[6],178,1.0004
Study1_Tb3_N500,56,Level2Mean[7],240,1.0013
Study1_Tb3_N500,56,Level2Mean[8],199,1.0013
Study1_Tb3_N500,56,Level2Sigma[1],1271,1.0002
Study1_Tb3_N500,56,Level2Sigma[2],877,1.0002
Study1_Tb3_N500,56,Level2Sigma[3],2621,1.0005
Study1_Tb3_N500,56,Level2Sigma[4],7818,1.0003
Study1_Tb3_N500,56,Level2Sigma[5],154,1
Study1_Tb3_N500,56,Level2Sigma[6],149,1.0088
Study1_Tb3_N500,56,Level2Sigma[7],160,1.0029
Study1_Tb3_N500,56,Level2Sigma[8],154,1.0003
Study1_Tb3_N500,56,"sigma_innovation[1,1]",456,1.0005
Study1_Tb3_N500,56,"sigma_innovation[2,1]",605,1.0004
Study1_Tb3_N500,56,"sigma_innovation[1,2]",605,1.0004
Study1_Tb3_N500,56,"sigma_innovation[2,2]",402,1.0003
Study1_Tb3_N500,57,Level2Mean[1],17654,1
Study1_Tb3_N500,57,Level2Mean[2],17477,1
Study1_Tb3_N500,57,Level2Mean[3],25211,1
Study1_Tb3_N500,57,Level2Mean[4],29570,1
Study1_Tb3_N500,57,Level2Mean[5],103,1.0076
Study1_Tb3_N500,57,Level2Mean[6],182,1.0011
Study1_Tb3_N500,57,Level2Mean[7],215,1.0071
Study1_Tb3_N500,57,Level2Mean[8],207,1
Study1_Tb3_N500,57,Level2Sigma[1],582,1.003
Study1_Tb3_N500,57,Level2Sigma[2],749,1.0001
Study1_Tb3_N500,57,Level2Sigma[3],2297,1.0003
Study1_Tb3_N500,57,Level2Sigma[4],5945,1
Study1_Tb3_N500,57,Level2Sigma[5],177,1.0002
Study1_Tb3_N500,57,Level2Sigma[6],145,1.0093
Study1_Tb3_N500,57,Level2Sigma[7],151,1.0007
Study1_Tb3_N500,57,Level2Sigma[8],157,1
Study1_Tb3_N500,57,"sigma_innovation[1,1]",225,1.0054
Study1_Tb3_N500,57,"sigma_innovation[2,1]",425,1.0026
Study1_Tb3_N500,57,"sigma_innovation[1,2]",425,1.0026
Study1_Tb3_N500,57,"sigma_innovation[2,2]",340,1.0001
Study1_Tb3_N500,58,Level2Mean[1],18326,1
Study1_Tb3_N500,58,Level2Mean[2],22519,1
Study1_Tb3_N500,58,Level2Mean[3],27488,1
Study1_Tb3_N500,58,Level2Mean[4],32518,1
Study1_Tb3_N500,58,Level2Mean[5],78,1.0014
Study1_Tb3_N500,58,Level2Mean[6],126,1.002
Study1_Tb3_N500,58,Level2Mean[7],143,1.0053
Study1_Tb3_N500,58,Level2Mean[8],147,1.0001
Study1_Tb3_N500,58,Level2Sigma[1],474,1.0016
Study1_Tb3_N500,58,Level2Sigma[2],1601,1.0001
Study1_Tb3_N500,58,Level2Sigma[3],2218,1.0004
Study1_Tb3_N500,58,Level2Sigma[4],9567,1
Study1_Tb3_N500,58,Level2Sigma[5],175,1.0155
Study1_Tb3_N500,58,Level2Sigma[6],238,1.0014
Study1_Tb3_N500,58,Level2Sigma[7],191,1.0066
Study1_Tb3_N500,58,Level2Sigma[8],196,1.0168
Study1_Tb3_N500,58,"sigma_innovation[1,1]",156,1.001
Study1_Tb3_N500,58,"sigma_innovation[2,1]",390,1.0018
Study1_Tb3_N500,58,"sigma_innovation[1,2]",390,1.0018
Study1_Tb3_N500,58,"sigma_innovation[2,2]",313,1.0002
Study1_Tb3_N500,59,Level2Mean[1],18173,1
Study1_Tb3_N500,59,Level2Mean[2],19758,1
Study1_Tb3_N500,59,Level2Mean[3],26675,1
Study1_Tb3_N500,59,Level2Mean[4],32362,1
Study1_Tb3_N500,59,Level2Mean[5],88,1.0147
Study1_Tb3_N500,59,Level2Mean[6],243,1.0028
Study1_Tb3_N500,59,Level2Mean[7],160,1.0005
Study1_Tb3_N500,59,Level2Mean[8],172,1.0161
Study1_Tb3_N500,59,Level2Sigma[1],515,1.0034
Study1_Tb3_N500,59,Level2Sigma[2],1001,1.0012
Study1_Tb3_N500,59,Level2Sigma[3],1559,1.0028
Study1_Tb3_N500,59,Level2Sigma[4],7456,1.0002
Study1_Tb3_N500,59,Level2Sigma[5],177,1.0005
Study1_Tb3_N500,59,Level2Sigma[6],142,1.0104
Study1_Tb3_N500,59,Level2Sigma[7],143,1.0076
Study1_Tb3_N500,59,Level2Sigma[8],156,1.0029
Study1_Tb3_N500,59,"sigma_innovation[1,1]",192,1.0046
Study1_Tb3_N500,59,"sigma_innovation[2,1]",365,1.002
Study1_Tb3_N500,59,"sigma_innovation[1,2]",365,1.002
Study1_Tb3_N500,59,"sigma_innovation[2,2]",535,1.0008
Study1_Tb3_N500,60,Level2Mean[1],20498,1
Study1_Tb3_N500,60,Level2Mean[2],22928,1
Study1_Tb3_N500,60,Level2Mean[3],27796,1
Study1_Tb3_N500,60,Level2Mean[4],34285,1
Study1_Tb3_N500,60,Level2Mean[5],162,1.0075
Study1_Tb3_N500,60,Level2Mean[6],119,1.0011
Study1_Tb3_N500,60,Level2Mean[7],157,1.0023
Study1_Tb3_N500,60,Level2Mean[8],269,1.0029
Study1_Tb3_N500,60,Level2Sigma[1],956,1.0031
Study1_Tb3_N500,60,Level2Sigma[2],1419,1.0002
Study1_Tb3_N500,60,Level2Sigma[3],3547,1.0001
Study1_Tb3_N500,60,Level2Sigma[4],17577,1
Study1_Tb3_N500,60,Level2Sigma[5],147,1.0007
Study1_Tb3_N500,60,Level2Sigma[6],160,1.0013
Study1_Tb3_N500,60,Level2Sigma[7],166,1.0001
Study1_Tb3_N500,60,Level2Sigma[8],137,1.0001
Study1_Tb3_N500,60,"sigma_innovation[1,1]",267,1.0033
Study1_Tb3_N500,60,"sigma_innovation[2,1]",429,1.0002
Study1_Tb3_N500,60,"sigma_innovation[1,2]",429,1.0002
Study1_Tb3_N500,60,"sigma_innovation[2,2]",285,1
Study1_Tb3_N500,61,Level2Mean[1],17126,1
Study1_Tb3_N500,61,Level2Mean[2],22861,1.0001
Study1_Tb3_N500,61,Level2Mean[3],24827,1
Study1_Tb3_N500,61,Level2Mean[4],33140,1
Study1_Tb3_N500,61,Level2Mean[5],194,1.0009
Study1_Tb3_N500,61,Level2Mean[6],221,1.0121
Study1_Tb3_N500,61,Level2Mean[7],194,1
Study1_Tb3_N500,61,Level2Mean[8],206,1
Study1_Tb3_N500,61,Level2Sigma[1],930,1.0004
Study1_Tb3_N500,61,Level2Sigma[2],2228,1.0018
Study1_Tb3_N500,61,Level2Sigma[3],3008,1.0003
Study1_Tb3_N500,61,Level2Sigma[4],18170,1
Study1_Tb3_N500,61,Level2Sigma[5],157,1.0065
Study1_Tb3_N500,61,Level2Sigma[6],154,1.0036
Study1_Tb3_N500,61,Level2Sigma[7],171,1.003
Study1_Tb3_N500,61,Level2Sigma[8],143,1
Study1_Tb3_N500,61,"sigma_innovation[1,1]",331,1.0017
Study1_Tb3_N500,61,"sigma_innovation[2,1]",525,1.0002
Study1_Tb3_N500,61,"sigma_innovation[1,2]",525,1.0002
Study1_Tb3_N500,61,"sigma_innovation[2,2]",633,1.0094
Study1_Tb3_N500,62,Level2Mean[1],19187,1
Study1_Tb3_N500,62,Level2Mean[2],19804,1
Study1_Tb3_N500,62,Level2Mean[3],27502,1
Study1_Tb3_N500,62,Level2Mean[4],32903,1.0001
Study1_Tb3_N500,62,Level2Mean[5],157,1
Study1_Tb3_N500,62,Level2Mean[6],123,1.0149
Study1_Tb3_N500,62,Level2Mean[7],200,1.0048
Study1_Tb3_N500,62,Level2Mean[8],232,1.0204
Study1_Tb3_N500,62,Level2Sigma[1],1081,1
Study1_Tb3_N500,62,Level2Sigma[2],970,1.0015
Study1_Tb3_N500,62,Level2Sigma[3],3889,1
Study1_Tb3_N500,62,Level2Sigma[4],8489,1.0009
Study1_Tb3_N500,62,Level2Sigma[5],161,1.0104
Study1_Tb3_N500,62,Level2Sigma[6],225,1.0076
Study1_Tb3_N500,62,Level2Sigma[7],180,1.0174
Study1_Tb3_N500,62,Level2Sigma[8],192,1.0017
Study1_Tb3_N500,62,"sigma_innovation[1,1]",302,1
Study1_Tb3_N500,62,"sigma_innovation[2,1]",487,1.0085
Study1_Tb3_N500,62,"sigma_innovation[1,2]",487,1.0085
Study1_Tb3_N500,62,"sigma_innovation[2,2]",276,1.0144
Study1_Tb3_N500,63,Level2Mean[1],19753,1
Study1_Tb3_N500,63,Level2Mean[2],18260,1
Study1_Tb3_N500,63,Level2Mean[3],27605,1
Study1_Tb3_N500,63,Level2Mean[4],31493,1
Study1_Tb3_N500,63,Level2Mean[5],166,1.0005
Study1_Tb3_N500,63,Level2Mean[6],179,1.0017
Study1_Tb3_N500,63,Level2Mean[7],275,1.0003
Study1_Tb3_N500,63,Level2Mean[8],307,1
Study1_Tb3_N500,63,Level2Sigma[1],1153,1
Study1_Tb3_N500,63,Level2Sigma[2],1273,1
Study1_Tb3_N500,63,Level2Sigma[3],4079,1.0001
Study1_Tb3_N500,63,Level2Sigma[4],8522,1.0002
Study1_Tb3_N500,63,Level2Sigma[5],171,1.0006
Study1_Tb3_N500,63,Level2Sigma[6],167,1.0012
Study1_Tb3_N500,63,Level2Sigma[7],120,1.0124
Study1_Tb3_N500,63,Level2Sigma[8],163,1.0102
Study1_Tb3_N500,63,"sigma_innovation[1,1]",369,1
Study1_Tb3_N500,63,"sigma_innovation[2,1]",652,1.0002
Study1_Tb3_N500,63,"sigma_innovation[1,2]",652,1.0002
Study1_Tb3_N500,63,"sigma_innovation[2,2]",406,1
Study1_Tb3_N500,64,Level2Mean[1],18926,1
Study1_Tb3_N500,64,Level2Mean[2],25422,1
Study1_Tb3_N500,64,Level2Mean[3],26119,1
Study1_Tb3_N500,64,Level2Mean[4],32530,1
Study1_Tb3_N500,64,Level2Mean[5],139,1.0164
Study1_Tb3_N500,64,Level2Mean[6],169,1.0158
Study1_Tb3_N500,64,Level2Mean[7],148,1.0279
Study1_Tb3_N500,64,Level2Mean[8],234,1.001
Study1_Tb3_N500,64,Level2Sigma[1],938,1.0028
Study1_Tb3_N500,64,Level2Sigma[2],2512,1.0009
Study1_Tb3_N500,64,Level2Sigma[3],2813,1.0009
Study1_Tb3_N500,64,Level2Sigma[4],17508,1.0003
Study1_Tb3_N500,64,Level2Sigma[5],143,1.0011
Study1_Tb3_N500,64,Level2Sigma[6],166,1.0091
Study1_Tb3_N500,64,Level2Sigma[7],202,1.0007
Study1_Tb3_N500,64,Level2Sigma[8],151,1
Study1_Tb3_N500,64,"sigma_innovation[1,1]",271,1.0109
Study1_Tb3_N500,64,"sigma_innovation[2,1]",304,1.0057
Study1_Tb3_N500,64,"sigma_innovation[1,2]",304,1.0057
Study1_Tb3_N500,64,"sigma_innovation[2,2]",437,1.004
Study1_Tb3_N500,65,Level2Mean[1],17601,1
Study1_Tb3_N500,65,Level2Mean[2],22571,1.0001
Study1_Tb3_N500,65,Level2Mean[3],27003,1
Study1_Tb3_N500,65,Level2Mean[4],32960,1
Study1_Tb3_N500,65,Level2Mean[5],96,1.009
Study1_Tb3_N500,65,Level2Mean[6],117,1.0127
Study1_Tb3_N500,65,Level2Mean[7],161,1.0007
Study1_Tb3_N500,65,Level2Mean[8],310,1
Study1_Tb3_N500,65,Level2Sigma[1],763,1.004
Study1_Tb3_N500,65,Level2Sigma[2],1061,1.0064
Study1_Tb3_N500,65,Level2Sigma[3],3386,1.0011
Study1_Tb3_N500,65,Level2Sigma[4],7993,1.0007
Study1_Tb3_N500,65,Level2Sigma[5],221,1.0058
Study1_Tb3_N500,65,Level2Sigma[6],186,1.0011
Study1_Tb3_N500,65,Level2Sigma[7],190,1
Study1_Tb3_N500,65,Level2Sigma[8],154,1.0075
Study1_Tb3_N500,65,"sigma_innovation[1,1]",186,1.0095
Study1_Tb3_N500,65,"sigma_innovation[2,1]",510,1.0016
Study1_Tb3_N500,65,"sigma_innovation[1,2]",510,1.0016
Study1_Tb3_N500,65,"sigma_innovation[2,2]",279,1.0107
Study1_Tb3_N500,66,Level2Mean[1],19012,1
Study1_Tb3_N500,66,Level2Mean[2],20833,1
Study1_Tb3_N500,66,Level2Mean[3],26228,1
Study1_Tb3_N500,66,Level2Mean[4],31430,1
Study1_Tb3_N500,66,Level2Mean[5],116,1.0004
Study1_Tb3_N500,66,Level2Mean[6],90,1.0005
Study1_Tb3_N500,66,Level2Mean[7],185,1.0036
Study1_Tb3_N500,66,Level2Mean[8],181,1.006
Study1_Tb3_N500,66,Level2Sigma[1],722,1.0002
Study1_Tb3_N500,66,Level2Sigma[2],785,1.0004
Study1_Tb3_N500,66,Level2Sigma[3],1963,1.0002
Study1_Tb3_N500,66,Level2Sigma[4],6404,1.0001
Study1_Tb3_N500,66,Level2Sigma[5],167,1.0022
Study1_Tb3_N500,66,Level2Sigma[6],172,1.0063
Study1_Tb3_N500,66,Level2Sigma[7],154,1.0215
Study1_Tb3_N500,66,Level2Sigma[8],178,1.0008
Study1_Tb3_N500,66,"sigma_innovation[1,1]",205,1
Study1_Tb3_N500,66,"sigma_innovation[2,1]",403,1.003
Study1_Tb3_N500,66,"sigma_innovation[1,2]",403,1.003
Study1_Tb3_N500,66,"sigma_innovation[2,2]",193,1.0003
Study1_Tb3_N500,67,Level2Mean[1],20615,1.0001
Study1_Tb3_N500,67,Level2Mean[2],18935,1
Study1_Tb3_N500,67,Level2Mean[3],26279,1
Study1_Tb3_N500,67,Level2Mean[4],30241,1
Study1_Tb3_N500,67,Level2Mean[5],203,1.0064
Study1_Tb3_N500,67,Level2Mean[6],140,1.0019
Study1_Tb3_N500,67,Level2Mean[7],209,1.0002
Study1_Tb3_N500,67,Level2Mean[8],283,1.0026
Study1_Tb3_N500,67,Level2Sigma[1],1363,1.0018
Study1_Tb3_N500,67,Level2Sigma[2],1286,1.001
Study1_Tb3_N500,67,Level2Sigma[3],4120,1
Study1_Tb3_N500,67,Level2Sigma[4],10781,1
Study1_Tb3_N500,67,Level2Sigma[5],161,1
Study1_Tb3_N500,67,Level2Sigma[6],198,1.011
Study1_Tb3_N500,67,Level2Sigma[7],177,1.0031
Study1_Tb3_N500,67,Level2Sigma[8],150,1.0009
Study1_Tb3_N500,67,"sigma_innovation[1,1]",378,1.0026
Study1_Tb3_N500,67,"sigma_innovation[2,1]",554,1
Study1_Tb3_N500,67,"sigma_innovation[1,2]",554,1
Study1_Tb3_N500,67,"sigma_innovation[2,2]",367,1.0008
Study1_Tb3_N500,68,Level2Mean[1],18544,1.0001
Study1_Tb3_N500,68,Level2Mean[2],22204,1
Study1_Tb3_N500,68,Level2Mean[3],26781,1
Study1_Tb3_N500,68,Level2Mean[4],32144,1
Study1_Tb3_N500,68,Level2Mean[5],133,1.0176
Study1_Tb3_N500,68,Level2Mean[6],151,1.0095
Study1_Tb3_N500,68,Level2Mean[7],227,1.0001
Study1_Tb3_N500,68,Level2Mean[8],192,1.023
Study1_Tb3_N500,68,Level2Sigma[1],1060,1.0027
Study1_Tb3_N500,68,Level2Sigma[2],1521,1.0008
Study1_Tb3_N500,68,Level2Sigma[3],3017,1.0018
Study1_Tb3_N500,68,Level2Sigma[4],7697,1.0001
Study1_Tb3_N500,68,Level2Sigma[5],153,1.0048
Study1_Tb3_N500,68,Level2Sigma[6],189,1.0119
