"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Mean[11]","Est_Level2Mean[11]","se_Level2Mean[11]","LL_Level2Mean[11]","UL_Level2Mean[11]","cFlag_Level2Mean[11]","pFlag_Level2Mean[11]","Tru_Level2Mean[12]","Est_Level2Mean[12]","se_Level2Mean[12]","LL_Level2Mean[12]","UL_Level2Mean[12]","cFlag_Level2Mean[12]","pFlag_Level2Mean[12]","Tru_Level2Mean[13]","Est_Level2Mean[13]","se_Level2Mean[13]","LL_Level2Mean[13]","UL_Level2Mean[13]","cFlag_Level2Mean[13]","pFlag_Level2Mean[13]","Tru_Level2Mean[14]","Est_Level2Mean[14]","se_Level2Mean[14]","LL_Level2Mean[14]","UL_Level2Mean[14]","cFlag_Level2Mean[14]","pFlag_Level2Mean[14]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_Level2Sigma[11]","Est_Level2Sigma[11]","se_Level2Sigma[11]","LL_Level2Sigma[11]","UL_Level2Sigma[11]","cFlag_Level2Sigma[11]","pFlag_Level2Sigma[11]","Tru_Level2Sigma[12]","Est_Level2Sigma[12]","se_Level2Sigma[12]","LL_Level2Sigma[12]","UL_Level2Sigma[12]","cFlag_Level2Sigma[12]","pFlag_Level2Sigma[12]","Tru_Level2Sigma[13]","Est_Level2Sigma[13]","se_Level2Sigma[13]","LL_Level2Sigma[13]","UL_Level2Sigma[13]","cFlag_Level2Sigma[13]","pFlag_Level2Sigma[13]","Tru_Level2Sigma[14]","Est_Level2Sigma[14]","se_Level2Sigma[14]","LL_Level2Sigma[14]","UL_Level2Sigma[14]","cFlag_Level2Sigma[14]","pFlag_Level2Sigma[14]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
69,3.38008587561722,3.4103,0.1258,3.1618,3.6581,1,1,2.6490919557642,2.5746,0.0933,2.3921,2.7591,1,1,6.5592497625802,6.5492,0.1963,6.1648,6.9358,1,1,4.79549474076678,4.7006,0.1224,4.4594,4.9397,1,1,8.41991048086296,8.4116,0.2106,7.9961,8.8221,1,1,6.27213639876793,6.1736,0.1328,5.9115,6.4334,1,1,9.29394031721092,9.3316,0.2113,8.9173,9.7478,1,1,7.10490577112262,6.9357,0.1321,6.6762,7.193,1,1,9.68083248283218,9.733,0.2098,9.3205,10.1411,1,1,7.54002818053297,7.2978,0.1345,7.031,7.5594,1,1,0.3,0.2912,0.0147,0.2625,0.3199,1,1,0.2,0.1886,0.0151,0.1591,0.218,1,1,-0.15,-0.1862,0.0147,-0.2151,-0.1572,0,1,-0.1,-0.124,0.0149,-0.153,-0.0948,1,1,1.16975723241009,1.2095,0.092,1.0435,1.404,1,1,0.818364051334181,0.8915,0.0695,0.7661,1.0396,1,1,1.77224917802126,1.9343,0.1419,1.6801,2.2354,1,1,1.22554713982381,1.1857,0.0885,1.0249,1.3736,1,1,1.92749400743346,2.0854,0.1526,1.8126,2.4104,1,1,1.39038469211727,1.2888,0.0957,1.1175,1.4909,1,1,1.96107469695758,2.0822,0.1515,1.8111,2.402,1,1,1.44296594681151,1.2909,0.096,1.1183,1.4932,1,1,1.97661392972742,2.0776,0.1515,1.8063,2.3976,1,1,1.46479650840188,1.3061,0.0973,1.1308,1.5124,1,1,0.1,0.0909,0.0144,0.0638,0.12,1,1,0.1,0.0992,0.0142,0.0726,0.1285,1,1,0.1,0.0963,0.0142,0.0695,0.1253,1,1,0.1,0.1019,0.0141,0.0754,0.1307,1,1,1,0.9884,0.0145,0.9602,1.0171,1,1,1,1.0051,0.0148,0.9765,1.0346,1,1,0.3,0.3048,0.0108,0.2838,0.3261,1,1,0.3,0.3048,0.0108,0.2838,0.3261,1,1
70,3.38008587561722,3.4085,0.1311,3.1521,3.6697,1,1,2.6490919557642,2.5556,0.0741,2.4104,2.7006,1,1,6.5592497625802,6.4499,0.1763,6.1039,6.7945,1,1,4.79549474076678,4.762,0.1133,4.5404,4.9835,1,1,8.41991048086296,8.3362,0.1836,7.9758,8.698,1,1,6.27213639876793,6.2381,0.1337,5.9767,6.4993,1,1,9.29394031721092,9.2023,0.1879,8.8324,9.5685,1,1,7.10490577112262,7.099,0.1343,6.836,7.3633,1,1,9.68083248283218,9.5548,0.1727,9.215,9.8915,1,1,7.54002818053297,7.4252,0.1372,7.1548,7.6936,1,1,0.3,0.2849,0.0155,0.2543,0.3152,1,1,0.2,0.2217,0.0145,0.1932,0.2504,1,1,-0.15,-0.1534,0.014,-0.181,-0.126,1,1,-0.1,-0.0912,0.0133,-0.1172,-0.0655,1,1,1.16975723241009,1.2728,0.0951,1.1023,1.4755,1,1,0.818364051334181,0.6809,0.0565,0.5783,0.8009,0,1,1.77224917802126,1.7384,0.1273,1.5107,2.0088,1,1,1.22554713982381,1.0984,0.0837,0.947,1.2762,1,1,1.92749400743346,1.8127,0.1329,1.5739,2.0955,1,1,1.39038469211727,1.2939,0.0965,1.1194,1.5,1,1,1.96107469695758,1.852,0.1351,1.6095,2.138,1,1,1.44296594681151,1.3119,0.0975,1.1357,1.5187,1,1,1.97661392972742,1.6855,0.1244,1.4646,1.946,0,1,1.46479650840188,1.3355,0.0999,1.1556,1.5476,1,1,0.1,0.1034,0.0151,0.0749,0.1345,1,1,0.1,0.0919,0.0146,0.0645,0.1217,1,1,0.1,0.0862,0.0141,0.0595,0.1146,1,1,0.1,0.0776,0.0133,0.0528,0.1053,1,1,1,0.9924,0.0146,0.9639,1.0214,1,1,1,1.0177,0.015,0.9888,1.0475,1,1,0.3,0.3039,0.0108,0.283,0.3253,1,1,0.3,0.3039,0.0108,0.283,0.3253,1,1
71,3.38008587561722,3.2499,0.1181,3.0189,3.4814,1,1,2.6490919557642,2.7122,0.0903,2.5353,2.8907,1,1,6.5592497625802,6.4886,0.1827,6.1281,6.8462,1,1,4.79549474076678,4.8341,0.1209,4.5948,5.0686,1,1,8.41991048086296,8.3612,0.2028,7.9618,8.7642,1,1,6.27213639876793,6.3717,0.1437,6.0877,6.6555,1,1,9.29394031721092,9.3605,0.2086,8.9476,9.771,1,1,7.10490577112262,7.2572,0.1472,6.9675,7.5474,1,1,9.68083248283218,9.6989,0.2111,9.2818,10.1104,1,1,7.54002818053297,7.6707,0.1489,7.3778,7.9618,1,1,0.3,0.3379,0.0158,0.3067,0.3692,0,1,0.2,0.1953,0.0154,0.1652,0.2258,1,1,-0.15,-0.1299,0.0146,-0.1585,-0.1011,1,1,-0.1,-0.1104,0.0152,-0.1402,-0.0804,1,1,1.16975723241009,1.1335,0.0878,0.9749,1.3199,1,1,0.818364051334181,0.8555,0.0671,0.7346,0.9966,1,1,1.77224917802126,1.7923,0.1325,1.5555,2.0768,1,1,1.22554713982381,1.1711,0.0876,1.012,1.356,1,1,1.92749400743346,1.9972,0.147,1.7358,2.3079,1,1,1.39038469211727,1.3999,0.1036,1.2136,1.6208,1,1,1.96107469695758,2.0521,0.1499,1.7818,2.3692,1,1,1.44296594681151,1.4429,0.1069,1.2529,1.6709,1,1,1.97661392972742,2.0831,0.1529,1.8082,2.4068,1,1,1.46479650840188,1.4556,0.1077,1.2634,1.6849,1,1,0.1,0.1111,0.0145,0.0843,0.1409,1,1,0.1,0.1034,0.0145,0.0764,0.1332,1,1,0.1,0.0983,0.0141,0.0717,0.1272,1,1,0.1,0.1038,0.015,0.0756,0.1345,1,1,1,1.0193,0.015,0.9903,1.0492,1,1,1,1.0135,0.0149,0.9847,1.0433,1,1,0.3,0.3058,0.011,0.2843,0.3272,1,1,0.3,0.3058,0.011,0.2843,0.3272,1,1
72,3.38008587561722,3.4154,0.1259,3.1667,3.6613,1,1,2.6490919557642,2.5663,0.0866,2.397,2.7373,1,1,6.5592497625802,6.6076,0.1865,6.2449,6.9722,1,1,4.79549474076678,4.7819,0.1304,4.5266,5.0412,1,1,8.41991048086296,8.4125,0.189,8.0418,8.7833,1,1,6.27213639876793,6.2836,0.1537,5.9838,6.5865,1,1,9.29394031721092,9.2157,0.1941,8.8339,9.5962,1,1,7.10490577112262,7.1753,0.1568,6.866,7.4846,1,1,9.68083248283218,9.5462,0.1924,9.1666,9.9216,1,1,7.54002818053297,7.6492,0.1553,7.3457,7.9544,1,1,0.3,0.319,0.0142,0.2912,0.3468,1,1,0.2,0.2049,0.0152,0.175,0.2346,1,1,-0.15,-0.1551,0.0154,-0.1856,-0.1249,1,1,-0.1,-0.0825,0.0153,-0.1126,-0.0522,1,1,1.16975723241009,1.2169,0.0929,1.0495,1.4143,1,1,0.818364051334181,0.8191,0.0648,0.7024,0.9548,1,1,1.77224917802126,1.8316,0.1344,1.5889,2.1154,1,1,1.22554713982381,1.2739,0.0953,1.1023,1.4739,1,1,1.92749400743346,1.8565,0.1361,1.6136,2.1471,1,1,1.39038469211727,1.5119,0.1115,1.3119,1.7481,1,1,1.96107469695758,1.9066,0.1396,1.6555,2.2046,1,1,1.44296594681151,1.5432,0.1141,1.3392,1.7877,1,1,1.97661392972742,1.895,0.1395,1.6434,2.1882,1,1,1.46479650840188,1.5252,0.1128,1.3229,1.7619,1,1,0.1,0.0839,0.0142,0.0574,0.1125,1,1,0.1,0.1026,0.0145,0.0753,0.1323,1,1,0.1,0.1081,0.0146,0.0806,0.1378,1,1,0.1,0.1076,0.0144,0.0807,0.1371,1,1,1,0.9807,0.0145,0.9528,1.0094,1,1,1,0.9967,0.0147,0.9685,1.0257,1,1,0.3,0.2999,0.0107,0.2792,0.3211,1,1,0.3,0.2999,0.0107,0.2792,0.3211,1,1
73,3.38008587561722,3.4088,0.1158,3.1819,3.6359,1,1,2.6490919557642,2.6306,0.0864,2.4623,2.8014,1,1,6.5592497625802,6.5753,0.1753,6.2284,6.9166,1,1,4.79549474076678,4.7512,0.1227,4.5106,4.9906,1,1,8.41991048086296,8.4955,0.191,8.1204,8.8695,1,1,6.27213639876793,6.2027,0.1395,5.9328,6.4767,1,1,9.29394031721092,9.359,0.1946,8.9751,9.7376,1,1,7.10490577112262,6.9994,0.1386,6.7276,7.2737,1,1,9.68083248283218,9.7156,0.1918,9.34,10.0914,1,1,7.54002818053297,7.4334,0.1432,7.1495,7.7148,1,1,0.3,0.3032,0.0156,0.2726,0.3335,1,1,0.2,0.2111,0.0152,0.1813,0.2409,1,1,-0.15,-0.1312,0.0168,-0.164,-0.0982,1,1,-0.1,-0.1265,0.0141,-0.154,-0.099,1,1,1.16975723241009,1.1072,0.0854,0.9527,1.2885,1,1,0.818364051334181,0.814,0.065,0.6958,0.9502,1,1,1.77224917802126,1.7175,0.1265,1.4911,1.985,1,1,1.22554713982381,1.1851,0.0889,1.0247,1.3732,1,1,1.92749400743346,1.8752,0.1376,1.6273,2.1662,1,1,1.39038469211727,1.3542,0.1007,1.1728,1.5653,1,1,1.96107469695758,1.9106,0.1394,1.6617,2.2065,1,1,1.44296594681151,1.3462,0.1005,1.1667,1.5601,1,1,1.97661392972742,1.8936,0.1385,1.6471,2.1877,1,1,1.46479650840188,1.4034,0.1037,1.2176,1.6239,1,1,0.1,0.1053,0.0146,0.0781,0.1353,1,1,0.1,0.1014,0.0145,0.0741,0.1313,1,1,0.1,0.1259,0.015,0.098,0.1566,1,1,0.1,0.0856,0.014,0.0592,0.114,1,1,1,1.0339,0.0153,1.0042,1.064,0,1,1,1.0355,0.0153,1.006,1.0661,0,1,0.3,0.3101,0.0112,0.2882,0.3322,1,1,0.3,0.3101,0.0112,0.2882,0.3322,1,1
74,3.38008587561722,3.1918,0.1133,2.9695,3.4125,1,1,2.6490919557642,2.5872,0.0845,2.4216,2.7521,1,1,6.5592497625802,6.1652,0.1564,5.8567,6.4724,0,1,4.79549474076678,4.6602,0.1138,4.4372,4.8855,1,1,8.41991048086296,8,0.1695,7.6691,8.3339,0,1,6.27213639876793,6.0881,0.1221,5.8484,6.3293,1,1,9.29394031721092,8.9093,0.1748,8.5658,9.2533,0,1,7.10490577112262,6.8788,0.137,6.6113,7.147,1,1,9.68083248283218,9.199,0.1838,8.8397,9.5597,0,1,7.54002818053297,7.274,0.1337,7.0118,7.5344,0,1,0.3,0.3131,0.0166,0.2801,0.3455,1,1,0.2,0.2031,0.0141,0.175,0.2305,1,1,-0.15,-0.1384,0.0149,-0.1676,-0.1089,1,1,-0.1,-0.1009,0.0157,-0.1317,-0.0698,1,1,1.16975723241009,1.0769,0.0837,0.9262,1.254,1,1,0.818364051334181,0.7909,0.063,0.6775,0.9252,1,1,1.77224917802126,1.5215,0.114,1.3175,1.765,0,1,1.22554713982381,1.0976,0.0827,0.9486,1.2731,1,1,1.92749400743346,1.6624,0.1231,1.4424,1.9252,0,1,1.39038469211727,1.1907,0.089,1.0309,1.3798,0,1,1.96107469695758,1.7214,0.1274,1.4929,1.992,1,1,1.44296594681151,1.3392,0.1,1.1618,1.5523,1,1,1.97661392972742,1.8103,0.1331,1.5705,2.0903,1,1,1.46479650840188,1.3111,0.0974,1.1374,1.5184,1,1,0.1,0.1233,0.0152,0.0948,0.1546,1,1,0.1,0.084,0.014,0.0581,0.113,1,1,0.1,0.1018,0.0143,0.0747,0.1313,1,1,0.1,0.1129,0.0146,0.0857,0.1428,1,1,1,1.0031,0.0148,0.9747,1.0326,1,1,1,1.0037,0.0149,0.9752,1.0336,1,1,0.3,0.3012,0.0109,0.2799,0.3227,1,1,0.3,0.3012,0.0109,0.2799,0.3227,1,1
75,3.38008587561722,3.3697,0.1183,3.1373,3.6014,1,1,2.6490919557642,2.5074,0.0819,2.3474,2.6684,1,1,6.5592497625802,6.5321,0.1813,6.1754,6.8869,1,1,4.79549474076678,4.6864,0.116,4.4568,4.9138,1,1,8.41991048086296,8.3264,0.1963,7.9415,8.7104,1,1,6.27213639876793,6.1657,0.1282,5.9137,6.4186,1,1,9.29394031721092,9.2125,0.2057,8.8075,9.6165,1,1,7.10490577112262,6.9808,0.1354,6.7143,7.2461,1,1,9.68083248283218,9.6133,0.2074,9.2053,10.018,1,1,7.54002818053297,7.3813,0.1358,7.1144,7.6479,1,1,0.3,0.3074,0.0146,0.2789,0.3362,1,1,0.2,0.2129,0.0157,0.1824,0.2442,1,1,-0.15,-0.1442,0.015,-0.1733,-0.1145,1,1,-0.1,-0.0947,0.0147,-0.1233,-0.0659,1,1,1.16975723241009,1.1358,0.0864,0.9799,1.3198,1,1,0.818364051334181,0.7626,0.062,0.6502,0.8939,1,1,1.77224917802126,1.7883,0.1313,1.552,2.0672,1,1,1.22554713982381,1.1172,0.0852,0.9652,1.298,1,1,1.92749400743346,1.9268,0.1401,1.6765,2.2241,1,1,1.39038469211727,1.2356,0.0933,1.0685,1.4343,1,1,1.96107469695758,2.0276,0.148,1.7635,2.3425,1,1,1.44296594681151,1.3195,0.0987,1.1431,1.528,1,1,1.97661392972742,2.0498,0.1494,1.783,2.365,1,1,1.46479650840188,1.3178,0.0979,1.1421,1.5256,1,1,0.1,0.0897,0.0143,0.0632,0.1193,1,1,0.1,0.1091,0.0146,0.082,0.139,1,1,0.1,0.1011,0.0143,0.0743,0.1306,1,1,0.1,0.098,0.0141,0.0715,0.127,1,1,1,0.9977,0.0147,0.9694,1.0271,1,1,1,1.0301,0.0153,1.0008,1.0606,0,1,0.3,0.298,0.011,0.2771,0.3201,1,1,0.3,0.298,0.011,0.2771,0.3201,1,1
76,3.38008587561722,3.363,0.1285,3.1135,3.6155,1,1,2.6490919557642,2.7681,0.0981,2.5748,2.9608,1,1,6.5592497625802,6.3919,0.1729,6.0559,6.7332,1,1,4.79549474076678,5.0145,0.1316,4.7549,5.2721,1,1,8.41991048086296,8.1142,0.1738,7.7732,8.4543,1,1,6.27213639876793,6.5001,0.1444,6.2173,6.7826,1,1,9.29394031721092,8.9683,0.1692,8.6369,9.3024,1,1,7.10490577112262,7.3107,0.1484,7.0167,7.6011,1,1,9.68083248283218,9.3577,0.1592,9.0413,9.669,0,1,7.54002818053297,7.7171,0.1457,7.4323,8.0036,1,1,0.3,0.2928,0.0159,0.2617,0.3241,1,1,0.2,0.2174,0.0136,0.191,0.2441,1,1,-0.15,-0.1487,0.0138,-0.1762,-0.1218,1,1,-0.1,-0.0846,0.0158,-0.1154,-0.0532,1,1,1.16975723241009,1.2323,0.0947,1.0625,1.4329,1,1,0.818364051334181,0.9375,0.0728,0.8063,1.0924,1,1,1.77224917802126,1.704,0.1259,1.4794,1.9723,1,1,1.22554713982381,1.2918,0.0962,1.1188,1.495,1,1,1.92749400743346,1.6933,0.1245,1.4688,1.9548,1,1,1.39038469211727,1.4121,0.1045,1.225,1.6326,1,1,1.96107469695758,1.6539,0.1218,1.4338,1.9108,0,1,1.44296594681151,1.4589,0.1079,1.2661,1.687,1,1,1.97661392972742,1.5586,0.1158,1.3505,1.8032,0,1,1.46479650840188,1.4304,0.1054,1.2403,1.6527,1,1,0.1,0.1088,0.0149,0.0805,0.1394,1,1,0.1,0.0749,0.0135,0.05,0.103,1,1,0.1,0.0869,0.0137,0.0611,0.115,1,1,0.1,0.1121,0.0145,0.085,0.1418,1,1,1,1.0071,0.0147,0.9787,1.0362,1,1,1,0.9853,0.0145,0.9576,1.0141,1,1,0.3,0.3054,0.0107,0.2846,0.3266,1,1,0.3,0.3054,0.0107,0.2846,0.3266,1,1
77,3.38008587561722,3.5372,0.1133,3.3137,3.7591,1,1,2.6490919557642,2.6495,0.0841,2.4846,2.8144,1,1,6.5592497625802,6.8334,0.1691,6.5038,7.166,1,1,4.79549474076678,4.8477,0.1172,4.6175,5.0775,1,1,8.41991048086296,8.6391,0.1802,8.2845,8.9926,1,1,6.27213639876793,6.3026,0.1294,6.0493,6.5559,1,1,9.29394031721092,9.3684,0.1833,9.0073,9.7275,1,1,7.10490577112262,7.1486,0.1347,6.8827,7.4116,1,1,9.68083248283218,9.7139,0.185,9.3499,10.0753,1,1,7.54002818053297,7.4581,0.1422,7.1804,7.737,1,1,0.3,0.3025,0.0139,0.2752,0.3299,1,1,0.2,0.2109,0.014,0.183,0.2384,1,1,-0.15,-0.1601,0.0134,-0.1864,-0.1338,1,1,-0.1,-0.1198,0.0148,-0.1487,-0.0906,1,1,1.16975723241009,1.0862,0.0836,0.9358,1.2635,1,1,0.818364051334181,0.7865,0.0626,0.6739,0.9191,1,1,1.77224917802126,1.6548,0.1222,1.436,1.915,1,1,1.22554713982381,1.1351,0.0856,0.9811,1.3158,1,1,1.92749400743346,1.777,0.1304,1.5433,2.0523,1,1,1.39038469211727,1.2685,0.0943,1.0992,1.4683,1,1,1.96107469695758,1.8123,0.1327,1.5736,2.0928,1,1,1.44296594681151,1.3043,0.0974,1.1281,1.5114,1,1,1.97661392972742,1.836,0.1342,1.5951,2.1184,1,1,1.46479650840188,1.3914,0.1033,1.206,1.6108,1,1,0.1,0.0782,0.0137,0.053,0.1063,1,1,0.1,0.0835,0.0142,0.0572,0.1128,1,1,0.1,0.0787,0.0136,0.0536,0.1069,1,1,0.1,0.098,0.0144,0.0709,0.1274,1,1,1,1.009,0.0149,0.9802,1.0386,1,1,1,0.9862,0.0146,0.9583,1.0154,1,1,0.3,0.2967,0.0108,0.2756,0.318,1,1,0.3,0.2967,0.0108,0.2756,0.318,1,1
78,3.38008587561722,3.5426,0.1164,3.3162,3.7731,1,1,2.6490919557642,2.7327,0.0828,2.5711,2.8943,1,1,6.5592497625802,6.8177,0.1651,6.4927,7.1397,1,1,4.79549474076678,5.0225,0.1138,4.8006,5.2467,0,1,8.41991048086296,8.6059,0.1814,8.2496,8.9586,1,1,6.27213639876793,6.5411,0.1268,6.2932,6.7902,0,1,9.29394031721092,9.356,0.1808,9.0036,9.7098,1,1,7.10490577112262,7.285,0.1308,7.0288,7.5419,1,1,9.68083248283218,9.7536,0.1801,9.3985,10.1047,1,1,7.54002818053297,7.7555,0.1386,7.4852,8.0285,1,1,0.3,0.2862,0.0161,0.2546,0.3176,1,1,0.2,0.1819,0.0141,0.1544,0.2095,1,1,-0.15,-0.1574,0.0165,-0.1896,-0.1249,1,1,-0.1,-0.0993,0.0148,-0.1283,-0.0706,1,1,1.16975723241009,1.1133,0.0852,0.9587,1.2925,1,1,0.818364051334181,0.7782,0.0619,0.6671,0.9098,1,1,1.77224917802126,1.6259,0.1203,1.412,1.8841,1,1,1.22554713982381,1.1007,0.0835,0.9509,1.2769,1,1,1.92749400743346,1.7864,0.1311,1.5507,2.064,1,1,1.39038469211727,1.2319,0.0915,1.0691,1.4264,1,1,1.96107469695758,1.7827,0.1313,1.5474,2.0617,1,1,1.44296594681151,1.2835,0.0949,1.1128,1.4851,1,1,1.97661392972742,1.7732,0.1305,1.5382,2.05,1,1,1.46479650840188,1.3465,0.0996,1.167,1.5583,1,1,0.1,0.1127,0.0151,0.0846,0.1436,1,1,0.1,0.0852,0.0142,0.0586,0.1142,1,1,0.1,0.125,0.0149,0.0969,0.1558,1,1,0.1,0.1021,0.0143,0.0752,0.1316,1,1,1,0.9763,0.0144,0.9486,1.0047,1,1,1,0.99,0.0146,0.9618,1.0192,1,1,0.3,0.2728,0.0106,0.2523,0.2939,0,1,0.3,0.2728,0.0106,0.2523,0.2939,0,1
79,3.38008587561722,3.61,0.1305,3.3558,3.8661,1,1,2.6490919557642,2.6681,0.0975,2.4775,2.8612,1,1,6.5592497625802,6.8303,0.1857,6.4657,7.1966,1,1,4.79549474076678,4.7582,0.1468,4.473,5.0481,1,1,8.41991048086296,8.7685,0.1977,8.3834,9.1559,1,1,6.27213639876793,6.2735,0.1632,5.9546,6.5917,1,1,9.29394031721092,9.6003,0.2023,9.204,9.9994,1,1,7.10490577112262,7.0892,0.1614,6.7737,7.4081,1,1,9.68083248283218,9.996,0.2044,9.5906,10.3967,1,1,7.54002818053297,7.5514,0.1686,7.2176,7.8836,1,1,0.3,0.2827,0.0154,0.2523,0.3129,1,1,0.2,0.1852,0.0155,0.1546,0.2158,1,1,-0.15,-0.137,0.0148,-0.1661,-0.1082,1,1,-0.1,-0.0824,0.0141,-0.1098,-0.0545,1,1,1.16975723241009,1.2693,0.0958,1.0967,1.4721,1,1,0.818364051334181,0.9326,0.0723,0.8021,1.0859,1,1,1.77224917802126,1.8261,0.1337,1.5875,2.1128,1,1,1.22554713982381,1.437,0.106,1.2468,1.6611,0,1,1.92749400743346,1.9505,0.1416,1.6947,2.2509,1,1,1.39038469211727,1.6046,0.1171,1.3936,1.8543,0,1,1.96107469695758,1.9898,0.1454,1.7284,2.2999,1,1,1.44296594681151,1.5894,0.1158,1.3805,1.8345,1,1,1.97661392972742,1.9969,0.1456,1.736,2.3065,1,1,1.46479650840188,1.6532,0.121,1.4377,1.91,1,1,0.1,0.1019,0.0148,0.0743,0.1322,1,1,0.1,0.105,0.0145,0.0776,0.1344,1,1,0.1,0.0994,0.0142,0.0729,0.1289,1,1,0.1,0.0887,0.0143,0.0616,0.1177,1,1,1,0.9885,0.0146,0.9602,1.0174,1,1,1,0.9881,0.0145,0.9602,1.0169,1,1,0.3,0.2953,0.0108,0.2744,0.3165,1,1,0.3,0.2953,0.0108,0.2744,0.3165,1,1
