"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Mean[11]","Est_Level2Mean[11]","se_Level2Mean[11]","LL_Level2Mean[11]","UL_Level2Mean[11]","cFlag_Level2Mean[11]","pFlag_Level2Mean[11]","Tru_Level2Mean[12]","Est_Level2Mean[12]","se_Level2Mean[12]","LL_Level2Mean[12]","UL_Level2Mean[12]","cFlag_Level2Mean[12]","pFlag_Level2Mean[12]","Tru_Level2Mean[13]","Est_Level2Mean[13]","se_Level2Mean[13]","LL_Level2Mean[13]","UL_Level2Mean[13]","cFlag_Level2Mean[13]","pFlag_Level2Mean[13]","Tru_Level2Mean[14]","Est_Level2Mean[14]","se_Level2Mean[14]","LL_Level2Mean[14]","UL_Level2Mean[14]","cFlag_Level2Mean[14]","pFlag_Level2Mean[14]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_Level2Sigma[11]","Est_Level2Sigma[11]","se_Level2Sigma[11]","LL_Level2Sigma[11]","UL_Level2Sigma[11]","cFlag_Level2Sigma[11]","pFlag_Level2Sigma[11]","Tru_Level2Sigma[12]","Est_Level2Sigma[12]","se_Level2Sigma[12]","LL_Level2Sigma[12]","UL_Level2Sigma[12]","cFlag_Level2Sigma[12]","pFlag_Level2Sigma[12]","Tru_Level2Sigma[13]","Est_Level2Sigma[13]","se_Level2Sigma[13]","LL_Level2Sigma[13]","UL_Level2Sigma[13]","cFlag_Level2Sigma[13]","pFlag_Level2Sigma[13]","Tru_Level2Sigma[14]","Est_Level2Sigma[14]","se_Level2Sigma[14]","LL_Level2Sigma[14]","UL_Level2Sigma[14]","cFlag_Level2Sigma[14]","pFlag_Level2Sigma[14]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
11,3.38008587561722,3.3879,0.0568,3.2759,3.4988,1,1,2.6490919557642,2.6599,0.0437,2.5743,2.7458,1,1,6.5592497625802,6.5271,0.0821,6.3659,6.6862,1,1,4.79549474076678,4.7765,0.0598,4.6598,4.8949,1,1,8.41991048086296,8.3791,0.088,8.206,8.5517,1,1,6.27213639876793,6.2922,0.0691,6.157,6.4268,1,1,9.29394031721092,9.2768,0.0934,9.0936,9.4597,1,1,7.10490577112262,7.1155,0.0712,6.9759,7.2544,1,1,9.68083248283218,9.6484,0.0908,9.4696,9.8272,1,1,7.54002818053297,7.5937,0.0696,7.4573,7.7297,1,1,0.3,0.2776,0.0175,0.2433,0.3123,1,1,0.2,0.2085,0.0171,0.1755,0.2428,1,1,-0.15,-0.1633,0.0148,-0.1924,-0.1346,1,1,-0.1,-0.0774,0.0145,-0.106,-0.0492,1,1,1.16975723241009,1.1353,0.0454,1.0488,1.2265,1,1,0.818364051334181,0.8224,0.0378,0.7507,0.8989,1,1,1.77224917802126,1.7371,0.0615,1.6205,1.8614,1,1,1.22554713982381,1.2276,0.0459,1.1396,1.3198,1,1,1.92749400743346,1.8821,0.065,1.76,2.0133,1,1,1.39038469211727,1.4568,0.0523,1.358,1.5625,1,1,1.96107469695758,1.9983,0.0685,1.8683,2.1366,1,1,1.44296594681151,1.4994,0.0534,1.3989,1.6094,1,1,1.97661392972742,1.963,0.0677,1.8356,2.0997,1,1,1.46479650840188,1.4721,0.0529,1.3716,1.5786,1,1,0.1,0.0928,0.0224,0.0536,0.1382,1,1,0.1,0.1045,0.0245,0.0597,0.1531,1,1,0.1,0.1029,0.0212,0.0614,0.1435,1,1,0.1,0.0902,0.0204,0.0539,0.1311,1,1,1,1.0135,0.0165,0.9817,1.046,1,1,1,0.9925,0.0159,0.9619,1.0241,1,1,0.3,0.2885,0.0115,0.2661,0.3109,1,1,0.3,0.2885,0.0115,0.2661,0.3109,1,1
12,3.38008587561722,3.3949,0.0599,3.2771,3.5118,1,1,2.6490919557642,2.6271,0.0424,2.5435,2.7103,1,1,6.5592497625802,6.6055,0.0876,6.433,6.7767,1,1,4.79549474076678,4.8088,0.0614,4.6884,4.9288,1,1,8.41991048086296,8.5163,0.0936,8.3341,8.6996,1,1,6.27213639876793,6.2642,0.0703,6.1268,6.4009,1,1,9.29394031721092,9.2939,0.0959,9.1071,9.484,1,1,7.10490577112262,7.0646,0.0723,6.9227,7.2066,1,1,9.68083248283218,9.7971,0.0958,9.6099,9.9847,1,1,7.54002818053297,7.4895,0.0718,7.3484,7.6302,1,1,0.3,0.3182,0.018,0.2835,0.354,1,1,0.2,0.2141,0.0171,0.1818,0.2485,1,1,-0.15,-0.1409,0.015,-0.1702,-0.1112,1,1,-0.1,-0.1002,0.0148,-0.1294,-0.0712,1,1,1.16975723241009,1.1949,0.0475,1.1045,1.2911,1,1,0.818364051334181,0.7853,0.0375,0.7142,0.8607,1,1,1.77224917802126,1.8692,0.0656,1.7448,2.0022,1,1,1.22554713982381,1.2592,0.0478,1.1686,1.356,1,1,1.92749400743346,2.0115,0.0692,1.8802,2.1513,1,1,1.39038469211727,1.4644,0.0531,1.3639,1.5716,1,1,1.96107469695758,2.0589,0.0705,1.9246,2.2007,1,1,1.44296594681151,1.5332,0.0549,1.4289,1.6446,1,1,1.97661392972742,2.0614,0.0704,1.9289,2.2047,1,1,1.46479650840188,1.5218,0.0545,1.4188,1.6324,1,1,0.1,0.0983,0.0229,0.0556,0.143,1,1,0.1,0.1025,0.0249,0.0581,0.1513,1,1,0.1,0.079,0.0187,0.0461,0.1183,1,1,0.1,0.1069,0.0201,0.0674,0.1465,1,1,1,0.9908,0.0164,0.9592,1.0236,1,1,1,1.0159,0.0162,0.9844,1.0482,1,1,0.3,0.3025,0.0118,0.2792,0.3258,1,1,0.3,0.3025,0.0118,0.2792,0.3258,1,1
13,3.38008587561722,3.3814,0.0606,3.2623,3.4996,1,1,2.6490919557642,2.7142,0.0446,2.6273,2.8023,1,1,6.5592497625802,6.5265,0.0849,6.3606,6.6922,1,1,4.79549474076678,4.8925,0.0634,4.7678,5.0162,1,1,8.41991048086296,8.3973,0.0931,8.2137,8.5806,1,1,6.27213639876793,6.3853,0.0718,6.2445,6.5264,1,1,9.29394031721092,9.306,0.0931,9.123,9.4886,1,1,7.10490577112262,7.2129,0.0714,7.0728,7.353,1,1,9.68083248283218,9.7259,0.0941,9.5397,9.9105,1,1,7.54002818053297,7.5822,0.0714,7.4431,7.7223,1,1,0.3,0.3028,0.0188,0.2672,0.3399,1,1,0.2,0.1937,0.0161,0.1629,0.2258,1,1,-0.15,-0.1445,0.0156,-0.1753,-0.1139,1,1,-0.1,-0.0933,0.0151,-0.1234,-0.0637,1,1,1.16975723241009,1.215,0.0481,1.1233,1.3123,1,1,0.818364051334181,0.8418,0.0381,0.7689,0.9182,1,1,1.77224917802126,1.8062,0.0636,1.6856,1.9346,1,1,1.22554713982381,1.3152,0.049,1.223,1.4148,1,1,1.92749400743346,1.9891,0.0687,1.8597,2.1289,1,1,1.39038469211727,1.5119,0.0538,1.41,1.622,0,1,1.96107469695758,2.0019,0.069,1.8717,2.1432,1,1,1.44296594681151,1.5028,0.0536,1.4022,1.6111,1,1,1.97661392972742,2.0156,0.0694,1.8834,2.1567,1,1,1.46479650840188,1.5101,0.0541,1.4076,1.6205,1,1,0.1,0.1006,0.0239,0.0576,0.1492,1,1,0.1,0.0934,0.0218,0.0544,0.1393,1,1,0.1,0.0912,0.02,0.0551,0.1316,1,1,0.1,0.1142,0.0216,0.0707,0.1548,1,1,1,0.9999,0.0166,0.9678,1.0332,1,1,1,1.0177,0.0162,0.9863,1.0499,1,1,0.3,0.2943,0.0119,0.2713,0.3178,1,1,0.3,0.2943,0.0119,0.2713,0.3178,1,1
14,3.38008587561722,3.2158,0.0581,3.1038,3.3308,0,1,2.6490919557642,2.6705,0.0447,2.5825,2.7579,1,1,6.5592497625802,6.3731,0.0851,6.2057,6.539,0,1,4.79549474076678,4.8087,0.0615,4.6885,4.9295,1,1,8.41991048086296,8.166,0.0927,7.9851,8.3467,0,1,6.27213639876793,6.3049,0.0662,6.1749,6.4358,1,1,9.29394031721092,9.0807,0.0932,8.8982,9.2645,0,1,7.10490577112262,7.117,0.0682,6.9826,7.2513,1,1,9.68083248283218,9.5195,0.0967,9.3299,9.709,1,1,7.54002818053297,7.5843,0.0709,7.4457,7.7223,1,1,0.3,0.28,0.0182,0.2433,0.3154,1,1,0.2,0.187,0.0171,0.1533,0.2203,1,1,-0.15,-0.1689,0.0141,-0.1966,-0.1415,1,1,-0.1,-0.12,0.0152,-0.1496,-0.0901,1,1,1.16975723241009,1.1688,0.0465,1.0802,1.2626,1,1,0.818364051334181,0.8634,0.0386,0.7894,0.9409,1,1,1.77224917802126,1.8127,0.0632,1.6941,1.9411,1,1,1.22554713982381,1.2844,0.0481,1.1932,1.3823,1,1,1.92749400743346,1.9958,0.0682,1.8676,2.1336,1,1,1.39038469211727,1.392,0.0507,1.2956,1.4936,1,1,1.96107469695758,2.0078,0.0688,1.8775,2.1474,1,1,1.44296594681151,1.4355,0.0517,1.3377,1.54,1,1,1.97661392972742,2.0834,0.0709,1.9488,2.228,1,1,1.46479650840188,1.4846,0.0532,1.3843,1.5931,1,1,0.1,0.094,0.0232,0.0526,0.1417,1,1,0.1,0.1182,0.0237,0.0719,0.1636,1,1,0.1,0.0871,0.0197,0.0525,0.1269,1,1,0.1,0.1277,0.0206,0.0841,0.1664,1,1,1,0.9969,0.0164,0.9654,1.0299,1,1,1,0.9789,0.0156,0.9488,1.01,1,1,0.3,0.2929,0.0113,0.2706,0.3152,1,1,0.3,0.2929,0.0113,0.2706,0.3152,1,1
15,3.38008587561722,3.3219,0.0577,3.2088,3.4342,1,1,2.6490919557642,2.6363,0.0452,2.5477,2.7252,1,1,6.5592497625802,6.4999,0.0826,6.3363,6.6609,1,1,4.79549474076678,4.8105,0.0602,4.6929,4.9284,1,1,8.41991048086296,8.4803,0.0885,8.306,8.6541,1,1,6.27213639876793,6.246,0.0671,6.1156,6.3778,1,1,9.29394031721092,9.2956,0.0861,9.127,9.4646,1,1,7.10490577112262,7.0687,0.0684,6.9351,7.2027,1,1,9.68083248283218,9.6967,0.0887,9.5227,9.8712,1,1,7.54002818053297,7.5414,0.0678,7.4078,7.675,1,1,0.3,0.2772,0.0184,0.2413,0.3139,1,1,0.2,0.207,0.0166,0.175,0.2406,1,1,-0.15,-0.167,0.0154,-0.1973,-0.1372,1,1,-0.1,-0.103,0.0148,-0.1323,-0.0744,1,1,1.16975723241009,1.1622,0.0465,1.0737,1.2553,1,1,0.818364051334181,0.8578,0.0382,0.7843,0.9339,1,1,1.77224917802126,1.7553,0.0617,1.638,1.8795,1,1,1.22554713982381,1.2425,0.0467,1.1543,1.3375,1,1,1.92749400743346,1.893,0.0657,1.768,2.0254,1,1,1.39038469211727,1.3985,0.051,1.3025,1.5024,1,1,1.96107469695758,1.8413,0.064,1.7209,1.972,1,1,1.44296594681151,1.4318,0.0519,1.3336,1.5371,1,1,1.97661392972742,1.9126,0.0664,1.7859,2.0474,1,1,1.46479650840188,1.4297,0.0517,1.3314,1.5345,1,1,0.1,0.1116,0.0269,0.0598,0.1645,1,1,0.1,0.092,0.0223,0.0517,0.1366,1,1,0.1,0.1221,0.022,0.0765,0.1643,1,1,0.1,0.1059,0.0215,0.0616,0.1464,1,1,1,0.9838,0.0161,0.953,1.0159,1,1,1,0.9905,0.016,0.9595,1.0221,1,1,0.3,0.291,0.0115,0.2683,0.3136,1,1,0.3,0.291,0.0115,0.2683,0.3136,1,1
16,3.38008587561722,3.3377,0.0546,3.2311,3.4445,1,1,2.6490919557642,2.6149,0.0435,2.5292,2.7007,1,1,6.5592497625802,6.5126,0.0773,6.362,6.6654,1,1,4.79549474076678,4.7375,0.0593,4.6218,4.8547,1,1,8.41991048086296,8.3494,0.0836,8.1845,8.5129,1,1,6.27213639876793,6.2389,0.0645,6.1137,6.3647,1,1,9.29394031721092,9.2056,0.087,9.0345,9.3757,1,1,7.10490577112262,6.9874,0.0686,6.8524,7.1214,1,1,9.68083248283218,9.5841,0.0851,9.4183,9.7502,1,1,7.54002818053297,7.4782,0.0688,7.3429,7.6128,1,1,0.3,0.31,0.0179,0.276,0.3462,1,1,0.2,0.2009,0.0169,0.1679,0.2343,1,1,-0.15,-0.1677,0.0152,-0.1975,-0.1377,1,1,-0.1,-0.1002,0.0146,-0.1291,-0.0716,1,1,1.16975723241009,1.0596,0.0452,0.9731,1.1501,0,1,0.818364051334181,0.8141,0.0377,0.7418,0.8891,1,1,1.77224917802126,1.6233,0.0585,1.5117,1.7428,0,1,1.22554713982381,1.2191,0.0464,1.1308,1.3131,1,1,1.92749400743346,1.7672,0.0624,1.6506,1.8947,0,1,1.39038469211727,1.3362,0.0494,1.2419,1.4357,1,1,1.96107469695758,1.8632,0.065,1.7401,1.9948,1,1,1.44296594681151,1.4283,0.0516,1.3309,1.5325,1,1,1.97661392972742,1.8001,0.0633,1.6803,1.93,0,1,1.46479650840188,1.4463,0.052,1.3488,1.5525,1,1,0.1,0.1051,0.0263,0.0562,0.1554,1,1,0.1,0.0882,0.0228,0.0503,0.1365,1,1,0.1,0.1087,0.0215,0.0674,0.1503,1,1,0.1,0.096,0.0206,0.0569,0.1364,1,1,1,1.0133,0.0166,0.9813,1.0461,1,1,1,0.9899,0.0159,0.959,1.0221,1,1,0.3,0.2915,0.0116,0.269,0.3145,1,1,0.3,0.2915,0.0116,0.269,0.3145,1,1
17,3.38008587561722,3.3445,0.0573,3.2322,3.4566,1,1,2.6490919557642,2.6276,0.044,2.5412,2.7137,1,1,6.5592497625802,6.4974,0.0836,6.3333,6.6591,1,1,4.79549474076678,4.756,0.0611,4.6369,4.877,1,1,8.41991048086296,8.402,0.092,8.2222,8.5821,1,1,6.27213639876793,6.2766,0.0681,6.143,6.4109,1,1,9.29394031721092,9.319,0.0927,9.1368,9.5023,1,1,7.10490577112262,7.0848,0.07,6.9473,7.2216,1,1,9.68083248283218,9.7395,0.0934,9.5568,9.923,1,1,7.54002818053297,7.5467,0.0716,7.4076,7.6874,1,1,0.3,0.3005,0.018,0.2654,0.3358,1,1,0.2,0.2062,0.0172,0.1723,0.2405,1,1,-0.15,-0.1569,0.0155,-0.1872,-0.1263,1,1,-0.1,-0.1039,0.0148,-0.1324,-0.0751,1,1,1.16975723241009,1.1345,0.0462,1.0471,1.2283,1,1,0.818364051334181,0.8299,0.0381,0.7567,0.9055,1,1,1.77224917802126,1.7779,0.0626,1.6591,1.9051,1,1,1.22554713982381,1.2591,0.0471,1.1702,1.3544,1,1,1.92749400743346,1.9643,0.0682,1.8353,2.1021,1,1,1.39038469211727,1.4242,0.0516,1.3261,1.5279,1,1,1.96107469695758,1.9886,0.069,1.8588,2.1281,1,1,1.44296594681151,1.473,0.053,1.3727,1.5809,1,1,1.97661392972742,2.013,0.069,1.8824,2.1523,1,1,1.46479650840188,1.5078,0.0537,1.4054,1.6169,1,1,0.1,0.0814,0.0205,0.0459,0.1244,1,1,0.1,0.0978,0.0228,0.0565,0.1438,1,1,0.1,0.1124,0.0202,0.0738,0.1516,1,1,0.1,0.1082,0.0208,0.0669,0.1482,1,1,1,1.007,0.0165,0.9752,1.04,1,1,1,1.0002,0.0162,0.9691,1.0326,1,1,0.3,0.3194,0.0118,0.2965,0.3428,1,1,0.3,0.3194,0.0118,0.2965,0.3428,1,1
18,3.38008587561722,3.4127,0.0575,3.3,3.5258,1,1,2.6490919557642,2.6105,0.0428,2.5269,2.6943,1,1,6.5592497625802,6.5434,0.0807,6.3862,6.7009,1,1,4.79549474076678,4.8023,0.0607,4.6823,4.9213,1,1,8.41991048086296,8.3116,0.0871,8.1427,8.4834,1,1,6.27213639876793,6.2314,0.0673,6.0994,6.3631,1,1,9.29394031721092,9.1838,0.0858,9.0158,9.3523,1,1,7.10490577112262,7.0929,0.0703,6.9564,7.2309,1,1,9.68083248283218,9.5626,0.0851,9.3957,9.7297,1,1,7.54002818053297,7.5042,0.0704,7.3666,7.6426,1,1,0.3,0.3059,0.0184,0.2701,0.3421,1,1,0.2,0.2115,0.0175,0.1772,0.2461,1,1,-0.15,-0.1398,0.0152,-0.169,-0.1098,1,1,-0.1,-0.0832,0.0145,-0.1116,-0.0552,1,1,1.16975723241009,1.1501,0.0463,1.062,1.2433,1,1,0.818364051334181,0.7959,0.0381,0.7226,0.872,1,1,1.77224917802126,1.7042,0.0605,1.5891,1.8263,1,1,1.22554713982381,1.2421,0.0476,1.1516,1.3378,1,1,1.92749400743346,1.8547,0.0646,1.7328,1.9853,1,1,1.39038469211727,1.4089,0.0518,1.3108,1.514,1,1,1.96107469695758,1.8299,0.064,1.7084,1.9608,0,1,1.44296594681151,1.4769,0.0534,1.376,1.5855,1,1,1.97661392972742,1.8212,0.064,1.6997,1.9512,0,1,1.46479650840188,1.4847,0.0539,1.3836,1.5933,1,1,0.1,0.0972,0.0228,0.0551,0.1427,1,1,0.1,0.1068,0.0263,0.0592,0.1598,1,1,0.1,0.1029,0.0222,0.0575,0.1449,1,1,0.1,0.0744,0.0168,0.0454,0.111,1,1,1,1.0187,0.0167,0.9862,1.052,1,1,1,1.0249,0.0165,0.9928,1.0577,1,1,0.3,0.3332,0.0119,0.3099,0.357,0,1,0.3,0.3332,0.0119,0.3099,0.357,0,1
19,3.38008587561722,3.4173,0.0563,3.3073,3.5277,1,1,2.6490919557642,2.5978,0.042,2.5155,2.6801,1,1,6.5592497625802,6.6105,0.0824,6.4501,6.7712,1,1,4.79549474076678,4.766,0.0559,4.6572,4.876,1,1,8.41991048086296,8.4307,0.0875,8.2584,8.6015,1,1,6.27213639876793,6.1967,0.0647,6.0695,6.3229,1,1,9.29394031721092,9.2879,0.0876,9.117,9.4602,1,1,7.10490577112262,7.0588,0.0696,6.9227,7.1947,1,1,9.68083248283218,9.65,0.0918,9.4718,9.8294,1,1,7.54002818053297,7.5138,0.0707,7.375,7.6512,1,1,0.3,0.2695,0.0179,0.2353,0.3052,1,1,0.2,0.2117,0.018,0.1765,0.247,1,1,-0.15,-0.1403,0.0153,-0.1703,-0.1102,1,1,-0.1,-0.0775,0.0148,-0.1069,-0.0489,1,1,1.16975723241009,1.1227,0.0447,1.0374,1.2125,1,1,0.818364051334181,0.7769,0.0382,0.7035,0.8534,1,1,1.77224917802126,1.7504,0.0613,1.6349,1.8753,1,1,1.22554713982381,1.1244,0.0455,1.0375,1.215,0,1,1.92749400743346,1.8673,0.0646,1.7461,1.999,1,1,1.39038469211727,1.346,0.0503,1.2503,1.4484,1,1,1.96107469695758,1.8877,0.065,1.7645,2.0188,1,1,1.44296594681151,1.4536,0.053,1.3526,1.5601,1,1,1.97661392972742,1.9693,0.0674,1.8411,2.1071,1,1,1.46479650840188,1.4753,0.0533,1.3748,1.5828,1,1,0.1,0.0904,0.0235,0.05,0.1401,1,1,0.1,0.1467,0.0238,0.0959,0.1891,1,1,0.1,0.1151,0.0208,0.0753,0.1544,1,1,0.1,0.1,0.0212,0.0573,0.1404,1,1,1,0.9844,0.0161,0.9535,1.0167,1,1,1,0.9874,0.0162,0.9561,1.0198,1,1,0.3,0.297,0.0116,0.2746,0.3201,1,1,0.3,0.297,0.0116,0.2746,0.3201,1,1
20,3.38008587561722,3.4605,0.0607,3.3414,3.5795,1,1,2.6490919557642,2.604,0.0449,2.5162,2.693,1,1,6.5592497625802,6.6657,0.0878,6.494,6.837,1,1,4.79549474076678,4.7131,0.0595,4.5975,4.8289,1,1,8.41991048086296,8.5198,0.0913,8.3396,8.6964,1,1,6.27213639876793,6.1917,0.0669,6.0602,6.3226,1,1,9.29394031721092,9.3966,0.0952,9.2083,9.5842,1,1,7.10490577112262,7.0338,0.0695,6.8962,7.1705,1,1,9.68083248283218,9.7806,0.0964,9.5918,9.9696,1,1,7.54002818053297,7.4742,0.0686,7.3403,7.6091,1,1,0.3,0.3438,0.0177,0.3084,0.3791,0,1,0.2,0.1885,0.0163,0.1568,0.2205,1,1,-0.15,-0.1428,0.0147,-0.1711,-0.1134,1,1,-0.1,-0.1042,0.0142,-0.1317,-0.0758,1,1,1.16975723241009,1.2083,0.0488,1.1157,1.3077,1,1,0.818364051334181,0.8496,0.0383,0.777,0.9269,1,1,1.77224917802126,1.8625,0.0657,1.7381,1.9941,1,1,1.22554713982381,1.2186,0.046,1.1311,1.3117,1,1,1.92749400743346,1.9462,0.0677,1.8188,2.0848,1,1,1.39038469211727,1.3948,0.0507,1.2989,1.4975,1,1,1.96107469695758,2.0433,0.0708,1.9095,2.1873,1,1,1.44296594681151,1.4609,0.0524,1.3621,1.5666,1,1,1.97661392972742,2.0743,0.0716,1.9378,2.2194,1,1,1.46479650840188,1.4499,0.0522,1.3511,1.5547,1,1,0.1,0.0869,0.0226,0.0485,0.1347,1,1,0.1,0.0895,0.022,0.0503,0.1356,1,1,0.1,0.0879,0.0197,0.0527,0.1277,1,1,0.1,0.0658,0.0142,0.042,0.0955,0,1,1,1.0277,0.0169,0.9956,1.0613,1,1,1,1.0162,0.0162,0.9853,1.0486,1,1,0.3,0.3071,0.0119,0.2841,0.3305,1,1,0.3,0.3071,0.0119,0.2841,0.3305,1,1
21,3.38008587561722,3.4212,0.0591,3.3047,3.5369,1,1,2.6490919557642,2.6252,0.0407,2.5451,2.7053,1,1,6.5592497625802,6.6587,0.0859,6.4909,6.8271,1,1,4.79549474076678,4.8397,0.0583,4.7252,4.9537,1,1,8.41991048086296,8.4248,0.0912,8.247,8.6023,1,1,6.27213639876793,6.264,0.0656,6.1362,6.3936,1,1,9.29394031721092,9.2456,0.0914,9.067,9.4256,1,1,7.10490577112262,7.1062,0.0687,6.9717,7.2401,1,1,9.68083248283218,9.6321,0.0917,9.4538,9.8139,1,1,7.54002818053297,7.5083,0.0682,7.3737,7.6426,1,1,0.3,0.2967,0.0179,0.2623,0.3326,1,1,0.2,0.2017,0.0166,0.169,0.2343,1,1,-0.15,-0.1707,0.0154,-0.201,-0.1409,1,1,-0.1,-0.0954,0.014,-0.1232,-0.0685,1,1,1.16975723241009,1.1861,0.0473,1.0967,1.2816,1,1,0.818364051334181,0.7413,0.0365,0.6721,0.8143,0,1,1.77224917802126,1.8316,0.0641,1.7104,1.963,1,1,1.22554713982381,1.1837,0.0458,1.0963,1.2764,1,1,1.92749400743346,1.9453,0.0675,1.8171,2.0816,1,1,1.39038469211727,1.3556,0.0502,1.2598,1.4572,1,1,1.96107469695758,1.9608,0.068,1.8324,2.0985,1,1,1.44296594681151,1.4325,0.0524,1.3334,1.538,1,1,1.97661392972742,1.962,0.0676,1.8353,2.0991,1,1,1.46479650840188,1.4138,0.0518,1.3158,1.5194,1,1,0.1,0.0944,0.0234,0.0522,0.1425,1,1,0.1,0.1038,0.0228,0.059,0.1482,1,1,0.1,0.1056,0.0217,0.0632,0.147,1,1,0.1,0.0822,0.0176,0.0498,0.1175,1,1,1,1.0097,0.0165,0.978,1.043,1,1,1,1.034,0.0166,1.0018,1.0672,0,1,0.3,0.2988,0.012,0.2755,0.3224,1,1,0.3,0.2988,0.012,0.2755,0.3224,1,1
